para_id,x,y,row,col,word,sentence,word_index_in_sentence,sentence_length,depth
25,380.0,272.0,0,0,  ,  ,-1,1,0
25,420.0,272.0,0,1,  ,  ,-1,1,0
25,460.0,272.0,0,2,南,南通市崇川区观阳名邸小区的一居民楼突然发生火灾,0,23,5
25,500.0,272.0,0,3,通,南通市崇川区观阳名邸小区的一居民楼突然发生火灾,1,23,5
25,540.0,272.0,0,4,市,南通市崇川区观阳名邸小区的一居民楼突然发生火灾,2,23,5
25,580.0,272.0,0,5,崇,南通市崇川区观阳名邸小区的一居民楼突然发生火灾,3,23,5
25,620.0,272.0,0,6,川,南通市崇川区观阳名邸小区的一居民楼突然发生火灾,4,23,5
25,660.0,272.0,0,7,区,南通市崇川区观阳名邸小区的一居民楼突然发生火灾,5,23,5
25,700.0,272.0,0,8,观,南通市崇川区观阳名邸小区的一居民楼突然发生火灾,6,23,6
25,740.0,272.0,0,9,阳,南通市崇川区观阳名邸小区的一居民楼突然发生火灾,7,23,6
25,780.0,272.0,0,10,名,南通市崇川区观阳名邸小区的一居民楼突然发生火灾,8,23,6
25,820.0,272.0,0,11,邸,南通市崇川区观阳名邸小区的一居民楼突然发生火灾,9,23,6
25,860.0,272.0,0,12,小,南通市崇川区观阳名邸小区的一居民楼突然发生火灾,10,23,6
25,900.0,272.0,0,13,区,南通市崇川区观阳名邸小区的一居民楼突然发生火灾,11,23,6
25,940.0,272.0,0,14,的,南通市崇川区观阳名邸小区的一居民楼突然发生火灾,12,23,4
25,980.0,272.0,0,15,一,南通市崇川区观阳名邸小区的一居民楼突然发生火灾,13,23,4
25,1020.0,272.0,0,16,居,南通市崇川区观阳名邸小区的一居民楼突然发生火灾,14,23,4
25,1060.0,272.0,0,17,民,南通市崇川区观阳名邸小区的一居民楼突然发生火灾,15,23,4
25,1100.0,272.0,0,18,楼,南通市崇川区观阳名邸小区的一居民楼突然发生火灾,16,23,4
25,1140.0,272.0,0,19,突,南通市崇川区观阳名邸小区的一居民楼突然发生火灾,17,23,4
25,1180.0,272.0,0,20,然,南通市崇川区观阳名邸小区的一居民楼突然发生火灾,18,23,4
25,1220.0,272.0,0,21,发,南通市崇川区观阳名邸小区的一居民楼突然发生火灾,19,23,4
25,1260.0,272.0,0,22,生,南通市崇川区观阳名邸小区的一居民楼突然发生火灾,20,23,4
25,1300.0,272.0,0,23,火,南通市崇川区观阳名邸小区的一居民楼突然发生火灾,21,23,5
25,1340.0,272.0,0,24,灾,南通市崇川区观阳名邸小区的一居民楼突然发生火灾,22,23,5
25,1380.0,272.0,0,25,。,。,-1,1,0
25,1420.0,272.0,0,26,火,火势迅速,0,4,3
25,1460.0,272.0,0,27,势,火势迅速,1,4,3
25,1500.0,272.0,0,28,迅,火势迅速,2,4,3
25,1540.0,272.0,0,29,速,火势迅速,3,4,3
25,380.0,336.0,1,0,蔓,蔓延,0,2,3
25,420.0,336.0,1,1,延,蔓延,1,2,3
