para_id,x,y,row,col,word,sentence,word_index_in_sentence,sentence_length,depth
10,380.0,272.0,0,0,  ,  ,-1,1,0
10,420.0,272.0,0,1,  ,  ,-1,1,0
10,460.0,272.0,0,2,餐,餐品不仅包装得相当漂亮,0,11,3
10,500.0,272.0,0,3,品,餐品不仅包装得相当漂亮,1,11,3
10,540.0,272.0,0,4,不,餐品不仅包装得相当漂亮,2,11,4
10,580.0,272.0,0,5,仅,餐品不仅包装得相当漂亮,3,11,4
10,620.0,272.0,0,6,包,餐品不仅包装得相当漂亮,4,11,4
10,660.0,272.0,0,7,装,餐品不仅包装得相当漂亮,5,11,4
10,700.0,272.0,0,8,得,餐品不仅包装得相当漂亮,6,11,4
10,740.0,272.0,0,9,相,餐品不仅包装得相当漂亮,7,11,6
10,780.0,272.0,0,10,当,餐品不仅包装得相当漂亮,8,11,6
10,820.0,272.0,0,11,漂,餐品不仅包装得相当漂亮,9,11,6
10,860.0,272.0,0,12,亮,餐品不仅包装得相当漂亮,10,11,6
10,900.0,272.0,0,13,，,，,-1,1,0
10,940.0,272.0,0,14,没,没想到的是味道还非常棒可谓是色味,0,16,8
10,980.0,272.0,0,15,想,没想到的是味道还非常棒可谓是色味,1,16,8
10,1020.0,272.0,0,16,到,没想到的是味道还非常棒可谓是色味,2,16,8
10,1060.0,272.0,0,17,的,没想到的是味道还非常棒可谓是色味,3,16,5
10,1100.0,272.0,0,18,是,没想到的是味道还非常棒可谓是色味,4,16,3
10,1140.0,272.0,0,19,味,没想到的是味道还非常棒可谓是色味,5,16,5
10,1180.0,272.0,0,20,道,没想到的是味道还非常棒可谓是色味,6,16,5
10,1220.0,272.0,0,21,还,没想到的是味道还非常棒可谓是色味,7,16,7
10,1260.0,272.0,0,22,非,没想到的是味道还非常棒可谓是色味,8,16,7
10,1300.0,272.0,0,23,常,没想到的是味道还非常棒可谓是色味,9,16,7
10,1340.0,272.0,0,24,棒,没想到的是味道还非常棒可谓是色味,10,16,7
10,1380.0,272.0,0,25,可,没想到的是味道还非常棒可谓是色味,11,16,7
10,1420.0,272.0,0,26,谓,没想到的是味道还非常棒可谓是色味,12,16,7
10,1460.0,272.0,0,27,是,没想到的是味道还非常棒可谓是色味,13,16,9
10,1500.0,272.0,0,28,色,没想到的是味道还非常棒可谓是色味,14,16,10
10,1540.0,272.0,0,29,味,没想到的是味道还非常棒可谓是色味,15,16,10
10,380.0,336.0,1,0,俱,俱佳,0,2,2
10,420.0,336.0,1,1,佳,俱佳,1,2,2
10,460.0,336.0,1,2,。,。,-1,1,0
10,500.0,336.0,1,3,做,做法保留了食材原有的味道,0,12,3
10,540.0,336.0,1,4,法,做法保留了食材原有的味道,1,12,3
10,580.0,336.0,1,5,保,做法保留了食材原有的味道,2,12,3
10,620.0,336.0,1,6,留,做法保留了食材原有的味道,3,12,3
10,660.0,336.0,1,7,了,做法保留了食材原有的味道,4,12,3
10,700.0,336.0,1,8,食,做法保留了食材原有的味道,5,12,5
10,740.0,336.0,1,9,材,做法保留了食材原有的味道,6,12,5
10,780.0,336.0,1,10,原,做法保留了食材原有的味道,7,12,6
10,820.0,336.0,1,11,有,做法保留了食材原有的味道,8,12,6
10,860.0,336.0,1,12,的,做法保留了食材原有的味道,9,12,5
10,900.0,336.0,1,13,味,做法保留了食材原有的味道,10,12,5
10,940.0,336.0,1,14,道,做法保留了食材原有的味道,11,12,5
10,980.0,336.0,1,15,，,，,-1,1,0
10,1020.0,336.0,1,16,清,清新爽口,0,4,4
10,1060.0,336.0,1,17,新,清新爽口,1,4,4
10,1100.0,336.0,1,18,爽,清新爽口,2,4,4
10,1140.0,336.0,1,19,口,清新爽口,3,4,4
10,1180.0,336.0,1,20,。,。,-1,1,0
10,1220.0,336.0,1,21,而,而且店铺菜品选择非,0,9,3
10,1260.0,336.0,1,22,且,而且店铺菜品选择非,1,9,3
10,1300.0,336.0,1,23,店,而且店铺菜品选择非,2,9,4
10,1340.0,336.0,1,24,铺,而且店铺菜品选择非,3,9,4
10,1380.0,336.0,1,25,菜,而且店铺菜品选择非,4,9,4
10,1420.0,336.0,1,26,品,而且店铺菜品选择非,5,9,4
10,1460.0,336.0,1,27,选,而且店铺菜品选择非,6,9,4
10,1500.0,336.0,1,28,择,而且店铺菜品选择非,7,9,4
10,1540.0,336.0,1,29,非,而且店铺菜品选择非,8,9,3
10,380.0,400.0,2,0,常,常多,0,2,4
10,420.0,400.0,2,1,多,常多,1,2,4
10,460.0,400.0,2,2,，,，,-1,1,0
10,500.0,400.0,2,3,价,价格也不高,0,5,3
10,540.0,400.0,2,4,格,价格也不高,1,5,3
10,580.0,400.0,2,5,也,价格也不高,2,5,4
10,620.0,400.0,2,6,不,价格也不高,3,5,4
10,660.0,400.0,2,7,高,价格也不高,4,5,4
10,700.0,400.0,2,8,。,。,-1,1,0
10,740.0,400.0,2,9,当,当然骑手小哥送餐也非常有效率,0,14,3
10,780.0,400.0,2,10,然,当然骑手小哥送餐也非常有效率,1,14,3
10,820.0,400.0,2,11,骑,当然骑手小哥送餐也非常有效率,2,14,3
10,860.0,400.0,2,12,手,当然骑手小哥送餐也非常有效率,3,14,3
10,900.0,400.0,2,13,小,当然骑手小哥送餐也非常有效率,4,14,3
10,940.0,400.0,2,14,哥,当然骑手小哥送餐也非常有效率,5,14,3
10,980.0,400.0,2,15,送,当然骑手小哥送餐也非常有效率,6,14,3
10,1020.0,400.0,2,16,餐,当然骑手小哥送餐也非常有效率,7,14,4
10,1060.0,400.0,2,17,也,当然骑手小哥送餐也非常有效率,8,14,4
10,1100.0,400.0,2,18,非,当然骑手小哥送餐也非常有效率,9,14,4
10,1140.0,400.0,2,19,常,当然骑手小哥送餐也非常有效率,10,14,4
