para_id,x,y,row,col,word,depth
39,380.0,272.0,0,0,  ,0
39,420.0,272.0,0,1,  ,0
39,460.0,272.0,0,2,一,5
39,500.0,272.0,0,3,个,6
39,540.0,272.0,0,4,幽,5
39,580.0,272.0,0,5,灵,5
39,620.0,272.0,0,6,，,3
39,660.0,272.0,0,7,共,6
39,700.0,272.0,0,8,产,6
39,740.0,272.0,0,9,主,6
39,780.0,272.0,0,10,义,6
39,820.0,272.0,0,11,的,5
39,860.0,272.0,0,12,幽,5
39,900.0,272.0,0,13,灵,5
39,940.0,272.0,0,14,，,2
39,980.0,272.0,0,15,在,4
39,1020.0,272.0,0,16,欧,5
39,1060.0,272.0,0,17,洲,5
39,1100.0,272.0,0,18,游,4
39,1140.0,272.0,0,19,荡,4
39,1180.0,272.0,0,20,。,2
39,1220.0,272.0,0,21,为,3
39,1260.0,272.0,0,22,了,3
39,1300.0,272.0,0,23,对,6
39,1340.0,272.0,0,24,这,8
39,1380.0,272.0,0,25,个,8
39,1420.0,272.0,0,26,幽,8
39,1460.0,272.0,0,27,灵,8
39,1500.0,272.0,0,28,进,6
39,1540.0,272.0,0,29,行,6
39,380.0,336.0,1,0,神,11
39,420.0,336.0,1,1,圣,11
39,460.0,336.0,1,2,的,9
39,500.0,336.0,1,3,围,8
39,540.0,336.0,1,4,剿,8
39,580.0,336.0,1,5,，,2
39,620.0,336.0,1,6,旧,9
39,660.0,336.0,1,7,欧,9
39,700.0,336.0,1,8,洲,9
39,740.0,336.0,1,9,的,7
39,780.0,336.0,1,10,一,7
39,820.0,336.0,1,11,切,7
39,860.0,336.0,1,12,势,7
39,900.0,336.0,1,13,力,7
39,940.0,336.0,1,14,，,5
39,980.0,336.0,1,15,教,6
39,1020.0,336.0,1,16,皇,6
39,1060.0,336.0,1,17,和,6
39,1100.0,336.0,1,18,沙,6
39,1140.0,336.0,1,19,皇,6
39,1180.0,336.0,1,20,、,4
39,1220.0,336.0,1,21,梅,5
39,1260.0,336.0,1,22,特,5
39,1300.0,336.0,1,23,涅,5
39,1340.0,336.0,1,24,和,5
39,1380.0,336.0,1,25,基,5
39,1420.0,336.0,1,26,佐,5
39,1460.0,336.0,1,27,、,3
39,1500.0,336.0,1,28,法,6
39,1540.0,336.0,1,29,国,6
39,380.0,400.0,2,0,的,5
39,420.0,400.0,2,1,激,5
39,460.0,400.0,2,2,进,5
39,500.0,400.0,2,3,派,5
39,540.0,400.0,2,4,和,3
39,580.0,400.0,2,5,德,6
39,620.0,400.0,2,6,国,6
39,660.0,400.0,2,7,的,5
39,700.0,400.0,2,8,警,5
39,740.0,400.0,2,9,察,5
39,780.0,400.0,2,10,，,2
39,820.0,400.0,2,11,都,4
39,860.0,400.0,2,12,联,5
39,900.0,400.0,2,13,合,5
39,940.0,400.0,2,14,起,5
39,980.0,400.0,2,15,来,5
39,1020.0,400.0,2,16,了,4
39,1060.0,400.0,2,17,。,2
39,1100.0,400.0,2,18,有,4
39,1140.0,400.0,2,19,哪,7
39,1180.0,400.0,2,20,一,8
39,1220.0,400.0,2,21,个,9
39,1260.0,400.0,2,22,反,7
39,1300.0,400.0,2,23,对,7
39,1340.0,400.0,2,24,党,7
39,1380.0,400.0,2,25,不,7
39,1420.0,400.0,2,26,被,7
39,1460.0,400.0,2,27,它,11
39,1500.0,400.0,2,28,的,10
39,1540.0,400.0,2,29,当,13
39,380.0,464.0,3,0,政,13
39,420.0,464.0,3,1,的,11
39,460.0,464.0,3,2,敌,10
39,500.0,464.0,3,3,人,10
39,540.0,464.0,3,4,骂,10
39,580.0,464.0,3,5,为,10
39,620.0,464.0,3,6,共,10
39,660.0,464.0,3,7,产,10
39,700.0,464.0,3,8,党,10
39,740.0,464.0,3,9,呢,2
39,780.0,464.0,3,10,？,2
39,820.0,464.0,3,11,又,5
39,860.0,464.0,3,12,有,5
39,900.0,464.0,3,13,哪,8
39,940.0,464.0,3,14,一,9
39,980.0,464.0,3,15,个,10
39,1020.0,464.0,3,16,反,8
39,1060.0,464.0,3,17,对,8
39,1100.0,464.0,3,18,党,8
39,1140.0,464.0,3,19,不,8
39,1180.0,464.0,3,20,拿,8
39,1220.0,464.0,3,21,共,10
39,1260.0,464.0,3,22,产,10
39,1300.0,464.0,3,23,主,10
39,1340.0,464.0,3,24,义,10
39,1380.0,464.0,3,25,这,10
39,1420.0,464.0,3,26,个,10
39,1460.0,464.0,3,27,罪,10
39,1500.0,464.0,3,28,名,10
39,1540.0,464.0,3,29,去,8
39,380.0,528.0,4,0,回,9
39,420.0,528.0,4,1,敬,9
39,460.0,528.0,4,2,更,16
39,500.0,528.0,4,3,进,16
39,540.0,528.0,4,4,步,16
39,580.0,528.0,4,5,的,13
39,620.0,528.0,4,6,反,12
39,660.0,528.0,4,7,对,12
39,700.0,528.0,4,8,党,12
39,740.0,528.0,4,9,人,12
39,780.0,528.0,4,10,和,12
39,820.0,528.0,4,11,自,13
39,860.0,528.0,4,12,己,13
39,900.0,528.0,4,13,的,12
39,940.0,528.0,4,14,反,12
39,980.0,528.0,4,15,动,12
39,1020.0,528.0,4,16,敌,12
39,1060.0,528.0,4,17,人,12
39,1100.0,528.0,4,18,呢,2
39,1140.0,528.0,4,19,？,2
