para_id,x,y,row,col,word,depth
23,380.0,272.0,0,0,【,4
23,420.0,272.0,0,1,台,4
23,460.0,272.0,0,2,球,4
23,500.0,272.0,0,3,馆,4
23,540.0,272.0,0,4,评,4
23,580.0,272.0,0,5,价,4
23,620.0,272.0,0,6,】,4
23,380.0,336.0,1,0,  ,0
23,420.0,336.0,1,1,  ,0
23,460.0,336.0,1,2,地,4
23,500.0,336.0,1,3,址,4
23,540.0,336.0,1,4,在,4
23,580.0,336.0,1,5,东,7
23,620.0,336.0,1,6,王,7
23,660.0,336.0,1,7,庄,7
23,700.0,336.0,1,8,小,6
23,740.0,336.0,1,9,区,6
23,780.0,336.0,1,10,里,5
23,820.0,336.0,1,11,，,2
23,860.0,336.0,1,12,进,8
23,900.0,336.0,1,13,大,9
23,940.0,336.0,1,14,门,9
23,980.0,336.0,1,15,之,6
23,1020.0,336.0,1,16,后,6
23,1060.0,336.0,1,17,往,6
23,1100.0,336.0,1,18,右,7
23,1140.0,336.0,1,19,手,7
23,1180.0,336.0,1,20,走,6
23,1220.0,336.0,1,21,，,3
23,1260.0,336.0,1,22,就,4
23,1300.0,336.0,1,23,能,4
23,1340.0,336.0,1,24,看,5
23,1380.0,336.0,1,25,到,5
23,1420.0,336.0,1,26,台,6
23,1460.0,336.0,1,27,球,6
23,1500.0,336.0,1,28,厅,6
23,1540.0,336.0,1,29,。,2
23,380.0,400.0,2,0,在,4
23,420.0,400.0,2,1,二,5
23,460.0,400.0,2,2,楼,5
23,500.0,400.0,2,3,，,2
23,540.0,400.0,2,4,应,4
23,580.0,400.0,2,5,该,4
23,620.0,400.0,2,6,是,5
23,660.0,400.0,2,7,新,11
23,700.0,400.0,2,8,装,11
23,740.0,400.0,2,9,修,11
23,780.0,400.0,2,10,的,8
23,820.0,400.0,2,11,，,2
23,860.0,400.0,2,12,里,4
23,900.0,400.0,2,13,面,4
23,940.0,400.0,2,14,环,4
23,980.0,400.0,2,15,境,4
23,1020.0,400.0,2,16,很,4
23,1060.0,400.0,2,17,好,4
23,1100.0,400.0,2,18,，,2
23,1140.0,400.0,2,19,因,3
23,1180.0,400.0,2,20,为,3
23,1220.0,400.0,2,21,打,5
23,1260.0,400.0,2,22,的,5
23,1300.0,400.0,2,23,太,7
23,1340.0,400.0,2,24,投,7
23,1380.0,400.0,2,25,入,7
23,1420.0,400.0,2,26,了,4
23,1460.0,400.0,2,27,，,2
23,1500.0,400.0,2,28,没,4
23,1540.0,400.0,2,29,有,4
23,380.0,464.0,3,0,拍,5
23,420.0,464.0,3,1,照,6
23,460.0,464.0,3,2,片,6
23,500.0,464.0,3,3,，,2
23,540.0,464.0,3,4,台,4
23,580.0,464.0,3,5,桌,4
23,620.0,464.0,3,6,很,5
23,660.0,464.0,3,7,新,5
23,700.0,464.0,3,8,，,2
23,740.0,464.0,3,9,只,6
23,780.0,464.0,3,10,要,6
23,820.0,464.0,3,11,有,7
23,860.0,464.0,3,12,时,7
23,900.0,464.0,3,13,间,7
23,940.0,464.0,3,14,就,5
23,980.0,464.0,3,15,会,5
23,1020.0,464.0,3,16,去,6
23,1060.0,464.0,3,17,的,3
23,1100.0,464.0,3,18,，,2
23,1140.0,464.0,3,19,个,4
23,1180.0,464.0,3,20,人,4
23,1220.0,464.0,3,21,感,4
23,1260.0,464.0,3,22,觉,4
23,1300.0,464.0,3,23,很,7
23,1340.0,464.0,3,24,满,7
23,1380.0,464.0,3,25,意,7
23,1420.0,464.0,3,26,，,2
23,1460.0,464.0,3,27,以,6
23,1500.0,464.0,3,28,后,6
23,1540.0,464.0,3,29,也,6
23,380.0,528.0,4,0,会,6
23,420.0,528.0,4,1,经,8
23,460.0,528.0,4,2,常,8
23,500.0,528.0,4,3,光,8
23,540.0,528.0,4,4,顾,8
23,580.0,528.0,4,5,的,3
23,620.0,528.0,4,6,，,2
23,660.0,528.0,4,7,提,4
23,700.0,528.0,4,8,一,6
23,740.0,528.0,4,9,个,7
23,780.0,528.0,4,10,小,7
23,820.0,528.0,4,11,小,7
23,860.0,528.0,4,12,的,6
23,900.0,528.0,4,13,建,6
23,940.0,528.0,4,14,议,6
23,980.0,528.0,4,15,，,2
23,1020.0,528.0,4,16,因,4
23,1060.0,528.0,4,17,为,4
23,1100.0,528.0,4,18,是,6
23,1140.0,528.0,4,19,自,9
23,1180.0,528.0,4,20,助,9
23,1220.0,528.0,4,21,的,8
23,1260.0,528.0,4,22,，,3
23,1300.0,528.0,4,23,这,5
23,1340.0,528.0,4,24,个,5
23,1380.0,528.0,4,25,价,5
23,1420.0,528.0,4,26,位,5
23,1460.0,528.0,4,27,有,5
23,1500.0,528.0,4,28,点,5
23,1540.0,528.0,4,29,小,5
23,380.0,592.0,5,0,贵,5
23,420.0,592.0,5,1,，,2
23,460.0,592.0,5,2,时,5
23,500.0,592.0,5,3,不,5
23,540.0,592.0,5,4,时,5
23,580.0,592.0,5,5,可,5
23,620.0,592.0,5,6,以,5
23,660.0,592.0,5,7,过,7
23,700.0,592.0,5,8,去,7
23,740.0,592.0,5,9,个,8
23,780.0,592.0,5,10,人,8
23,820.0,592.0,5,11,打,8
23,860.0,592.0,5,12,扫,8
23,900.0,592.0,5,13,下,9
23,940.0,592.0,5,14,卫,9
23,980.0,592.0,5,15,生,9
23,1020.0,592.0,5,16,。,2
