para_id,x,y,row,col,word,depth
9,380.0,272.0,0,0,《,6
9,420.0,272.0,0,1,奥,6
9,460.0,272.0,0,2,本,6
9,500.0,272.0,0,3,海,6
9,540.0,272.0,0,4,默,6
9,580.0,272.0,0,5,》,6
9,620.0,272.0,0,6,剧,6
9,660.0,272.0,0,7,评,6
9,380.0,336.0,1,0,  ,0
9,420.0,336.0,1,1,  ,0
9,460.0,336.0,1,2,IM,11
9,500.0,336.0,1,3,AX,11
9,540.0,336.0,1,4,胶,11
9,580.0,336.0,1,5,片,11
9,620.0,336.0,1,6,机,11
9,660.0,336.0,1,7,拍,11
9,700.0,336.0,1,8,出,11
9,740.0,336.0,1,9,来,11
9,780.0,336.0,1,10,的,8
9,820.0,336.0,1,11,1.,8
9,860.0,336.0,1,12,43,8
9,900.0,336.0,1,13,:1,8
9,940.0,336.0,1,14,的,7
9,980.0,336.0,1,15,全,6
9,1020.0,336.0,1,16,画,6
9,1060.0,336.0,1,17,幅,6
9,1100.0,336.0,1,18,在,5
9,1140.0,336.0,1,19,IM,6
9,1180.0,336.0,1,20,AX,6
9,1220.0,336.0,1,21,_G,6
9,1260.0,336.0,1,22,T,6
9,1300.0,336.0,1,23,得,5
9,1340.0,336.0,1,24,以,5
9,1380.0,336.0,1,25,完,7
9,1420.0,336.0,1,26,美,7
9,1460.0,336.0,1,27,呈,7
9,1500.0,336.0,1,28,现,7
9,1540.0,336.0,1,29,，,2
9,380.0,400.0,2,0,观,4
9,420.0,400.0,2,1,感,4
9,460.0,400.0,2,2,真,5
9,500.0,400.0,2,3,的,5
9,540.0,400.0,2,4,炸,5
9,580.0,400.0,2,5,裂,5
9,620.0,400.0,2,6,，,2
9,660.0,400.0,2,7,第,8
9,700.0,400.0,2,8,一,8
9,740.0,400.0,2,9,次,8
9,780.0,400.0,2,10,有,8
9,820.0,400.0,2,11,幸,8
9,860.0,400.0,2,12,体,8
9,900.0,400.0,2,13,验,8
9,940.0,400.0,2,14,能,13
9,980.0,400.0,2,15,把,14
9,1020.0,400.0,2,16,IM,17
9,1060.0,400.0,2,17,AX,17
9,1100.0,400.0,2,18,_G,17
9,1140.0,400.0,2,19,T,17
9,1180.0,400.0,2,20,荧,17
9,1220.0,400.0,2,21,幕,17
9,1260.0,400.0,2,22,填,16
9,1300.0,400.0,2,23,满,16
9,1340.0,400.0,2,24,的,11
9,1380.0,400.0,2,25,电,10
9,1420.0,400.0,2,26,影,10
9,1460.0,400.0,2,27,，,5
9,1500.0,400.0,2,28,也,7
9,1540.0,400.0,2,29,算,7
9,380.0,464.0,3,0,是,7
9,420.0,464.0,3,1,没,10
9,460.0,464.0,3,2,有,10
9,500.0,464.0,3,3,辜,10
9,540.0,464.0,3,4,负,10
9,580.0,464.0,3,5,我,11
9,620.0,464.0,3,6,大,13
9,660.0,464.0,3,7,老,13
9,700.0,464.0,3,8,远,13
9,740.0,464.0,3,9,跑,13
9,780.0,464.0,3,10,去,13
9,820.0,464.0,3,11,看,14
9,860.0,464.0,3,12,零,15
9,900.0,464.0,3,13,点,15
9,940.0,464.0,3,14,首,16
9,980.0,464.0,3,15,映,16
9,1020.0,464.0,3,16,场,16
9,1060.0,464.0,3,17,了,3
9,1100.0,464.0,3,18,。,2
9,1140.0,464.0,3,19,整,5
9,1180.0,464.0,3,20,体,5
9,1220.0,464.0,3,21,虽,6
9,1260.0,464.0,3,22,然,6
9,1300.0,464.0,3,23,说,6
9,1340.0,464.0,3,24,以,8
9,1380.0,464.0,3,25,文,9
9,1420.0,464.0,3,26,戏,9
9,1460.0,464.0,3,27,为,8
9,1500.0,464.0,3,28,主,8
9,1540.0,464.0,3,29,，,3
9,380.0,528.0,4,0,但,4
9,420.0,528.0,4,1,是,4
9,460.0,528.0,4,2,节,4
9,500.0,528.0,4,3,奏,4
9,540.0,528.0,4,4,毫,6
9,580.0,528.0,4,5,不,6
9,620.0,528.0,4,6,拖,6
9,660.0,528.0,4,7,沓,6
9,700.0,528.0,4,8,，,4
9,740.0,528.0,4,9,非,6
9,780.0,528.0,4,10,常,6
9,820.0,528.0,4,11,紧,6
9,860.0,528.0,4,12,凑,6
9,900.0,528.0,4,13,，,2
9,940.0,528.0,4,14,完,5
9,980.0,528.0,4,15,全,5
9,1020.0,528.0,4,16,不,5
9,1060.0,528.0,4,17,会,5
9,1100.0,528.0,4,18,觉,6
9,1140.0,528.0,4,19,得,6
9,1180.0,528.0,4,20,无,8
9,1220.0,528.0,4,21,聊,8
9,1260.0,528.0,4,22,，,2
9,1300.0,528.0,4,23,特,4
9,1340.0,528.0,4,24,别,4
9,1380.0,528.0,4,25,是,4
9,1420.0,528.0,4,26,他,8
9,1460.0,528.0,4,27,们,8
9,1500.0,528.0,4,28,引,9
9,1540.0,528.0,4,29,爆,9
9,380.0,592.0,5,0,原,10
9,420.0,592.0,5,1,子,10
9,460.0,592.0,5,2,弹,10
9,500.0,592.0,5,3,的,6
9,540.0,592.0,5,4,时,5
9,580.0,592.0,5,5,候,5
9,620.0,592.0,5,6,我,4
9,660.0,592.0,5,7,真,4
9,700.0,592.0,5,8,的,4
9,740.0,592.0,5,9,整,5
9,780.0,592.0,5,10,个,5
9,820.0,592.0,5,11,人,5
9,860.0,592.0,5,12,都,5
9,900.0,592.0,5,13,在,5
9,940.0,592.0,5,14,发,5
9,980.0,592.0,5,15,抖,5
9,1020.0,592.0,5,16,。,2
