para_id,x,y,row,col,word,sentence,word_index_in_sentence,sentence_length,depth
2,380.0,272.0,0,0,【,【,-1,1,0
2,420.0,272.0,0,1,树,树洞,0,2,2
2,460.0,272.0,0,2,洞,树洞,1,2,2
2,500.0,272.0,0,3,】,】,-1,1,0
2,540.0,272.0,0,4,今,今天北京天气好好,0,8,3
2,580.0,272.0,0,5,天,今天北京天气好好,1,8,3
2,620.0,272.0,0,6,北,今天北京天气好好,2,8,3
2,660.0,272.0,0,7,京,今天北京天气好好,3,8,3
2,700.0,272.0,0,8,天,今天北京天气好好,4,8,3
2,740.0,272.0,0,9,气,今天北京天气好好,5,8,3
2,780.0,272.0,0,10,好,今天北京天气好好,6,8,3
2,820.0,272.0,0,11,好,今天北京天气好好,7,8,3
2,860.0,272.0,0,12,，,，,-1,1,0
2,900.0,272.0,0,13,去,去买咖啡店员说帮我用张券只花了六块,0,17,5
2,940.0,272.0,0,14,买,去买咖啡店员说帮我用张券只花了六块,1,17,6
2,980.0,272.0,0,15,咖,去买咖啡店员说帮我用张券只花了六块,2,17,7
2,1020.0,272.0,0,16,啡,去买咖啡店员说帮我用张券只花了六块,3,17,7
2,1060.0,272.0,0,17,店,去买咖啡店员说帮我用张券只花了六块,4,17,5
2,1100.0,272.0,0,18,员,去买咖啡店员说帮我用张券只花了六块,5,17,5
2,1140.0,272.0,0,19,说,去买咖啡店员说帮我用张券只花了六块,6,17,5
2,1180.0,272.0,0,20,帮,去买咖啡店员说帮我用张券只花了六块,7,17,7
2,1220.0,272.0,0,21,我,去买咖啡店员说帮我用张券只花了六块,8,17,8
2,1260.0,272.0,0,22,用,去买咖啡店员说帮我用张券只花了六块,9,17,9
2,1300.0,272.0,0,23,张,去买咖啡店员说帮我用张券只花了六块,10,17,12
2,1340.0,272.0,0,24,券,去买咖啡店员说帮我用张券只花了六块,11,17,11
2,1380.0,272.0,0,25,只,去买咖啡店员说帮我用张券只花了六块,12,17,4
2,1420.0,272.0,0,26,花,去买咖啡店员说帮我用张券只花了六块,13,17,4
2,1460.0,272.0,0,27,了,去买咖啡店员说帮我用张券只花了六块,14,17,4
2,1500.0,272.0,0,28,六,去买咖啡店员说帮我用张券只花了六块,15,17,5
2,1540.0,272.0,0,29,块,去买咖啡店员说帮我用张券只花了六块,16,17,6
2,380.0,336.0,1,0,钱,钱,0,1,2
2,420.0,336.0,1,1,，,，,-1,1,0
2,460.0,336.0,1,2,没,没有对象的七夕也可以很开心,0,13,8
2,500.0,336.0,1,3,有,没有对象的七夕也可以很开心,1,13,8
2,540.0,336.0,1,4,对,没有对象的七夕也可以很开心,2,13,9
2,580.0,336.0,1,5,象,没有对象的七夕也可以很开心,3,13,9
2,620.0,336.0,1,6,的,没有对象的七夕也可以很开心,4,13,6
2,660.0,336.0,1,7,七,没有对象的七夕也可以很开心,5,13,4
2,700.0,336.0,1,8,夕,没有对象的七夕也可以很开心,6,13,4
2,740.0,336.0,1,9,也,没有对象的七夕也可以很开心,7,13,3
2,780.0,336.0,1,10,可,没有对象的七夕也可以很开心,8,13,3
2,820.0,336.0,1,11,以,没有对象的七夕也可以很开心,9,13,3
2,860.0,336.0,1,12,很,没有对象的七夕也可以很开心,10,13,5
2,900.0,336.0,1,13,开,没有对象的七夕也可以很开心,11,13,5
2,940.0,336.0,1,14,心,没有对象的七夕也可以很开心,12,13,5
2,980.0,336.0,1,15,。,。,-1,1,0
2,380.0,400.0,2,0,【,【,-1,1,0
2,420.0,400.0,2,1,树,树洞,0,2,0
2,460.0,400.0,2,2,洞,树洞,1,2,0
2,500.0,400.0,2,3,】,】,-1,1,0
2,540.0,400.0,2,4,我,我也不知道为什么,0,8,3
2,580.0,400.0,2,5,也,我也不知道为什么,1,8,4
2,620.0,400.0,2,6,不,我也不知道为什么,2,8,4
2,660.0,400.0,2,7,知,我也不知道为什么,3,8,4
2,700.0,400.0,2,8,道,我也不知道为什么,4,8,4
2,740.0,400.0,2,9,为,我也不知道为什么,5,8,6
2,780.0,400.0,2,10,什,我也不知道为什么,6,8,6
2,820.0,400.0,2,11,么,我也不知道为什么,7,8,6
2,860.0,400.0,2,12,，,，,-1,1,0
2,900.0,400.0,2,13,好,好像特别招东北人喜欢,0,10,4
2,940.0,400.0,2,14,像,好像特别招东北人喜欢,1,10,4
2,980.0,400.0,2,15,特,好像特别招东北人喜欢,2,10,4
2,1020.0,400.0,2,16,别,好像特别招东北人喜欢,3,10,4
2,1060.0,400.0,2,17,招,好像特别招东北人喜欢,4,10,4
2,1100.0,400.0,2,18,东,好像特别招东北人喜欢,5,10,5
2,1140.0,400.0,2,19,北,好像特别招东北人喜欢,6,10,5
2,1180.0,400.0,2,20,人,好像特别招东北人喜欢,7,10,5
2,1220.0,400.0,2,21,喜,好像特别招东北人喜欢,8,10,6
2,1260.0,400.0,2,22,欢,好像特别招东北人喜欢,9,10,6
2,1300.0,400.0,2,23,，,，,-1,1,0
2,1340.0,400.0,2,24,前,前男友是东北,0,6,4
2,1380.0,400.0,2,25,男,前男友是东北,1,6,4
2,1420.0,400.0,2,26,友,前男友是东北,2,6,4
2,1460.0,400.0,2,27,是,前男友是东北,3,6,3
2,1500.0,400.0,2,28,东,前男友是东北,4,6,4
2,1540.0,400.0,2,29,北,前男友是东北,5,6,4
2,380.0,464.0,3,0,的,的,0,1,3
2,420.0,464.0,3,1,，,，,-1,1,0
2,460.0,464.0,3,2,还,还有好几个东北的说喜欢我,0,12,4
2,500.0,464.0,3,3,有,还有好几个东北的说喜欢我,1,12,4
2,540.0,464.0,3,4,好,还有好几个东北的说喜欢我,2,12,6
2,580.0,464.0,3,5,几,还有好几个东北的说喜欢我,3,12,6
2,620.0,464.0,3,6,个,还有好几个东北的说喜欢我,4,12,6
2,660.0,464.0,3,7,东,还有好几个东北的说喜欢我,5,12,8
2,700.0,464.0,3,8,北,还有好几个东北的说喜欢我,6,12,8
2,740.0,464.0,3,9,的,还有好几个东北的说喜欢我,7,12,7
2,780.0,464.0,3,10,说,还有好几个东北的说喜欢我,8,12,7
2,820.0,464.0,3,11,喜,还有好几个东北的说喜欢我,9,12,6
2,860.0,464.0,3,12,欢,还有好几个东北的说喜欢我,10,12,6
2,900.0,464.0,3,13,我,还有好几个东北的说喜欢我,11,12,7
2,940.0,464.0,3,14,。,。,-1,1,0
2,380.0,528.0,4,0,【,【,-1,1,0
2,420.0,528.0,4,1,树,树洞,0,2,0
2,460.0,528.0,4,2,洞,树洞,1,2,0
2,500.0,528.0,4,3,】,】,-1,1,0
2,540.0,528.0,4,4,感,感觉学校里男生有对象的群体总体颜值并不比无恋爱经历的,0,26,3
2,580.0,528.0,4,5,觉,感觉学校里男生有对象的群体总体颜值并不比无恋爱经历的,1,26,3
2,620.0,528.0,4,6,学,感觉学校里男生有对象的群体总体颜值并不比无恋爱经历的,2,26,6
2,660.0,528.0,4,7,校,感觉学校里男生有对象的群体总体颜值并不比无恋爱经历的,3,26,6
2,700.0,528.0,4,8,里,感觉学校里男生有对象的群体总体颜值并不比无恋爱经历的,4,26,5
2,740.0,528.0,4,9,男,感觉学校里男生有对象的群体总体颜值并不比无恋爱经历的,5,26,5
2,780.0,528.0,4,10,生,感觉学校里男生有对象的群体总体颜值并不比无恋爱经历的,6,26,5
2,820.0,528.0,4,11,有,感觉学校里男生有对象的群体总体颜值并不比无恋爱经历的,7,26,8
2,860.0,528.0,4,12,对,感觉学校里男生有对象的群体总体颜值并不比无恋爱经历的,8,26,9
2,900.0,528.0,4,13,象,感觉学校里男生有对象的群体总体颜值并不比无恋爱经历的,9,26,9
2,940.0,528.0,4,14,的,感觉学校里男生有对象的群体总体颜值并不比无恋爱经历的,10,26,6
2,980.0,528.0,4,15,群,感觉学校里男生有对象的群体总体颜值并不比无恋爱经历的,11,26,5
2,1020.0,528.0,4,16,体,感觉学校里男生有对象的群体总体颜值并不比无恋爱经历的,12,26,5
2,1060.0,528.0,4,17,总,感觉学校里男生有对象的群体总体颜值并不比无恋爱经历的,13,26,6
2,1100.0,528.0,4,18,体,感觉学校里男生有对象的群体总体颜值并不比无恋爱经历的,14,26,6
2,1140.0,528.0,4,19,颜,感觉学校里男生有对象的群体总体颜值并不比无恋爱经历的,15,26,6
2,1180.0,528.0,4,20,值,感觉学校里男生有对象的群体总体颜值并不比无恋爱经历的,16,26,6
2,1220.0,528.0,4,21,并,感觉学校里男生有对象的群体总体颜值并不比无恋爱经历的,17,26,6
2,1260.0,528.0,4,22,不,感觉学校里男生有对象的群体总体颜值并不比无恋爱经历的,18,26,6
2,1300.0,528.0,4,23,比,感觉学校里男生有对象的群体总体颜值并不比无恋爱经历的,19,26,6
2,1340.0,528.0,4,24,无,感觉学校里男生有对象的群体总体颜值并不比无恋爱经历的,20,26,11
2,1380.0,528.0,4,25,恋,感觉学校里男生有对象的群体总体颜值并不比无恋爱经历的,21,26,12
2,1420.0,528.0,4,26,爱,感觉学校里男生有对象的群体总体颜值并不比无恋爱经历的,22,26,12
2,1460.0,528.0,4,27,经,感觉学校里男生有对象的群体总体颜值并不比无恋爱经历的,23,26,12
2,1500.0,528.0,4,28,历,感觉学校里男生有对象的群体总体颜值并不比无恋爱经历的,24,26,12
2,1540.0,528.0,4,29,的,感觉学校里男生有对象的群体总体颜值并不比无恋爱经历的,25,26,9
2,380.0,592.0,5,0,男,男生颜值高很多,0,7,4
2,420.0,592.0,5,1,生,男生颜值高很多,1,7,4
2,460.0,592.0,5,2,颜,男生颜值高很多,2,7,4
2,500.0,592.0,5,3,值,男生颜值高很多,3,7,4
2,540.0,592.0,5,4,高,男生颜值高很多,4,7,3
2,580.0,592.0,5,5,很,男生颜值高很多,5,7,4
2,620.0,592.0,5,6,多,男生颜值高很多,6,7,4
2,660.0,592.0,5,7,，,，,-1,1,0
2,700.0,592.0,5,8,长,长相一般的男生都是怎么找到的啊,0,15,9
2,740.0,592.0,5,9,相,长相一般的男生都是怎么找到的啊,1,15,9
2,780.0,592.0,5,10,一,长相一般的男生都是怎么找到的啊,2,15,9
2,820.0,592.0,5,11,般,长相一般的男生都是怎么找到的啊,3,15,9
2,860.0,592.0,5,12,的,长相一般的男生都是怎么找到的啊,4,15,7
2,900.0,592.0,5,13,男,长相一般的男生都是怎么找到的啊,5,15,6
2,940.0,592.0,5,14,生,长相一般的男生都是怎么找到的啊,6,15,6
2,980.0,592.0,5,15,都,长相一般的男生都是怎么找到的啊,7,15,6
2,1020.0,592.0,5,16,是,长相一般的男生都是怎么找到的啊,8,15,6
2,1060.0,592.0,5,17,怎,长相一般的男生都是怎么找到的啊,9,15,8
2,1100.0,592.0,5,18,么,长相一般的男生都是怎么找到的啊,10,15,8
2,1140.0,592.0,5,19,找,长相一般的男生都是怎么找到的啊,11,15,8
2,1180.0,592.0,5,20,到,长相一般的男生都是怎么找到的啊,12,15,8
2,1220.0,592.0,5,21,的,长相一般的男生都是怎么找到的啊,13,15,3
2,1260.0,592.0,5,22,啊,长相一般的男生都是怎么找到的啊,14,15,2
2,1300.0,592.0,5,23,。,。,-1,1,0
