para_id,x,y,row,col,word,depth
13,380.0,272.0,0,0,【,2
13,420.0,272.0,0,1,加,5
13,460.0,272.0,0,2,拿,5
13,500.0,272.0,0,3,大,5
13,540.0,272.0,0,4,不,5
13,580.0,272.0,0,5,列,5
13,620.0,272.0,0,6,颠,5
13,660.0,272.0,0,7,哥,5
13,700.0,272.0,0,8,伦,5
13,740.0,272.0,0,9,比,5
13,780.0,272.0,0,10,亚,5
13,820.0,272.0,0,11,省,5
13,860.0,272.0,0,12,41,6
13,900.0,272.0,0,13,地,6
13,940.0,272.0,0,14,发,4
13,980.0,272.0,0,15,布,4
13,1020.0,272.0,0,16,空,5
13,1060.0,272.0,0,17,气,5
13,1100.0,272.0,0,18,质,5
13,1140.0,272.0,0,19,量,5
13,1180.0,272.0,0,20,警,5
13,1220.0,272.0,0,21,报,5
13,1260.0,272.0,0,22,】,2
13,380.0,336.0,1,0,  ,0
13,420.0,336.0,1,1,  ,0
13,460.0,336.0,1,2,当,5
13,500.0,336.0,1,3,地,5
13,540.0,336.0,1,4,时,5
13,580.0,336.0,1,5,间,5
13,620.0,336.0,1,6,20,5
13,660.0,336.0,1,7,日,5
13,700.0,336.0,1,8,，,3
13,740.0,336.0,1,9,根,4
13,780.0,336.0,1,10,据,4
13,820.0,336.0,1,11,加,8
13,860.0,336.0,1,12,拿,8
13,900.0,336.0,1,13,大,8
13,940.0,336.0,1,14,环,8
13,980.0,336.0,1,15,境,8
13,1020.0,336.0,1,16,部,8
13,1060.0,336.0,1,17,的,6
13,1100.0,336.0,1,18,公,6
13,1140.0,336.0,1,19,告,6
13,1180.0,336.0,1,20,，,3
13,1220.0,336.0,1,21,受,5
13,1260.0,336.0,1,22,林,7
13,1300.0,336.0,1,23,火,7
13,1340.0,336.0,1,24,烟,7
13,1380.0,336.0,1,25,雾,7
13,1420.0,336.0,1,26,影,6
13,1460.0,336.0,1,27,响,6
13,1500.0,336.0,1,28,，,3
13,1540.0,336.0,1,29,不,5
13,380.0,400.0,2,0,列,5
13,420.0,400.0,2,1,颠,5
13,460.0,400.0,2,2,哥,5
13,500.0,400.0,2,3,伦,5
13,540.0,400.0,2,4,比,5
13,580.0,400.0,2,5,亚,5
13,620.0,400.0,2,6,省,5
13,660.0,400.0,2,7,41,5
13,700.0,400.0,2,8,个,6
13,740.0,400.0,2,9,地,5
13,780.0,400.0,2,10,区,5
13,820.0,400.0,2,11,发,4
13,860.0,400.0,2,12,布,4
13,900.0,400.0,2,13,空,5
13,940.0,400.0,2,14,气,5
13,980.0,400.0,2,15,质,5
13,1020.0,400.0,2,16,量,5
13,1060.0,400.0,2,17,警,5
13,1100.0,400.0,2,18,报,5
13,1140.0,400.0,2,19,。,2
13,1180.0,400.0,2,20,空,8
13,1220.0,400.0,2,21,气,8
13,1260.0,400.0,2,22,质,8
13,1300.0,400.0,2,23,量,8
13,1340.0,400.0,2,24,恶,8
13,1380.0,400.0,2,25,劣,8
13,1420.0,400.0,2,26,的,6
13,1460.0,400.0,2,27,地,5
13,1500.0,400.0,2,28,区,5
13,1540.0,400.0,2,29,主,5
13,380.0,464.0,3,0,要,5
13,420.0,464.0,3,1,在,5
13,460.0,464.0,3,2,不,7
13,500.0,464.0,3,3,列,7
13,540.0,464.0,3,4,颠,7
13,580.0,464.0,3,5,哥,7
13,620.0,464.0,3,6,伦,7
13,660.0,464.0,3,7,比,7
13,700.0,464.0,3,8,亚,7
13,740.0,464.0,3,9,省,7
13,780.0,464.0,3,10,中,7
13,820.0,464.0,3,11,部,7
13,860.0,464.0,3,12,和,7
13,900.0,464.0,3,13,南,7
13,940.0,464.0,3,14,部,7
13,980.0,464.0,3,15,，,2
13,1020.0,464.0,3,16,加,5
13,1060.0,464.0,3,17,拿,5
13,1100.0,464.0,3,18,大,5
13,1140.0,464.0,3,19,环,5
13,1180.0,464.0,3,20,境,5
13,1220.0,464.0,3,21,部,5
13,1260.0,464.0,3,22,建,4
13,1300.0,464.0,3,23,议,4
13,1340.0,464.0,3,24,全,7
13,1380.0,464.0,3,25,省,7
13,1420.0,464.0,3,26,居,6
13,1460.0,464.0,3,27,民,6
13,1500.0,464.0,3,28,注,6
13,1540.0,464.0,3,29,意,6
13,380.0,528.0,4,0,相,8
13,420.0,528.0,4,1,关,8
13,460.0,528.0,4,2,影,8
13,500.0,528.0,4,3,响,8
13,540.0,528.0,4,4,。,2
13,580.0,528.0,4,5,根,4
13,620.0,528.0,4,6,据,4
13,660.0,528.0,4,7,警,5
13,700.0,528.0,4,8,报,5
13,740.0,528.0,4,9,，,3
13,780.0,528.0,4,10,奥,6
13,820.0,528.0,4,11,肯,6
13,860.0,528.0,4,12,娜,6
13,900.0,528.0,4,13,根,6
13,940.0,528.0,4,14,谷,6
13,980.0,528.0,4,15,、,5
13,1020.0,528.0,4,16,阳,6
13,1060.0,528.0,4,17,光,6
13,1100.0,528.0,4,18,海,6
13,1140.0,528.0,4,19,岸,6
13,1180.0,528.0,4,20,、,5
13,1220.0,528.0,4,21,大,8
13,1260.0,528.0,4,22,温,8
13,1300.0,528.0,4,23,哥,8
13,1340.0,528.0,4,24,华,8
13,1380.0,528.0,4,25,地,7
13,1420.0,528.0,4,26,区,7
13,1460.0,528.0,4,27,、,5
13,1500.0,528.0,4,28,弗,6
13,1540.0,528.0,4,29,雷,6
13,380.0,592.0,5,0,泽,6
13,420.0,592.0,5,1,河,6
13,460.0,592.0,5,2,谷,6
13,500.0,592.0,5,3,等,5
13,540.0,592.0,5,4,地,5
13,580.0,592.0,5,5,区,5
13,620.0,592.0,5,6,目,4
13,660.0,592.0,5,7,前,4
13,700.0,592.0,5,8,天,4
13,740.0,592.0,5,9,空,4
13,780.0,592.0,5,10,烟,5
13,820.0,592.0,5,11,雾,5
13,860.0,592.0,5,12,弥,5
13,900.0,592.0,5,13,漫,5
13,940.0,592.0,5,14,，,2
13,980.0,592.0,5,15,细,6
13,1020.0,592.0,5,16,颗,6
13,1060.0,592.0,5,17,粒,6
13,1100.0,592.0,5,18,物,6
13,1140.0,592.0,5,19,浓,5
13,1180.0,592.0,5,20,度,5
13,1220.0,592.0,5,21,高,4
13,1260.0,592.0,5,22,。,2
