para_id,x,y,row,col,word,depth
30,380.0,272.0,0,0,【,2
30,420.0,272.0,0,1,父,6
30,460.0,272.0,0,2,母,6
30,500.0,272.0,0,3,的,5
30,540.0,272.0,0,4,职,5
30,580.0,272.0,0,5,业,5
30,620.0,272.0,0,6,对,5
30,660.0,272.0,0,7,小,6
30,700.0,272.0,0,8,孩,6
30,740.0,272.0,0,9,影,5
30,780.0,272.0,0,10,响,5
30,820.0,272.0,0,11,有,3
30,860.0,272.0,0,12,多,4
30,900.0,272.0,0,13,大,4
30,940.0,272.0,0,14,】,2
30,380.0,336.0,1,0,  ,0
30,420.0,336.0,1,1,  ,0
30,460.0,336.0,1,2,我,4
30,500.0,336.0,1,3,女,5
30,540.0,336.0,1,4,儿,5
30,580.0,336.0,1,5,幼,8
30,620.0,336.0,1,6,儿,8
30,660.0,336.0,1,7,园,8
30,700.0,336.0,1,8,的,7
30,740.0,336.0,1,9,时,7
30,780.0,336.0,1,10,候,7
30,820.0,336.0,1,11,，,5
30,860.0,336.0,1,12,上,6
30,900.0,336.0,1,13,午,6
30,940.0,336.0,1,14,和,5
30,980.0,336.0,1,15,小,6
30,1020.0,336.0,1,16,朋,6
30,1060.0,336.0,1,17,友,6
30,1100.0,336.0,1,18,吵,5
30,1140.0,336.0,1,19,了,5
30,1180.0,336.0,1,20,架,6
30,1220.0,336.0,1,21,，,2
30,1260.0,336.0,1,22,下,4
30,1300.0,336.0,1,23,午,4
30,1340.0,336.0,1,24,小,6
30,1380.0,336.0,1,25,朋,6
30,1420.0,336.0,1,26,友,6
30,1460.0,336.0,1,27,的,5
30,1500.0,336.0,1,28,金,5
30,1540.0,336.0,1,29,锁,5
30,380.0,400.0,2,0,不,5
30,420.0,400.0,2,1,见,5
30,460.0,400.0,2,2,了,4
30,500.0,400.0,2,3,，,2
30,540.0,400.0,2,4,老,4
30,580.0,400.0,2,5,师,4
30,620.0,400.0,2,6,问,4
30,660.0,400.0,2,7,她,5
30,700.0,400.0,2,8,是,6
30,740.0,400.0,2,9,不,6
30,780.0,400.0,2,10,是,6
30,820.0,400.0,2,11,她,8
30,860.0,400.0,2,12,拿,8
30,900.0,400.0,2,13,的,6
30,940.0,400.0,2,14,，,2
30,980.0,400.0,2,15,我,5
30,1020.0,400.0,2,16,女,5
30,1060.0,400.0,2,17,儿,5
30,1100.0,400.0,2,18,说,4
30,1140.0,400.0,2,19,没,6
30,1180.0,400.0,2,20,有,6
30,1220.0,400.0,2,21,，,2
30,1260.0,400.0,2,22,老,4
30,1300.0,400.0,2,23,师,4
30,1340.0,400.0,2,24,说,4
30,1380.0,400.0,2,25,你,7
30,1420.0,400.0,2,26,怎,8
30,1460.0,400.0,2,27,么,8
30,1500.0,400.0,2,28,证,8
30,1540.0,400.0,2,29,明,8
30,380.0,464.0,3,0,你,10
30,420.0,464.0,3,1,没,10
30,460.0,464.0,3,2,有,10
30,500.0,464.0,3,3,呢,5
30,540.0,464.0,3,4,，,2
30,580.0,464.0,3,5,女,4
30,620.0,464.0,3,6,儿,4
30,660.0,464.0,3,7,说,4
30,700.0,464.0,3,8,，,4
30,740.0,464.0,3,9,举,7
30,780.0,464.0,3,10,证,7
30,820.0,464.0,3,11,责,7
30,860.0,464.0,3,12,任,7
30,900.0,464.0,3,13,在,7
30,940.0,464.0,3,14,你,8
30,980.0,464.0,3,15,，,5
30,1020.0,464.0,3,16,应,9
30,1060.0,464.0,3,17,该,9
30,1100.0,464.0,3,18,是,10
30,1140.0,464.0,3,19,你,12
30,1180.0,464.0,3,20,来,12
30,1220.0,464.0,3,21,证,13
30,1260.0,464.0,3,22,明,13
30,1300.0,464.0,3,23,我,15
30,1340.0,464.0,3,24,拿,15
30,1380.0,464.0,3,25,了,15
30,1420.0,464.0,3,26,，,7
30,1460.0,464.0,3,27,而,9
30,1500.0,464.0,3,28,不,9
30,1540.0,464.0,3,29,是,9
30,380.0,528.0,4,0,我,10
30,420.0,528.0,4,1,来,10
30,460.0,528.0,4,2,证,11
30,500.0,528.0,4,3,明,11
30,540.0,528.0,4,4,我,13
30,580.0,528.0,4,5,没,14
30,620.0,528.0,4,6,拿,14
30,660.0,528.0,4,7,。,2
30,700.0,528.0,4,8,当,3
30,740.0,528.0,4,9,时,3
30,780.0,528.0,4,10,她,3
30,820.0,528.0,4,11,4,4
30,860.0,528.0,4,12,岁,5
30,900.0,528.0,4,13,。,2
