username,iteration,phase,time,gaze_x,gaze_y,speed,matrix_x,matrix_y
0903-1-ysc,36.0,word,1693717494.207604,68.0,158.0,2.23606797749979,37.0,0.0
0903-1-ysc,36.0,word,1693717494.2503836,98.0,165.0,30.80584360149873,37.0,0.0
0903-1-ysc,36.0,word,1693717494.2819936,218.0,192.0,123.0,37.0,0.0
0903-1-ysc,36.0,word,1693717494.2988987,358.0,223.0,143.39107364128355,37.0,0.0
0903-1-ysc,36.0,word,1693717494.3302102,453.0,245.0,97.51410154434076,37.0,0.0
0903-1-ysc,36.0,word,1693717494.362404,507.0,259.0,55.78530272392541,37.0,0.0
0903-1-ysc,36.0,word,1693717494.3945332,538.0,264.0,31.400636936215164,37.0,0.0
0903-1-ysc,36.0,word,1693717494.426706,552.0,272.0,16.1245154965971,37.0,0.0
0903-1-ysc,36.0,word,1693717494.458813,555.0,283.0,11.40175425099138,37.0,0.0
0903-1-ysc,36.0,word,1693717494.4903178,554.0,289.0,6.082762530298219,37.0,0.0
0903-1-ysc,36.0,word,1693717494.5227804,553.0,291.0,2.23606797749979,37.0,0.0
0903-1-ysc,36.0,word,1693717494.5388055,415.0,535.0,280.3212442894758,37.0,0.0
0903-1-ysc,36.0,word,1693717494.6028254,715.0,366.0,344.32687957811254,37.0,0.0
0903-1-ysc,36.0,word,1693717494.6348703,645.0,473.0,127.8632081562167,37.0,0.0
0903-1-ysc,36.0,word,1693717494.6661692,669.0,428.0,51.0,37.0,0.0
0903-1-ysc,36.0,word,1693717494.69865,686.0,400.0,32.7566787083184,37.0,0.0
0903-1-ysc,36.0,word,1693717494.730235,697.0,380.0,22.825424421026653,37.0,0.0
0903-1-ysc,36.0,word,1693717494.7628877,705.0,364.0,17.88854381999832,37.0,0.0
0903-1-ysc,36.0,word,1693717494.7941551,725.0,348.0,25.612496949731398,37.0,0.0
0903-1-ysc,36.0,word,1693717494.826617,747.0,335.0,25.55386467836128,37.0,0.0
0903-1-ysc,36.0,word,1693717494.8427577,762.0,326.0,17.4928556845359,37.0,0.0
0903-1-ysc,36.0,word,1693717494.8748827,774.0,319.0,13.892443989449804,37.0,0.0
0903-1-ysc,36.0,word,1693717494.9062214,782.0,313.0,10.0,37.0,0.0
0903-1-ysc,36.0,word,1693717494.938148,799.0,308.0,17.72004514666935,37.0,0.0
0903-1-ysc,36.0,word,1693717494.970122,821.0,304.0,22.360679774997894,37.0,0.0
0903-1-ysc,36.0,word,1693717495.0025651,840.0,299.0,19.6468827043885,37.0,0.0
0903-1-ysc,36.0,word,1693717495.0349207,854.0,296.0,14.317821063276352,37.0,0.0
0903-1-ysc,36.0,word,1693717495.0661414,876.0,294.0,22.09072203437452,37.0,0.0
0903-1-ysc,36.0,word,1693717495.098294,972.0,292.0,96.02083107326244,37.0,0.0
0903-1-ysc,36.0,word,1693717495.114298,1072.0,286.0,100.17983829094555,37.0,0.0
0903-1-ysc,36.0,word,1693717495.1464858,1136.0,285.0,64.00781202322104,37.0,0.0
0903-1-ysc,36.0,word,1693717495.1788304,1175.0,287.0,39.05124837953327,37.0,0.0
0903-1-ysc,36.0,word,1693717495.210131,1198.0,287.0,23.0,37.0,0.0
0903-1-ysc,36.0,word,1693717495.2424307,1216.0,286.0,18.027756377319943,37.0,0.0
0903-1-ysc,36.0,word,1693717495.2745843,1240.0,289.0,24.186773244895647,37.0,0.0
0903-1-ysc,36.0,word,1693717495.306005,1257.0,291.0,17.11724276862369,37.0,0.0
0903-1-ysc,36.0,word,1693717495.3382506,1269.0,291.0,12.0,37.0,0.0
0903-1-ysc,36.0,word,1693717495.3705697,1278.0,291.0,9.0,37.0,0.0
0903-1-ysc,36.0,word,1693717495.3860009,1284.0,291.0,6.0,37.0,0.0
0903-1-ysc,36.0,word,1693717495.4189134,1270.0,291.0,14.0,37.0,0.0
0903-1-ysc,36.0,word,1693717495.450001,1257.0,290.0,13.038404810405298,37.0,0.0
0903-1-ysc,36.0,word,1693717495.482271,1250.0,289.0,7.071067811865476,37.0,0.0
0903-1-ysc,36.0,word,1693717495.5143998,1237.0,287.0,13.152946437965904,37.0,0.0
0903-1-ysc,36.0,word,1693717495.5466204,1220.0,286.0,17.029386365926403,37.0,0.0
0903-1-ysc,36.0,word,1693717495.57866,1203.0,285.0,17.029386365926403,37.0,0.0
0903-1-ysc,36.0,word,1693717495.6101887,1189.0,284.0,14.0356688476182,37.0,0.0
0903-1-ysc,36.0,word,1693717495.6422484,1177.0,284.0,12.0,37.0,0.0
0903-1-ysc,36.0,word,1693717495.658188,1168.0,283.0,9.055385138137416,37.0,0.0
0903-1-ysc,36.0,word,1693717495.690188,1164.0,283.0,4.0,37.0,0.0
0903-1-ysc,36.0,word,1693717495.7227595,1174.0,285.0,10.198039027185567,37.0,0.0
0903-1-ysc,36.0,word,1693717495.7545524,1180.0,285.0,6.0,37.0,0.0
0903-1-ysc,36.0,word,1693717495.786059,1183.0,285.0,3.0,37.0,0.0
0903-1-ysc,36.0,word,1693717495.8182118,1190.0,285.0,7.0,37.0,0.0
0903-1-ysc,36.0,word,1693717495.8502116,1199.0,285.0,9.0,37.0,0.0
0903-1-ysc,36.0,word,1693717495.8823645,1209.0,287.0,10.198039027185567,37.0,0.0
0903-1-ysc,36.0,word,1693717495.914673,1214.0,287.0,5.0,37.0,0.0
0903-1-ysc,36.0,word,1693717495.9305568,1204.0,286.0,10.04987562112089,37.0,0.0
0903-1-ysc,36.0,word,1693717495.9627297,1159.0,285.0,45.0111097397076,37.0,0.0
0903-1-ysc,36.0,word,1693717495.9941082,1092.0,285.0,67.0,37.0,0.0
0903-1-ysc,36.0,word,1693717496.0264156,1032.0,292.0,60.40695324215582,37.0,0.0
0903-1-ysc,36.0,word,1693717496.0586376,768.0,457.0,311.3213773578679,37.0,0.0
0903-1-ysc,36.0,word,1693717496.0908272,869.0,510.0,114.06138698087096,37.0,0.0
0903-1-ysc,36.0,word,1693717496.1223965,855.0,453.0,58.69412236331676,37.0,0.0
0903-1-ysc,36.0,word,1693717496.154517,852.0,396.0,57.07889277132134,37.0,0.0
0903-1-ysc,36.0,word,1693717496.1865182,848.0,361.0,35.22782990761707,37.0,0.0
0903-1-ysc,36.0,word,1693717496.202767,845.0,341.0,20.223748416156685,37.0,0.0
0903-1-ysc,36.0,word,1693717496.2344882,818.0,332.0,28.46049894151541,37.0,0.0
0903-1-ysc,36.0,word,1693717496.266009,761.0,343.0,58.05170109479997,37.0,0.0
0903-1-ysc,36.0,word,1693717496.2981782,711.0,353.0,50.99019513592785,37.0,0.0
0903-1-ysc,36.0,word,1693717496.3303597,675.0,358.0,36.345563690772494,37.0,0.0
0903-1-ysc,36.0,word,1693717496.3626273,650.0,360.0,25.079872407968907,37.0,0.0
0903-1-ysc,36.0,word,1693717496.394822,633.0,360.0,17.0,37.0,0.0
0903-1-ysc,36.0,word,1693717496.4262009,604.0,357.0,29.154759474226505,37.0,0.0
0903-1-ysc,36.0,word,1693717496.4582274,578.0,354.0,26.1725046566048,37.0,0.0
0903-1-ysc,36.0,word,1693717496.4744222,559.0,353.0,19.026297590440446,37.0,0.0
0903-1-ysc,36.0,word,1693717496.506559,548.0,351.0,11.180339887498947,37.0,0.0
0903-1-ysc,36.0,word,1693717496.538559,539.0,349.0,9.219544457292889,37.0,0.0
0903-1-ysc,36.0,word,1693717496.5704665,535.0,347.0,4.47213595499958,37.0,0.0
0903-1-ysc,36.0,word,1693717496.6024666,558.0,345.0,23.08679276123039,37.0,0.0
0903-1-ysc,36.0,word,1693717496.634441,571.0,345.0,13.0,37.0,0.0
0903-1-ysc,36.0,word,1693717496.666189,594.0,344.0,23.021728866442675,37.0,0.0
0903-1-ysc,36.0,word,1693717496.6981895,624.0,341.0,30.14962686336267,37.0,0.0
0903-1-ysc,36.0,word,1693717496.7301035,653.0,337.0,29.27456233660889,37.0,0.0
0903-1-ysc,36.0,word,1693717496.746988,676.0,336.0,23.021728866442675,37.0,0.0
0903-1-ysc,36.0,word,1693717496.7783566,691.0,336.0,15.0,37.0,0.0
0903-1-ysc,36.0,word,1693717496.8104415,526.0,434.0,191.9088325221119,37.0,0.0
0903-1-ysc,36.0,word,1693717496.8427198,807.0,451.0,281.51376520518494,37.0,0.0
