original_index,username,iteration,phase,time,gaze_x,gaze_y,speed,matrix_x,matrix_y,density
0,0905-6-jc,21.0,word,1693901047.8647065,290.99999999999983,158.99999999999994,1.4142135623730951,22.0,0.0,9
1,0905-6-jc,21.0,word,1693901047.8877072,288.99999999999994,159.99999999999991,2.23606797749979,22.0,0.0,9
2,0905-6-jc,21.0,word,1693901047.919716,287.9999999999999,159.99999999999994,1.0,22.0,0.0,9
3,0905-6-jc,21.0,word,1693901047.9517636,286.00000000000006,160.00000000000003,2.0,22.0,0.0,9
4,0905-6-jc,21.0,word,1693901047.967766,284.9999999999999,159.99999999999997,1.0,22.0,0.0,9
5,0905-6-jc,21.0,word,1693901047.999881,284.0,161.0,1.4142135623730951,22.0,0.0,9
6,0905-6-jc,21.0,word,1693901048.03214,283.00000000000006,160.99999999999997,1.0,22.0,0.0,9
7,0905-6-jc,21.0,word,1693901048.0642853,286.99999999999994,161.99999999999997,4.123105625617661,22.0,0.0,9
8,0905-6-jc,21.0,word,1693901048.0955372,299.0,167.00000000000006,13.0,22.0,0.0,10
9,0905-6-jc,21.0,word,1693901048.1284268,312.0,174.99999999999997,15.264337522473747,22.0,0.0,11
10,0905-6-jc,21.0,word,1693901048.1597342,327.9999999999999,182.99999999999994,17.88854381999832,22.0,0.0,4
11,0905-6-jc,21.0,word,1693901048.191682,343.0,189.99999999999997,16.55294535724685,22.0,0.0,4
12,0905-6-jc,21.0,word,1693901048.2236826,355.9999999999999,196.0,14.317821063276352,22.0,0.0,3
13,0905-6-jc,21.0,word,1693901048.2396836,376.0,208.0,23.323807579381203,22.0,0.0,3
14,0905-6-jc,21.0,word,1693901048.2719986,398.00000000000006,220.99999999999994,25.55386467836128,22.0,0.0,3
15,0905-6-jc,21.0,word,1693901048.3040285,412.9999999999999,229.99999999999991,17.4928556845359,22.0,0.0,5
16,0905-6-jc,21.0,word,1693901048.336026,424.99999999999994,237.99999999999994,14.422205101855956,22.0,0.0,8
17,0905-6-jc,21.0,word,1693901048.3679996,433.9999999999999,244.0,10.816653826391969,22.0,0.0,11
18,0905-6-jc,21.0,word,1693901048.4001093,440.00000000000006,248.0,7.211102550927978,22.0,0.0,14
19,0905-6-jc,21.0,word,1693901048.4320283,445.0,250.99999999999997,5.830951894845301,22.0,0.0,15
20,0905-6-jc,21.0,word,1693901048.464009,448.99999999999994,252.99999999999991,4.47213595499958,22.0,0.0,16
21,0905-6-jc,21.0,word,1693901048.4959998,463.0,252.99999999999997,14.0,22.0,0.0,16
22,0905-6-jc,21.0,word,1693901048.51203,476.99999999999994,251.99999999999997,14.0356688476182,22.0,0.0,15
23,0905-6-jc,21.0,word,1693901048.544023,488.0,250.99999999999991,11.04536101718726,22.0,0.0,11
24,0905-6-jc,21.0,word,1693901048.5759995,495.9999999999999,250.99999999999997,8.0,22.0,0.0,9
25,0905-6-jc,21.0,word,1693901048.6079986,489.9999999999999,245.99999999999994,7.810249675906654,22.0,0.0,11
26,0905-6-jc,21.0,word,1693901048.6401184,486.0,241.99999999999997,5.656854249492381,22.0,0.0,18
27,0905-6-jc,21.0,word,1693901048.6719997,481.99999999999994,239.0,5.0,22.0,0.0,20
28,0905-6-jc,21.0,word,1693901048.7042942,478.00000000000006,235.99999999999991,5.0,22.0,0.0,21
29,0905-6-jc,21.0,word,1693901048.7362893,474.0,231.99999999999994,5.656854249492381,22.0,0.0,21
30,0905-6-jc,21.0,word,1693901048.7683814,469.0,227.99999999999997,6.4031242374328485,22.0,0.0,22
31,0905-6-jc,21.0,word,1693901048.7844217,464.99999999999983,223.99999999999994,5.656854249492381,22.0,0.0,21
32,0905-6-jc,21.0,word,1693901048.8165078,462.0,219.99999999999994,5.0,22.0,0.0,20
33,0905-6-jc,21.0,word,1693901048.8476875,458.0,216.99999999999994,5.0,22.0,0.0,20
34,0905-6-jc,21.0,word,1693901048.8796165,454.00000000000006,214.00000000000003,5.0,22.0,0.0,16
35,0905-6-jc,21.0,word,1693901048.912078,460.9999999999999,210.99999999999994,7.615773105863909,22.0,0.0,13
36,0905-6-jc,21.0,word,1693901048.9440794,470.99999999999994,208.99999999999994,10.198039027185567,22.0,0.0,14
37,0905-6-jc,21.0,word,1693901048.9763942,478.9999999999999,205.99999999999997,8.54400374531753,22.0,0.0,14
38,0905-6-jc,21.0,word,1693901049.0075333,486.9999999999999,203.99999999999994,8.246211251235321,22.0,0.0,15
39,0905-6-jc,21.0,word,1693901049.039846,493.9999999999999,202.9999999999999,7.071067811865476,22.0,0.0,14
40,0905-6-jc,21.0,word,1693901049.056049,500.99999999999994,200.99999999999994,7.280109889280518,22.0,0.0,5
41,0905-6-jc,21.0,word,1693901049.0881908,520.9999999999998,202.99999999999991,20.09975124224178,22.0,0.0,4
42,0905-6-jc,21.0,word,1693901049.120339,558.9999999999999,207.99999999999997,38.3275357934736,22.0,0.0,2
43,0905-6-jc,21.0,word,1693901049.1525075,594.9999999999999,212.99999999999991,36.345563690772494,22.0,0.0,8
44,0905-6-jc,21.0,word,1693901049.1845057,623.9999999999999,217.0,29.27456233660889,22.0,0.0,31
45,0905-6-jc,21.0,word,1693901049.2158933,646.0,220.99999999999997,22.360679774997894,22.0,0.0,68
46,0905-6-jc,21.0,word,1693901049.2478068,662.9999999999998,224.99999999999997,17.46424919657298,22.0,0.0,74
47,0905-6-jc,21.0,word,1693901049.2801142,674.0,227.99999999999997,11.40175425099138,22.0,0.0,62
48,0905-6-jc,21.0,word,1693901049.3121216,680.9999999999999,229.99999999999997,7.280109889280518,22.0,0.0,57
49,0905-6-jc,21.0,word,1693901049.3281047,686.9999999999999,231.99999999999994,6.324555320336759,22.0,0.0,53
50,0905-6-jc,21.0,word,1693901049.3601024,670.9999999999997,235.99999999999994,16.492422502470642,22.0,0.0,73
51,0905-6-jc,21.0,word,1693901049.3921022,656.0,237.9999999999999,15.132745950421556,22.0,0.0,73
52,0905-6-jc,21.0,word,1693901049.424103,637.9999999999998,240.9999999999999,18.24828759089466,22.0,0.0,68
53,0905-6-jc,21.0,word,1693901049.4563563,615.9999999999998,243.99999999999997,22.20360331117452,22.0,0.0,40
54,0905-6-jc,21.0,word,1693901049.4875836,592.9999999999999,247.99999999999997,23.345235059857504,22.0,0.0,17
55,0905-6-jc,21.0,word,1693901049.5196662,572.0,251.9999999999999,21.37755832643195,22.0,0.0,10
56,0905-6-jc,21.0,word,1693901049.5515926,556.0,254.00000000000003,16.1245154965971,22.0,0.0,9
57,0905-6-jc,21.0,word,1693901049.5835955,572.0,251.9999999999999,16.1245154965971,22.0,0.0,10
58,0905-6-jc,21.0,word,1693901049.5997367,582.9999999999999,250.99999999999994,11.04536101718726,22.0,0.0,14
59,0905-6-jc,21.0,word,1693901049.6320565,589.9999999999999,250.99999999999997,7.0,22.0,0.0,16
60,0905-6-jc,21.0,word,1693901049.6641538,599.9999999999999,249.99999999999986,10.04987562112089,22.0,0.0,29
61,0905-6-jc,21.0,word,1693901049.6955998,613.9999999999998,248.00000000000006,14.142135623730953,22.0,0.0,39
62,0905-6-jc,21.0,word,1693901049.7276003,628.0,247.0,14.0356688476182,22.0,0.0,55
63,0905-6-jc,21.0,word,1693901049.7595994,630.9999999999997,247.99999999999997,3.1622776601683795,22.0,0.0,63
64,0905-6-jc,21.0,word,1693901049.7919147,633.0,248.99999999999997,2.23606797749979,22.0,0.0,66
65,0905-6-jc,21.0,word,1693901049.8239148,633.9999999999998,248.99999999999997,1.0,22.0,0.0,67
66,0905-6-jc,21.0,word,1693901049.8560596,635.0,250.0,1.4142135623730951,22.0,0.0,67
67,0905-6-jc,21.0,word,1693901049.872244,636.0,249.99999999999997,1.0,22.0,0.0,67
68,0905-6-jc,21.0,word,1693901049.9042132,636.9999999999999,250.99999999999994,1.4142135623730951,22.0,0.0,67
69,0905-6-jc,21.0,word,1693901049.93637,636.9999999999999,250.99999999999994,0.0,22.0,0.0,67
70,0905-6-jc,21.0,word,1693901049.9682891,638.0,250.99999999999997,1.0,22.0,0.0,67
71,0905-6-jc,21.0,word,1693901050.0004275,638.0,250.99999999999997,0.0,22.0,0.0,67
72,0905-6-jc,21.0,word,1693901050.0317366,638.9999999999999,251.99999999999991,1.4142135623730951,22.0,0.0,69
73,0905-6-jc,21.0,word,1693901050.064325,638.9999999999999,251.99999999999991,0.0,22.0,0.0,69
74,0905-6-jc,21.0,word,1693901050.095615,639.9999999999998,251.99999999999997,1.0,22.0,0.0,68
75,0905-6-jc,21.0,word,1693901050.127769,642.9999999999998,251.0,3.1622776601683795,22.0,0.0,71
76,0905-6-jc,21.0,word,1693901050.1437683,647.9999999999998,249.99999999999986,5.0990195135927845,22.0,0.0,73
