username,iteration,phase,time,gaze_x,gaze_y,speed,matrix_x,matrix_y
0905-8-dcx,27.0,word,1693912715.1041124,838.1376980303875,301.58247598939005,3.1622776601683795,38.0,0.0
0905-8-dcx,27.0,word,1693912715.12914,838.1254066903837,298.55836964935156,3.0,38.0,0.0
0905-8-dcx,27.0,word,1693912715.14511,838.1131120157213,295.5334428649108,3.0,38.0,0.0
0905-8-dcx,27.0,word,1693912715.1772246,838.1049137126884,293.5163690412767,2.0,38.0,0.0
0905-8-dcx,27.0,word,1693912715.2085178,837.1787964469964,292.47753655357985,1.4142135623730951,38.0,0.0
0905-8-dcx,27.0,word,1693912715.2407205,837.1705124058689,290.4598851303426,2.0,38.0,0.0
0905-8-dcx,27.0,word,1693912715.272995,836.2442018502443,289.42071761322126,1.4142135623730951,38.0,0.0
0905-8-dcx,27.0,word,1693912715.3043673,836.2400171245018,288.41164861899625,1.0,38.0,0.0
0905-8-dcx,27.0,word,1693912715.3365326,831.6285912574773,288.26053606094825,5.0,38.0,0.0
0905-8-dcx,27.0,word,1693912715.3685174,799.342713680427,289.2214281093053,35.05709628591621,38.0,0.0
0905-8-dcx,27.0,word,1693912715.400885,742.0846449738027,290.37702392640153,62.07253821135398,38.0,0.0
0905-8-dcx,27.0,word,1693912715.4168987,689.3641277468165,290.6745874742537,57.0350769263968,38.0,0.0
0905-8-dcx,27.0,word,1693912715.4489226,651.4045454825686,291.4566520288013,41.04875150354759,38.0,0.0
0905-8-dcx,27.0,word,1693912715.4812725,624.5140351345617,290.57908046880755,29.0,38.0,0.0
0905-8-dcx,27.0,word,1693912715.5125077,605.9271387363641,287.9491351572097,20.09975124224178,38.0,0.0
0905-8-dcx,27.0,word,1693912715.544907,595.7151988030685,287.61556421124436,11.0,38.0,0.0
0905-8-dcx,27.0,word,1693912715.5769272,586.4134130836441,286.2996142972385,10.04987562112089,38.0,0.0
0905-8-dcx,27.0,word,1693912715.609229,580.8243973366647,285.1046832290441,6.082762530298219,38.0,0.0
0905-8-dcx,27.0,word,1693912715.6412628,576.1791343089864,284.9528081719881,5.0,38.0,0.0
0905-8-dcx,27.0,word,1693912715.6724217,574.3047598230862,283.8790539057921,2.23606797749979,38.0,0.0
0905-8-dcx,27.0,word,1693912715.6893077,571.500797156695,282.7747320564669,3.1622776601683795,38.0,0.0
0905-8-dcx,27.0,word,1693912715.7210257,570.5714563344957,282.7443199117755,1.0,38.0,0.0
0905-8-dcx,27.0,word,1693912715.753192,571.500797156695,282.7747320564669,1.0,38.0,0.0
0905-8-dcx,27.0,word,1693912715.7846303,571.500797156695,282.7747320564669,0.0,38.0,0.0
0905-8-dcx,27.0,word,1693912715.8172202,571.5170171779092,283.78786819164213,1.0,38.0,0.0
0905-8-dcx,27.0,word,1693912715.8485782,570.5877187714484,283.7574712900493,1.0,38.0,0.0
0905-8-dcx,27.0,word,1693912715.8809924,570.5877187714484,283.7574712900493,0.0,38.0,0.0
0905-8-dcx,27.0,word,1693912715.9131832,570.5877187714484,283.7574712900493,0.0,38.0,0.0
0905-8-dcx,27.0,word,1693912715.9443376,573.3755377026844,283.8486594994794,3.0,38.0,0.0
0905-8-dcx,27.0,word,1693912715.9604695,580.8243973366647,285.1046832290441,8.06225774829855,38.0,0.0
0905-8-dcx,27.0,word,1693912715.9925263,599.3990965056025,285.7119757503227,20.0,38.0,0.0
0905-8-dcx,27.0,word,1693912716.024526,643.8981877363402,284.1322775104416,48.0936586256442,38.0,0.0
0905-8-dcx,27.0,word,1693912716.056801,696.6866993507637,282.8274989842581,57.07889277132134,38.0,0.0
0905-8-dcx,27.0,word,1693912716.0892787,738.317116333703,282.1710727190826,45.044422518220834,38.0,0.0
0905-8-dcx,27.0,word,1693912716.120438,766.9732556515288,282.10106269443037,31.016124838541646,38.0,0.0
0905-8-dcx,27.0,word,1693912716.1526778,785.4667604325915,284.72819966862994,20.09975124224178,38.0,0.0
0905-8-dcx,27.0,word,1693912716.1847756,797.4726077776487,285.1219793567919,13.0,38.0,0.0
0905-8-dcx,27.0,word,1693912716.2168164,827.0027265927595,285.081194265078,32.01562118716424,38.0,0.0
0905-8-dcx,27.0,word,1693912716.2327173,863.880709652324,284.27344538291237,40.049968789001575,38.0,0.0
0905-8-dcx,27.0,word,1693912716.2647157,892.4439152803805,287.228575476518,31.064449134018133,38.0,0.0
0905-8-dcx,27.0,word,1693912716.297009,910.8576350460999,290.8568053763043,20.223748416156685,38.0,0.0
0905-8-dcx,27.0,word,1693912716.329161,922.8185133859207,293.2639438312318,13.152946437965904,38.0,0.0
0905-8-dcx,27.0,word,1693912716.3603532,931.0953113825011,295.54950035184936,9.219544457292889,38.0,0.0
0905-8-dcx,27.0,word,1693912716.3923728,936.612047157002,294.72278803147987,6.082762530298219,38.0,0.0
0905-8-dcx,27.0,word,1693912716.4248147,940.2898208445994,293.8359428403719,4.123105625617661,38.0,0.0
0905-8-dcx,27.0,word,1693912716.456766,952.2386682586549,294.22714017333453,13.0,38.0,0.0
0905-8-dcx,27.0,word,1693912716.4890432,1016.498105696413,298.34298446466556,70.02856560004639,38.0,0.0
0905-8-dcx,27.0,word,1693912716.5049374,1098.9253063669296,303.04835036181703,90.0222194794152,38.0,0.0
0905-8-dcx,27.0,word,1693912716.5365577,1157.423390138651,304.96005032081604,64.0,38.0,0.0
0905-8-dcx,27.0,word,1693912716.5686967,1195.745587907013,307.21543512791084,42.01190307520001,38.0,0.0
0905-8-dcx,27.0,word,1693912716.600874,1217.6692482765993,304.92319527942203,24.186773244895647,38.0,0.0
0905-8-dcx,27.0,word,1693912716.6331902,1230.4575876921206,303.3358429201868,14.142135623730953,38.0,0.0
0905-8-dcx,27.0,word,1693912716.6644516,1238.6872689622496,301.59950752820225,9.219544457292889,38.0,0.0
0905-8-dcx,27.0,word,1693912716.696446,1245.065644918795,301.80852155873833,7.0,38.0,0.0
0905-8-dcx,27.0,word,1693912716.728686,1237.7898688268078,300.56706633817805,8.06225774829855,38.0,0.0
0905-8-dcx,27.0,word,1693912716.7612193,1229.6137917014617,298.292437124055,9.219544457292889,38.0,0.0
0905-8-dcx,27.0,word,1693912716.7772038,1224.1567188217907,297.1098597960012,6.082762530298219,38.0,0.0
0905-8-dcx,27.0,word,1693912716.809178,1221.4210828232806,297.0200520733844,3.0,38.0,0.0
0905-8-dcx,27.0,word,1693912716.8412058,1219.5972018698599,296.9601761999714,2.0,38.0,0.0
0905-8-dcx,27.0,word,1693912716.8724358,1217.7732220101889,296.9002970795821,2.0,38.0,0.0
0905-8-dcx,27.0,word,1693912716.9048047,1216.8611949879958,296.8703563016889,1.0,38.0,0.0
0905-8-dcx,27.0,word,1693912716.937106,1215.037066753864,296.81047231034006,2.0,38.0,0.0
0905-8-dcx,27.0,word,1693912716.9692578,1217.7732220101889,296.9002970795821,3.0,38.0,0.0
0905-8-dcx,27.0,word,1693912717.000362,1235.0832616030036,298.4719118117653,19.026297590440446,38.0,0.0
0905-8-dcx,27.0,word,1693912717.0327225,1265.134332139538,300.46081240136994,33.015148038438355,38.0,0.0
0905-8-dcx,27.0,word,1693912717.0488317,1294.2460415120338,302.417929786019,32.01562118716424,38.0,0.0
0905-8-dcx,27.0,word,1693912717.0808368,1317.875535341799,304.194440602063,26.019223662515376,38.0,0.0
0905-8-dcx,27.0,word,1693912717.1131718,1337.8889903856214,303.84872353246175,22.02271554554524,38.0,0.0
0905-8-dcx,27.0,word,1693912717.144612,1351.5157880911229,304.2954655021107,15.0,38.0,0.0
0905-8-dcx,27.0,word,1693912717.177027,1361.4664161370463,306.62397632052665,11.180339887498947,38.0,0.0
0905-8-dcx,27.0,word,1693912717.209174,1368.7487153149889,305.86151204232107,8.06225774829855,38.0,0.0
0905-8-dcx,27.0,word,1693912717.2410812,1373.3071648515827,305.009875650828,5.0990195135927845,38.0,0.0
0905-8-dcx,27.0,word,1693912717.2723663,1384.2179849354297,304.3666361483678,12.041594578792296,38.0,0.0
0905-8-dcx,27.0,word,1693912717.3044653,1405.9463159304387,307.0804462167686,24.08318915758459,38.0,0.0
0905-8-dcx,27.0,word,1693912717.3204665,1424.0543212093494,308.6739960904809,20.024984394500787,38.0,0.0
0905-8-dcx,27.0,word,1693912717.3526075,1439.456614394304,309.17848662256233,17.0,38.0,0.0
0905-8-dcx,27.0,word,1693912717.3846877,1428.495520619525,312.8189589215589,12.649110640673518,38.0,0.0
0905-8-dcx,27.0,word,1693912717.4171622,1380.3854318642082,314.2468425488239,53.08483775994799,38.0,0.0
0905-8-dcx,27.0,word,1693912717.4485118,1179.176267144275,319.70852002685353,221.3255520720552,38.0,0.0
0905-8-dcx,27.0,word,1693912717.480896,993.48274646418,324.72632965720686,203.2978111047928,38.0,0.0
0905-8-dcx,27.0,word,1693912717.5127854,884.2280334218501,323.20729212897686,119.01680553602505,38.0,0.0
0905-8-dcx,27.0,word,1693912717.5449357,827.1819660323306,324.38389852585686,62.07253821135398,38.0,0.0
0905-8-dcx,27.0,word,1693912717.5771775,799.5648799403167,327.51798418494985,30.265491900843116,38.0,0.0
0905-8-dcx,27.0,word,1693912717.5931633,785.7516194585992,329.0855623659653,15.132745950421556,38.0,0.0
0905-8-dcx,27.0,word,1693912717.624471,802.3351501969795,328.6129137284911,18.027756377319943,38.0,0.0
0905-8-dcx,27.0,word,1693912717.6566095,818.9170140978648,329.1461669442909,18.0,38.0,0.0
0905-8-dcx,27.0,word,1693912717.688859,828.125650667464,329.442305852029,10.0,38.0,0.0
0905-8-dcx,27.0,word,1693912717.720994,833.6496297230036,329.61995051326767,6.0,38.0,0.0
0905-8-dcx,27.0,word,1693912717.7531474,837.32765335371,328.73295164213596,4.123105625617661,38.0,0.0
0905-8-dcx,27.0,word,1693912717.7852974,839.1727068839202,329.79756617063725,2.23606797749979,38.0,0.0
0905-8-dcx,27.0,word,1693912717.8165965,841.0135322213737,329.8567649456839,2.0,38.0,0.0
0905-8-dcx,27.0,word,1693912717.832608,830.8965905018433,331.5418947455971,11.180339887498947,38.0,0.0
0905-8-dcx,27.0,word,1693912717.8648157,780.2536159458269,333.93766006100714,55.14526271584895,38.0,0.0
0905-8-dcx,27.0,word,1693912717.8971694,711.0977438621626,336.751545450996,75.16648189186454,38.0,0.0
0905-8-dcx,27.0,word,1693912717.9286027,656.5939203060789,337.02133106133005,59.033888572581766,38.0,0.0
0905-8-dcx,27.0,word,1693912717.96076,619.6068992936495,337.8534076085764,40.049968789001575,38.0,0.0
0905-8-dcx,27.0,word,1693912717.992988,597.3955222095881,338.1514540830059,24.020824298928627,38.0,0.0
0905-8-dcx,27.0,word,1693912718.0251043,558.49962614825,338.9255122363788,42.04759208325728,38.0,0.0
0905-8-dcx,27.0,word,1693912718.0563743,523.2976017387393,340.8272453302389,38.11823710509184,38.0,0.0
0905-8-dcx,27.0,word,1693912718.0885308,498.2081316696071,339.0198105122247,27.018512172212592,38.0,0.0
0905-8-dcx,27.0,word,1693912718.1208296,481.4837896392337,338.486940961887,18.0,38.0,0.0
0905-8-dcx,27.0,word,1693912718.136868,472.23034096920765,340.20960484432106,10.198039027185567,38.0,0.0
0905-8-dcx,27.0,word,1693912718.1694107,465.7230236292576,340.0024622738856,7.0,38.0,0.0
0905-8-dcx,27.0,word,1693912718.2004511,478.7160073182977,339.4074516012126,14.0356688476182,38.0,0.0
0905-8-dcx,27.0,word,1693912718.232654,494.4923221089958,338.9014177069289,17.029386365926403,38.0,0.0
0905-8-dcx,27.0,word,1693912718.264941,503.76181948642255,338.1883447711761,10.04987562112089,38.0,0.0
