tokens,text_unit_component,row,split,row_position,start_dist,end_dist,backward,forward,anterior_passage
    ,"[[0, 1]]",[0],0,passage_start,0,14,"[""<SOR>""]","[""\u4e00\u4e2a\u5e7d\u7075"", ""\uff0c"", ""\u5171\u4ea7\u4e3b\u4e49""]","""<SOP>"""
一个幽灵,"[[2, 3, 4, 5]]",[0],0,middle,1,13,"[""<SOR>"", ""    ""]","[""\uff0c"", ""\u5171\u4ea7\u4e3b\u4e49"", ""\u7684""]","""<SOP>    """
，,[[6]],[0],0,middle,2,12,"[""<SOR>"", ""    "", ""\u4e00\u4e2a\u5e7d\u7075""]","[""\u5171\u4ea7\u4e3b\u4e49"", ""\u7684"", ""\u5e7d\u7075""]","""<SOP>    \u4e00\u4e2a\u5e7d\u7075"""
共产主义,"[[7, 8, 9, 10]]",[0],0,middle,3,11,"[""    "", ""\u4e00\u4e2a\u5e7d\u7075"", ""\uff0c""]","[""\u7684"", ""\u5e7d\u7075"", ""\uff0c""]","""\u4e00\u4e2a\u5e7d\u7075\uff0c"""
的,[[11]],[0],0,middle,4,10,"[""\u4e00\u4e2a\u5e7d\u7075"", ""\uff0c"", ""\u5171\u4ea7\u4e3b\u4e49""]","[""\u5e7d\u7075"", ""\uff0c"", ""\u5728\u6b27\u6d32""]","""\u4e00\u4e2a\u5e7d\u7075\uff0c\u5171\u4ea7\u4e3b\u4e49"""
幽灵,"[[12, 13]]",[0],0,middle,5,9,"[""\uff0c"", ""\u5171\u4ea7\u4e3b\u4e49"", ""\u7684""]","[""\uff0c"", ""\u5728\u6b27\u6d32"", ""\u6e38\u8361""]","""\u4e00\u4e2a\u5e7d\u7075\uff0c\u5171\u4ea7\u4e3b\u4e49\u7684"""
，,[[14]],[0],0,middle,6,8,"[""\u5171\u4ea7\u4e3b\u4e49"", ""\u7684"", ""\u5e7d\u7075""]","[""\u5728\u6b27\u6d32"", ""\u6e38\u8361"", ""\u3002""]","""\u4e00\u4e2a\u5e7d\u7075\uff0c\u5171\u4ea7\u4e3b\u4e49\u7684\u5e7d\u7075"""
在欧洲,"[[15, 16, 17]]",[0],0,middle,7,7,"[""\u7684"", ""\u5e7d\u7075"", ""\uff0c""]","[""\u6e38\u8361"", ""\u3002"", ""\u4e3a\u4e86""]","""\u5171\u4ea7\u4e3b\u4e49\u7684\u5e7d\u7075\uff0c"""
游荡,"[[18, 19]]",[0],0,middle,8,6,"[""\u5e7d\u7075"", ""\uff0c"", ""\u5728\u6b27\u6d32""]","[""\u3002"", ""\u4e3a\u4e86"", ""\u5bf9""]","""\u5171\u4ea7\u4e3b\u4e49\u7684\u5e7d\u7075\uff0c\u5728\u6b27\u6d32"""
。,[[20]],[0],0,middle,9,5,"[""\uff0c"", ""\u5728\u6b27\u6d32"", ""\u6e38\u8361""]","[""\u4e3a\u4e86"", ""\u5bf9"", ""\u8fd9\u4e2a""]","""\u5171\u4ea7\u4e3b\u4e49\u7684\u5e7d\u7075\uff0c\u5728\u6b27\u6d32\u6e38\u8361"""
