tokens,text_unit_component,row,split,row_position,start_dist,end_dist,backward,forward,anterior_passage
    ,"[[0, 1]]",[0],0,passage_start,0,16,"[""<SOR>""]","[""\u4eca\u5929"", ""\u8ba4\u8bc6\u4e86"", ""\u76f4\u7cfb""]","""<SOP>"""
今天,"[[2, 3]]",[0],0,middle,1,15,"[""<SOR>"", ""    ""]","[""\u8ba4\u8bc6\u4e86"", ""\u76f4\u7cfb"", ""\u5b66\u59d0""]","""<SOP>    """
认识了,"[[4, 5, 6]]",[0],0,middle,2,14,"[""<SOR>"", ""    "", ""\u4eca\u5929""]","[""\u76f4\u7cfb"", ""\u5b66\u59d0"", ""\u7684""]","""<SOP>    \u4eca\u5929"""
直系,"[[7, 8]]",[0],0,middle,3,13,"[""    "", ""\u4eca\u5929"", ""\u8ba4\u8bc6\u4e86""]","[""\u5b66\u59d0"", ""\u7684"", ""\u670b\u53cb""]","""<SOP>    \u4eca\u5929\u8ba4\u8bc6\u4e86"""
学姐,"[[9, 10]]",[0],0,middle,4,12,"[""\u4eca\u5929"", ""\u8ba4\u8bc6\u4e86"", ""\u76f4\u7cfb""]","[""\u7684"", ""\u670b\u53cb"", ""\uff0c""]","""<SOP>    \u4eca\u5929\u8ba4\u8bc6\u4e86\u76f4\u7cfb"""
的,[[11]],[0],0,middle,5,11,"[""\u8ba4\u8bc6\u4e86"", ""\u76f4\u7cfb"", ""\u5b66\u59d0""]","[""\u670b\u53cb"", ""\uff0c"", ""\u5f53\u65f6""]","""<SOP>    \u4eca\u5929\u8ba4\u8bc6\u4e86\u76f4\u7cfb\u5b66\u59d0"""
朋友,"[[12, 13]]",[0],0,middle,6,10,"[""\u76f4\u7cfb"", ""\u5b66\u59d0"", ""\u7684""]","[""\uff0c"", ""\u5f53\u65f6"", ""21\u5e74""]","""<SOP>    \u4eca\u5929\u8ba4\u8bc6\u4e86\u76f4\u7cfb\u5b66\u59d0\u7684"""
，,[[14]],[0],0,middle,7,9,"[""\u5b66\u59d0"", ""\u7684"", ""\u670b\u53cb""]","[""\u5f53\u65f6"", ""21\u5e74"", ""\u8fd8\u662f""]","""<SOP>    \u4eca\u5929\u8ba4\u8bc6\u4e86\u76f4\u7cfb\u5b66\u59d0\u7684\u670b\u53cb"""
当时,"[[15, 16]]",[0],0,middle,8,8,"[""\u7684"", ""\u670b\u53cb"", ""\uff0c""]","[""21\u5e74"", ""\u8fd8\u662f"", ""22\u5e74""]","""\u4eca\u5929\u8ba4\u8bc6\u4e86\u76f4\u7cfb\u5b66\u59d0\u7684\u670b\u53cb\uff0c"""
21年,"[[17, 18]]",[0],0,middle,9,7,"[""\u670b\u53cb"", ""\uff0c"", ""\u5f53\u65f6""]","[""\u8fd8\u662f"", ""22\u5e74"", ""\u7684""]","""\u4eca\u5929\u8ba4\u8bc6\u4e86\u76f4\u7cfb\u5b66\u59d0\u7684\u670b\u53cb\uff0c\u5f53\u65f6"""
还是,"[[19, 20]]",[0],0,middle,10,6,"[""\uff0c"", ""\u5f53\u65f6"", ""21\u5e74""]","[""22\u5e74"", ""\u7684"", ""\u65f6\u5019""]","""\u4eca\u5929\u8ba4\u8bc6\u4e86\u76f4\u7cfb\u5b66\u59d0\u7684\u670b\u53cb\uff0c\u5f53\u65f621\u5e74"""
22年,"[[21, 22]]",[0],0,middle,11,5,"[""\u5f53\u65f6"", ""21\u5e74"", ""\u8fd8\u662f""]","[""\u7684"", ""\u65f6\u5019"", ""\uff0c""]","""\u4eca\u5929\u8ba4\u8bc6\u4e86\u76f4\u7cfb\u5b66\u59d0\u7684\u670b\u53cb\uff0c\u5f53\u65f621\u5e74\u8fd8\u662f"""
的,[[23]],[0],0,middle,12,4,"[""21\u5e74"", ""\u8fd8\u662f"", ""22\u5e74""]","[""\u65f6\u5019"", ""\uff0c"", ""\u672c\u79d1""]","""\u4eca\u5929\u8ba4\u8bc6\u4e86\u76f4\u7cfb\u5b66\u59d0\u7684\u670b\u53cb\uff0c\u5f53\u65f621\u5e74\u8fd8\u662f22\u5e74"""
时候,"[[24, 25]]",[0],0,middle,13,3,"[""\u8fd8\u662f"", ""22\u5e74"", ""\u7684""]","[""\uff0c"", ""\u672c\u79d1"", ""\u53bb""]","""\u4eca\u5929\u8ba4\u8bc6\u4e86\u76f4\u7cfb\u5b66\u59d0\u7684\u670b\u53cb\uff0c\u5f53\u65f621\u5e74\u8fd8\u662f22\u5e74\u7684"""
，,[[26]],[0],0,middle,14,2,"[""22\u5e74"", ""\u7684"", ""\u65f6\u5019""]","[""\u672c\u79d1"", ""\u53bb"", ""<EOR>""]","""\u4eca\u5929\u8ba4\u8bc6\u4e86\u76f4\u7cfb\u5b66\u59d0\u7684\u670b\u53cb\uff0c\u5f53\u65f621\u5e74\u8fd8\u662f22\u5e74\u7684\u65f6\u5019"""
本科,"[[27, 28]]",[0],0,middle,15,1,"[""\u7684"", ""\u65f6\u5019"", ""\uff0c""]","[""\u53bb"", ""<EOR>""]","""\u5f53\u65f621\u5e74\u8fd8\u662f22\u5e74\u7684\u65f6\u5019\uff0c"""
去,[[29]],[0],0,row_end,16,0,"[""\u65f6\u5019"", ""\uff0c"", ""\u672c\u79d1""]","[""<EOR>""]","""\u5f53\u65f621\u5e74\u8fd8\u662f22\u5e74\u7684\u65f6\u5019\uff0c\u672c\u79d1"""
了,[[0]],[1],0,row_start,0,17,"[""<SOR>""]","[""\u4e2d\u91d1"", ""\u7684"", ""summer""]","""\u5f53\u65f621\u5e74\u8fd8\u662f22\u5e74\u7684\u65f6\u5019\uff0c\u672c\u79d1\u53bb"""
中金,"[[1, 2]]",[1],0,middle,1,16,"[""<SOR>"", ""\u4e86""]","[""\u7684"", ""summer"", ""\uff0c""]","""\u5f53\u65f621\u5e74\u8fd8\u662f22\u5e74\u7684\u65f6\u5019\uff0c\u672c\u79d1\u53bb\u4e86"""
的,[[3]],[1],0,middle,2,15,"[""<SOR>"", ""\u4e86"", ""\u4e2d\u91d1""]","[""summer"", ""\uff0c"", ""\u5728""]","""\u5f53\u65f621\u5e74\u8fd8\u662f22\u5e74\u7684\u65f6\u5019\uff0c\u672c\u79d1\u53bb\u4e86\u4e2d\u91d1"""
summer,"[[4, 5, 6]]",[1],0,middle,3,14,"[""\u4e86"", ""\u4e2d\u91d1"", ""\u7684""]","[""\uff0c"", ""\u5728"", ""\u884c\u60c5""]","""\u5f53\u65f621\u5e74\u8fd8\u662f22\u5e74\u7684\u65f6\u5019\uff0c\u672c\u79d1\u53bb\u4e86\u4e2d\u91d1\u7684"""
，,[[7]],[1],0,middle,4,13,"[""\u4e2d\u91d1"", ""\u7684"", ""summer""]","[""\u5728"", ""\u884c\u60c5"", ""\u6781\u5dee""]","""\u5f53\u65f621\u5e74\u8fd8\u662f22\u5e74\u7684\u65f6\u5019\uff0c\u672c\u79d1\u53bb\u4e86\u4e2d\u91d1\u7684summer"""
