tokens,text_unit_component,row,split,row_position,start_dist,end_dist,backward,forward,anterior_passage
    ,"[[0, 1]]",[0],0,passage_start,0,16,"[""<SOR>""]","[""\u3010"", ""\u77e5\u4e4e"", ""\uff1a""]","""<SOP>"""
【,[[2]],[0],0,middle,1,15,"[""<SOR>"", ""    ""]","[""\u77e5\u4e4e"", ""\uff1a"", ""\u4f5c\u4e3a""]","""<SOP>    """
知乎,"[[3, 4]]",[0],0,middle,2,14,"[""<SOR>"", ""    "", ""\u3010""]","[""\uff1a"", ""\u4f5c\u4e3a"", ""\u5927\u5b66""]","""<SOP>    \u3010"""
：,[[5]],[0],0,middle,3,13,"[""    "", ""\u3010"", ""\u77e5\u4e4e""]","[""\u4f5c\u4e3a"", ""\u5927\u5b66"", ""\u8001\u5e08""]","""<SOP>    \u3010\u77e5\u4e4e"""
作为,"[[6, 7]]",[0],0,middle,4,12,"[""\u3010"", ""\u77e5\u4e4e"", ""\uff1a""]","[""\u5927\u5b66"", ""\u8001\u5e08"", ""\u4e0e""]","""<SOP>    \u3010\u77e5\u4e4e\uff1a"""
大学,"[[8, 9]]",[0],0,middle,5,11,"[""\u77e5\u4e4e"", ""\uff1a"", ""\u4f5c\u4e3a""]","[""\u8001\u5e08"", ""\u4e0e"", ""\u6559\u6388""]","""<SOP>    \u3010\u77e5\u4e4e\uff1a\u4f5c\u4e3a"""
老师,"[[10, 11]]",[0],0,middle,6,10,"[""\uff1a"", ""\u4f5c\u4e3a"", ""\u5927\u5b66""]","[""\u4e0e"", ""\u6559\u6388"", ""\uff0c""]","""<SOP>    \u3010\u77e5\u4e4e\uff1a\u4f5c\u4e3a\u5927\u5b66"""
与,[[12]],[0],0,middle,7,9,"[""\u4f5c\u4e3a"", ""\u5927\u5b66"", ""\u8001\u5e08""]","[""\u6559\u6388"", ""\uff0c"", ""\u4f60""]","""<SOP>    \u3010\u77e5\u4e4e\uff1a\u4f5c\u4e3a\u5927\u5b66\u8001\u5e08"""
教授,"[[13, 14]]",[0],0,middle,8,8,"[""\u5927\u5b66"", ""\u8001\u5e08"", ""\u4e0e""]","[""\uff0c"", ""\u4f60"", ""\u662f""]","""<SOP>    \u3010\u77e5\u4e4e\uff1a\u4f5c\u4e3a\u5927\u5b66\u8001\u5e08\u4e0e"""
，,[[15]],[0],0,middle,9,7,"[""\u8001\u5e08"", ""\u4e0e"", ""\u6559\u6388""]","[""\u4f60"", ""\u662f"", ""\u600e\u4e48\u770b""]","""<SOP>    \u3010\u77e5\u4e4e\uff1a\u4f5c\u4e3a\u5927\u5b66\u8001\u5e08\u4e0e\u6559\u6388"""
你,[[16]],[0],0,middle,10,6,"[""\u4e0e"", ""\u6559\u6388"", ""\uff0c""]","[""\u662f"", ""\u600e\u4e48\u770b"", ""\u5f20\u96ea\u5cf0""]","""\u3010\u77e5\u4e4e\uff1a\u4f5c\u4e3a\u5927\u5b66\u8001\u5e08\u4e0e\u6559\u6388\uff0c"""
是,[[17]],[0],0,middle,11,5,"[""\u6559\u6388"", ""\uff0c"", ""\u4f60""]","[""\u600e\u4e48\u770b"", ""\u5f20\u96ea\u5cf0"", ""\u7684""]","""\u3010\u77e5\u4e4e\uff1a\u4f5c\u4e3a\u5927\u5b66\u8001\u5e08\u4e0e\u6559\u6388\uff0c\u4f60"""
怎么看,"[[18, 19, 20]]",[0],0,middle,12,4,"[""\uff0c"", ""\u4f60"", ""\u662f""]","[""\u5f20\u96ea\u5cf0"", ""\u7684"", ""\uff1f""]","""\u3010\u77e5\u4e4e\uff1a\u4f5c\u4e3a\u5927\u5b66\u8001\u5e08\u4e0e\u6559\u6388\uff0c\u4f60\u662f"""
张雪峰,"[[21, 22, 23]]",[0],0,middle,13,3,"[""\u4f60"", ""\u662f"", ""\u600e\u4e48\u770b""]","[""\u7684"", ""\uff1f"", ""\u3011""]","""\u3010\u77e5\u4e4e\uff1a\u4f5c\u4e3a\u5927\u5b66\u8001\u5e08\u4e0e\u6559\u6388\uff0c\u4f60\u662f\u600e\u4e48\u770b"""
的,[[24]],[0],0,middle,14,2,"[""\u662f"", ""\u600e\u4e48\u770b"", ""\u5f20\u96ea\u5cf0""]","[""\uff1f"", ""\u3011"", ""<EOR>""]","""\u3010\u77e5\u4e4e\uff1a\u4f5c\u4e3a\u5927\u5b66\u8001\u5e08\u4e0e\u6559\u6388\uff0c\u4f60\u662f\u600e\u4e48\u770b\u5f20\u96ea\u5cf0"""
？,[[25]],[0],0,middle,15,1,"[""\u600e\u4e48\u770b"", ""\u5f20\u96ea\u5cf0"", ""\u7684""]","[""\u3011"", ""<EOR>""]","""\u3010\u77e5\u4e4e\uff1a\u4f5c\u4e3a\u5927\u5b66\u8001\u5e08\u4e0e\u6559\u6388\uff0c\u4f60\u662f\u600e\u4e48\u770b\u5f20\u96ea\u5cf0\u7684"""
】,[[26]],[0],0,row_end,16,0,"[""\u5f20\u96ea\u5cf0"", ""\u7684"", ""\uff1f""]","[""<EOR>""]","""\u4f60\u662f\u600e\u4e48\u770b\u5f20\u96ea\u5cf0\u7684\uff1f"""
    ,"[[0, 1]]",[1],0,row_start,0,18,"[""<SOR>""]","[""\u6211"", ""\u600e\u4e48\u770b"", ""\uff1f""]","""\u4f60\u662f\u600e\u4e48\u770b\u5f20\u96ea\u5cf0\u7684\uff1f\u3011"""
我,[[2]],[1],0,middle,1,17,"[""<SOR>"", ""    ""]","[""\u600e\u4e48\u770b"", ""\uff1f"", ""\u6211""]","""\u3011    """
怎么看,"[[3, 4, 5]]",[1],0,middle,2,16,"[""<SOR>"", ""    "", ""\u6211""]","[""\uff1f"", ""\u6211"", ""\u8dea""]","""\u3011    \u6211"""
？,[[6]],[1],0,middle,3,15,"[""    "", ""\u6211"", ""\u600e\u4e48\u770b""]","[""\u6211"", ""\u8dea"", ""\u7740""]","""\u3011    \u6211\u600e\u4e48\u770b"""
我,[[7]],[1],0,middle,4,14,"[""\u6211"", ""\u600e\u4e48\u770b"", ""\uff1f""]","[""\u8dea"", ""\u7740"", ""\u770b""]","""\u6211\u600e\u4e48\u770b\uff1f"""
跪,[[8]],[1],0,middle,5,13,"[""\u600e\u4e48\u770b"", ""\uff1f"", ""\u6211""]","[""\u7740"", ""\u770b"", ""\u7684""]","""\u6211\u600e\u4e48\u770b\uff1f\u6211"""
着,[[9]],[1],0,middle,6,12,"[""\uff1f"", ""\u6211"", ""\u8dea""]","[""\u770b"", ""\u7684"", ""\u3002""]","""\u6211\u600e\u4e48\u770b\uff1f\u6211\u8dea"""
看,[[10]],[1],0,middle,7,11,"[""\u6211"", ""\u8dea"", ""\u7740""]","[""\u7684"", ""\u3002"", ""\u6211""]","""\u6211\u600e\u4e48\u770b\uff1f\u6211\u8dea\u7740"""
的,[[11]],[1],0,middle,8,10,"[""\u8dea"", ""\u7740"", ""\u770b""]","[""\u3002"", ""\u6211"", ""\u4e3a\u4ec0\u4e48""]","""\u6211\u600e\u4e48\u770b\uff1f\u6211\u8dea\u7740\u770b"""
。,[[12]],[1],0,middle,9,9,"[""\u7740"", ""\u770b"", ""\u7684""]","[""\u6211"", ""\u4e3a\u4ec0\u4e48"", ""\u8fdb""]","""\u6211\u600e\u4e48\u770b\uff1f\u6211\u8dea\u7740\u770b\u7684"""
我,[[13]],[1],0,middle,10,8,"[""\u770b"", ""\u7684"", ""\u3002""]","[""\u4e3a\u4ec0\u4e48"", ""\u8fdb"", ""\u9ad8\u6821""]","""\u6211\u8dea\u7740\u770b\u7684\u3002"""
为什么,"[[14, 15, 16]]",[1],0,middle,11,7,"[""\u7684"", ""\u3002"", ""\u6211""]","[""\u8fdb"", ""\u9ad8\u6821"", ""\u5f53\u8001\u5e08""]","""\u6211\u8dea\u7740\u770b\u7684\u3002\u6211"""
进,[[17]],[1],0,middle,12,6,"[""\u3002"", ""\u6211"", ""\u4e3a\u4ec0\u4e48""]","[""\u9ad8\u6821"", ""\u5f53\u8001\u5e08"", ""\uff0c""]","""\u6211\u8dea\u7740\u770b\u7684\u3002\u6211\u4e3a\u4ec0\u4e48"""
高校,"[[18, 19]]",[1],0,middle,13,5,"[""\u6211"", ""\u4e3a\u4ec0\u4e48"", ""\u8fdb""]","[""\u5f53\u8001\u5e08"", ""\uff0c"", ""\u5c31\u662f""]","""\u6211\u8dea\u7740\u770b\u7684\u3002\u6211\u4e3a\u4ec0\u4e48\u8fdb"""
