tokens,text_unit_component,row,split,row_position,start_dist,end_dist,backward,forward,anterior_passage
【,[[0]],[0],0,passage_start,0,4,"[""<SOR>""]","[""\u5267\u672c"", ""\u6740"", ""\u8bc4\u4ef7""]","""<SOP>"""
剧本,"[[1, 2]]",[0],0,middle,1,3,"[""<SOR>"", ""\u3010""]","[""\u6740"", ""\u8bc4\u4ef7"", ""\u3011""]","""<SOP>\u3010"""
杀,[[3]],[0],0,middle,2,2,"[""<SOR>"", ""\u3010"", ""\u5267\u672c""]","[""\u8bc4\u4ef7"", ""\u3011"", ""<EOR>""]","""<SOP>\u3010\u5267\u672c"""
评价,"[[4, 5]]",[0],0,middle,3,1,"[""\u3010"", ""\u5267\u672c"", ""\u6740""]","[""\u3011"", ""<EOR>""]","""<SOP>\u3010\u5267\u672c\u6740"""
】,[[6]],[0],0,row_end,4,0,"[""\u5267\u672c"", ""\u6740"", ""\u8bc4\u4ef7""]","[""<EOR>""]","""<SOP>\u3010\u5267\u672c\u6740\u8bc4\u4ef7"""
    ,"[[0, 1]]",[1],0,row_start,0,16,"[""<SOR>""]","[""\u73af\u5883"", ""\u6c1b\u56f4"", "":""]","""<SOP>\u3010\u5267\u672c\u6740\u8bc4\u4ef7\u3011"""
环境,"[[2, 3]]",[1],0,middle,1,15,"[""<SOR>"", ""    ""]","[""\u6c1b\u56f4"", "":"", ""\u73af\u5883""]","""<SOP>\u3010\u5267\u672c\u6740\u8bc4\u4ef7\u3011    """
氛围,"[[4, 5]]",[1],0,middle,2,14,"[""<SOR>"", ""    "", ""\u73af\u5883""]","["":"", ""\u73af\u5883"", ""\u5f88\u597d""]","""<SOP>\u3010\u5267\u672c\u6740\u8bc4\u4ef7\u3011    \u73af\u5883"""
:,[[6]],[1],0,middle,3,13,"[""    "", ""\u73af\u5883"", ""\u6c1b\u56f4""]","[""\u73af\u5883"", ""\u5f88\u597d"", ""\uff0c""]","""<SOP>\u3010\u5267\u672c\u6740\u8bc4\u4ef7\u3011    \u73af\u5883\u6c1b\u56f4"""
环境,"[[7, 8]]",[1],0,middle,4,12,"[""\u73af\u5883"", ""\u6c1b\u56f4"", "":""]","[""\u5f88\u597d"", ""\uff0c"", ""\u6709""]","""<SOP>\u3010\u5267\u672c\u6740\u8bc4\u4ef7\u3011    \u73af\u5883\u6c1b\u56f4:"""
很好,"[[9, 10]]",[1],0,middle,5,11,"[""\u6c1b\u56f4"", "":"", ""\u73af\u5883""]","[""\uff0c"", ""\u6709"", ""\u697c\u4e0a\u697c\u4e0b""]","""<SOP>\u3010\u5267\u672c\u6740\u8bc4\u4ef7\u3011    \u73af\u5883\u6c1b\u56f4:\u73af\u5883"""
，,[[11]],[1],0,middle,6,10,"["":"", ""\u73af\u5883"", ""\u5f88\u597d""]","[""\u6709"", ""\u697c\u4e0a\u697c\u4e0b"", ""\uff0c""]","""<SOP>\u3010\u5267\u672c\u6740\u8bc4\u4ef7\u3011    \u73af\u5883\u6c1b\u56f4:\u73af\u5883\u5f88\u597d"""
有,[[12]],[1],0,middle,7,9,"[""\u73af\u5883"", ""\u5f88\u597d"", ""\uff0c""]","[""\u697c\u4e0a\u697c\u4e0b"", ""\uff0c"", ""2\u4e2a""]","""\u73af\u5883\u6c1b\u56f4:\u73af\u5883\u5f88\u597d\uff0c"""
楼上楼下,"[[13, 14, 15, 16]]",[1],0,middle,8,8,"[""\u5f88\u597d"", ""\uff0c"", ""\u6709""]","[""\uff0c"", ""2\u4e2a"", ""\u573a\u5730""]","""\u73af\u5883\u6c1b\u56f4:\u73af\u5883\u5f88\u597d\uff0c\u6709"""
，,[[17]],[1],0,middle,9,7,"[""\uff0c"", ""\u6709"", ""\u697c\u4e0a\u697c\u4e0b""]","[""2\u4e2a"", ""\u573a\u5730"", ""\uff0c""]","""\u73af\u5883\u6c1b\u56f4:\u73af\u5883\u5f88\u597d\uff0c\u6709\u697c\u4e0a\u697c\u4e0b"""
2个,"[[18, 19]]",[1],0,middle,10,6,"[""\u6709"", ""\u697c\u4e0a\u697c\u4e0b"", ""\uff0c""]","[""\u573a\u5730"", ""\uff0c"", ""\u5c4b\u5b50""]","""\u6709\u697c\u4e0a\u697c\u4e0b\uff0c"""
场地,"[[20, 21]]",[1],0,middle,11,5,"[""\u697c\u4e0a\u697c\u4e0b"", ""\uff0c"", ""2\u4e2a""]","[""\uff0c"", ""\u5c4b\u5b50"", ""\u6574\u4f53""]","""\u6709\u697c\u4e0a\u697c\u4e0b\uff0c2\u4e2a"""
，,[[22]],[1],0,middle,12,4,"[""\uff0c"", ""2\u4e2a"", ""\u573a\u5730""]","[""\u5c4b\u5b50"", ""\u6574\u4f53"", ""\u5bbd\u655e""]","""\u6709\u697c\u4e0a\u697c\u4e0b\uff0c2\u4e2a\u573a\u5730"""
