tokens,text_unit_component,row,split,row_position,start_dist,end_dist,backward,forward,anterior_passage
    ,"[[0, 1]]",[0],0,passage_start,0,14,"[""<SOR>""]","[""\u53bb"", ""\u770b"", ""\u5fc3\u7406\u54a8\u8be2\u5e08""]","""<SOP>"""
去,[[2]],[0],0,middle,1,13,"[""<SOR>"", ""    ""]","[""\u770b"", ""\u5fc3\u7406\u54a8\u8be2\u5e08"", ""\u7684""]","""<SOP>    """
看,[[3]],[0],0,middle,2,12,"[""<SOR>"", ""    "", ""\u53bb""]","[""\u5fc3\u7406\u54a8\u8be2\u5e08"", ""\u7684"", ""\u65f6\u5019""]","""<SOP>    \u53bb"""
心理咨询师,"[[4, 5, 6, 7, 8]]",[0],0,middle,3,11,"[""    "", ""\u53bb"", ""\u770b""]","[""\u7684"", ""\u65f6\u5019"", ""\uff0c""]","""<SOP>    \u53bb\u770b"""
的,[[9]],[0],0,middle,4,10,"[""\u53bb"", ""\u770b"", ""\u5fc3\u7406\u54a8\u8be2\u5e08""]","[""\u65f6\u5019"", ""\uff0c"", ""\u662f""]","""<SOP>    \u53bb\u770b\u5fc3\u7406\u54a8\u8be2\u5e08"""
时候,"[[10, 11]]",[0],0,middle,5,9,"[""\u770b"", ""\u5fc3\u7406\u54a8\u8be2\u5e08"", ""\u7684""]","[""\uff0c"", ""\u662f"", ""\u4e00\u4f4d""]","""<SOP>    \u53bb\u770b\u5fc3\u7406\u54a8\u8be2\u5e08\u7684"""
，,[[12]],[0],0,middle,6,8,"[""\u5fc3\u7406\u54a8\u8be2\u5e08"", ""\u7684"", ""\u65f6\u5019""]","[""\u662f"", ""\u4e00\u4f4d"", ""\u7a7f\u7740""]","""<SOP>    \u53bb\u770b\u5fc3\u7406\u54a8\u8be2\u5e08\u7684\u65f6\u5019"""
是,[[13]],[0],0,middle,7,7,"[""\u7684"", ""\u65f6\u5019"", ""\uff0c""]","[""\u4e00\u4f4d"", ""\u7a7f\u7740"", ""\u767d\u8272""]","""\u53bb\u770b\u5fc3\u7406\u54a8\u8be2\u5e08\u7684\u65f6\u5019\uff0c"""
一位,"[[14, 15]]",[0],0,middle,8,6,"[""\u65f6\u5019"", ""\uff0c"", ""\u662f""]","[""\u7a7f\u7740"", ""\u767d\u8272"", ""\u957f\u88d9""]","""\u53bb\u770b\u5fc3\u7406\u54a8\u8be2\u5e08\u7684\u65f6\u5019\uff0c\u662f"""
穿着,"[[16, 17]]",[0],0,middle,9,5,"[""\uff0c"", ""\u662f"", ""\u4e00\u4f4d""]","[""\u767d\u8272"", ""\u957f\u88d9"", ""\u7684""]","""\u53bb\u770b\u5fc3\u7406\u54a8\u8be2\u5e08\u7684\u65f6\u5019\uff0c\u662f\u4e00\u4f4d"""
白色,"[[18, 19]]",[0],0,middle,10,4,"[""\u662f"", ""\u4e00\u4f4d"", ""\u7a7f\u7740""]","[""\u957f\u88d9"", ""\u7684"", ""\u5927\u59d0\u59d0""]","""\u53bb\u770b\u5fc3\u7406\u54a8\u8be2\u5e08\u7684\u65f6\u5019\uff0c\u662f\u4e00\u4f4d\u7a7f\u7740"""
长裙,"[[20, 21]]",[0],0,middle,11,3,"[""\u4e00\u4f4d"", ""\u7a7f\u7740"", ""\u767d\u8272""]","[""\u7684"", ""\u5927\u59d0\u59d0"", ""\u3002""]","""\u53bb\u770b\u5fc3\u7406\u54a8\u8be2\u5e08\u7684\u65f6\u5019\uff0c\u662f\u4e00\u4f4d\u7a7f\u7740\u767d\u8272"""
的,[[22]],[0],0,middle,12,2,"[""\u7a7f\u7740"", ""\u767d\u8272"", ""\u957f\u88d9""]","[""\u5927\u59d0\u59d0"", ""\u3002"", ""<EOR>""]","""\u53bb\u770b\u5fc3\u7406\u54a8\u8be2\u5e08\u7684\u65f6\u5019\uff0c\u662f\u4e00\u4f4d\u7a7f\u7740\u767d\u8272\u957f\u88d9"""
大姐姐,"[[23, 24, 25]]",[0],0,middle,13,1,"[""\u767d\u8272"", ""\u957f\u88d9"", ""\u7684""]","[""\u3002"", ""<EOR>""]","""\u53bb\u770b\u5fc3\u7406\u54a8\u8be2\u5e08\u7684\u65f6\u5019\uff0c\u662f\u4e00\u4f4d\u7a7f\u7740\u767d\u8272\u957f\u88d9\u7684"""
。,[[26]],[0],0,row_end,14,0,"[""\u957f\u88d9"", ""\u7684"", ""\u5927\u59d0\u59d0""]","[""<EOR>""]","""\u53bb\u770b\u5fc3\u7406\u54a8\u8be2\u5e08\u7684\u65f6\u5019\uff0c\u662f\u4e00\u4f4d\u7a7f\u7740\u767d\u8272\u957f\u88d9\u7684\u5927\u59d0\u59d0"""
    ,"[[0, 1]]",[1],0,row_start,0,19,"[""<SOR>""]","[""\u5f00\u53e3"", ""\u7b2c\u4e00\u53e5"", ""\uff0c""]","""\u662f\u4e00\u4f4d\u7a7f\u7740\u767d\u8272\u957f\u88d9\u7684\u5927\u59d0\u59d0\u3002"""
开口,"[[2, 3]]",[1],0,middle,1,18,"[""<SOR>"", ""    ""]","[""\u7b2c\u4e00\u53e5"", ""\uff0c"", ""\u6211""]","""    """
