tokens,text_unit_component,row,split,row_position,start_dist,end_dist,backward,forward,anterior_passage
【,[[0]],[0],0,passage_start,0,17,"[""<SOR>""]","[""\u77e5\u4e4e"", ""\u3011"", ""\u5982\u4f55""]","""<SOP>"""
知乎,"[[1, 2]]",[0],0,middle,1,16,"[""<SOR>"", ""\u3010""]","[""\u3011"", ""\u5982\u4f55"", ""\u8bc4\u4ef7""]","""<SOP>\u3010"""
】,[[3]],[0],0,middle,2,15,"[""<SOR>"", ""\u3010"", ""\u77e5\u4e4e""]","[""\u5982\u4f55"", ""\u8bc4\u4ef7"", ""\u300a""]","""<SOP>\u3010\u77e5\u4e4e"""
如何,"[[4, 5]]",[0],0,middle,3,14,"[""\u3010"", ""\u77e5\u4e4e"", ""\u3011""]","[""\u8bc4\u4ef7"", ""\u300a"", ""\u539f\u795e""]","""<SOP>\u3010\u77e5\u4e4e\u3011"""
评价,"[[6, 7]]",[0],0,middle,4,13,"[""\u77e5\u4e4e"", ""\u3011"", ""\u5982\u4f55""]","[""\u300a"", ""\u539f\u795e"", ""\u300b""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55"""
《,[[8]],[0],0,middle,5,12,"[""\u3011"", ""\u5982\u4f55"", ""\u8bc4\u4ef7""]","[""\u539f\u795e"", ""\u300b"", ""\u67ab\u4e39""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7"""
原神,"[[9, 10]]",[0],0,middle,6,11,"[""\u5982\u4f55"", ""\u8bc4\u4ef7"", ""\u300a""]","[""\u300b"", ""\u67ab\u4e39"", ""\u65b0""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a"""
》,[[11]],[0],0,middle,7,10,"[""\u8bc4\u4ef7"", ""\u300a"", ""\u539f\u795e""]","[""\u67ab\u4e39"", ""\u65b0"", ""\u51fa""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a\u539f\u795e"""
枫丹,"[[12, 13]]",[0],0,middle,8,9,"[""\u300a"", ""\u539f\u795e"", ""\u300b""]","[""\u65b0"", ""\u51fa"", ""\u7684""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a\u539f\u795e\u300b"""
新,[[14]],[0],0,middle,9,8,"[""\u539f\u795e"", ""\u300b"", ""\u67ab\u4e39""]","[""\u51fa"", ""\u7684"", ""\u6676\u8776""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a\u539f\u795e\u300b\u67ab\u4e39"""
出,[[15]],[0],0,middle,10,7,"[""\u300b"", ""\u67ab\u4e39"", ""\u65b0""]","[""\u7684"", ""\u6676\u8776"", ""\u8bf1\u6355""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a\u539f\u795e\u300b\u67ab\u4e39\u65b0"""
的,[[16]],[0],0,middle,11,6,"[""\u67ab\u4e39"", ""\u65b0"", ""\u51fa""]","[""\u6676\u8776"", ""\u8bf1\u6355"", ""\u88c5\u7f6e""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a\u539f\u795e\u300b\u67ab\u4e39\u65b0\u51fa"""
晶蝶,"[[17, 18]]",[0],0,middle,12,5,"[""\u65b0"", ""\u51fa"", ""\u7684""]","[""\u8bf1\u6355"", ""\u88c5\u7f6e"", ""\uff0c""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a\u539f\u795e\u300b\u67ab\u4e39\u65b0\u51fa\u7684"""
诱捕,"[[19, 20]]",[0],0,middle,13,4,"[""\u51fa"", ""\u7684"", ""\u6676\u8776""]","[""\u88c5\u7f6e"", ""\uff0c"", ""\u6709\u6ca1\u6709\u53ef\u80fd""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a\u539f\u795e\u300b\u67ab\u4e39\u65b0\u51fa\u7684\u6676\u8776"""
装置,"[[21, 22]]",[0],0,middle,14,3,"[""\u7684"", ""\u6676\u8776"", ""\u8bf1\u6355""]","[""\uff0c"", ""\u6709\u6ca1\u6709\u53ef\u80fd"", ""\u5b83""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a\u539f\u795e\u300b\u67ab\u4e39\u65b0\u51fa\u7684\u6676\u8776\u8bf1\u6355"""
，,[[23]],[0],0,middle,15,2,"[""\u6676\u8776"", ""\u8bf1\u6355"", ""\u88c5\u7f6e""]","[""\u6709\u6ca1\u6709\u53ef\u80fd"", ""\u5b83"", ""<EOR>""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a\u539f\u795e\u300b\u67ab\u4e39\u65b0\u51fa\u7684\u6676\u8776\u8bf1\u6355\u88c5\u7f6e"""
有没有可能,"[[24, 25, 26, 27, 28]]",[0],0,middle,16,1,"[""\u8bf1\u6355"", ""\u88c5\u7f6e"", ""\uff0c""]","[""\u5b83"", ""<EOR>""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a\u539f\u795e\u300b\u67ab\u4e39\u65b0\u51fa\u7684\u6676\u8776\u8bf1\u6355\u88c5\u7f6e\uff0c"""
它,[[29]],[0],0,row_end,17,0,"[""\u88c5\u7f6e"", ""\uff0c"", ""\u6709\u6ca1\u6709\u53ef\u80fd""]","[""<EOR>""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a\u539f\u795e\u300b\u67ab\u4e39\u65b0\u51fa\u7684\u6676\u8776\u8bf1\u6355\u88c5\u7f6e\uff0c\u6709\u6ca1\u6709\u53ef\u80fd"""
真的,"[[0, 1]]",[1],0,row_start,0,5,"[""<SOR>""]","[""\u4f1a"", ""\u6709\u4e00\u70b9"", ""\u7528""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a\u539f\u795e\u300b\u67ab\u4e39\u65b0\u51fa\u7684\u6676\u8776\u8bf1\u6355\u88c5\u7f6e\uff0c\u6709\u6ca1\u6709\u53ef\u80fd\u5b83"""
会,[[2]],[1],0,middle,1,4,"[""<SOR>"", ""\u771f\u7684""]","[""\u6709\u4e00\u70b9"", ""\u7528"", ""\u5462""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a\u539f\u795e\u300b\u67ab\u4e39\u65b0\u51fa\u7684\u6676\u8776\u8bf1\u6355\u88c5\u7f6e\uff0c\u6709\u6ca1\u6709\u53ef\u80fd\u5b83\u771f\u7684"""
有一点,"[[3, 4, 5]]",[1],0,middle,2,3,"[""<SOR>"", ""\u771f\u7684"", ""\u4f1a""]","[""\u7528"", ""\u5462"", ""\uff1f""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a\u539f\u795e\u300b\u67ab\u4e39\u65b0\u51fa\u7684\u6676\u8776\u8bf1\u6355\u88c5\u7f6e\uff0c\u6709\u6ca1\u6709\u53ef\u80fd\u5b83\u771f\u7684\u4f1a"""
用,[[6]],[1],0,middle,3,2,"[""\u771f\u7684"", ""\u4f1a"", ""\u6709\u4e00\u70b9""]","[""\u5462"", ""\uff1f"", ""<EOR>""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a\u539f\u795e\u300b\u67ab\u4e39\u65b0\u51fa\u7684\u6676\u8776\u8bf1\u6355\u88c5\u7f6e\uff0c\u6709\u6ca1\u6709\u53ef\u80fd\u5b83\u771f\u7684\u4f1a\u6709\u4e00\u70b9"""
呢,[[7]],[1],0,middle,4,1,"[""\u4f1a"", ""\u6709\u4e00\u70b9"", ""\u7528""]","[""\uff1f"", ""<EOR>""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a\u539f\u795e\u300b\u67ab\u4e39\u65b0\u51fa\u7684\u6676\u8776\u8bf1\u6355\u88c5\u7f6e\uff0c\u6709\u6ca1\u6709\u53ef\u80fd\u5b83\u771f\u7684\u4f1a\u6709\u4e00\u70b9\u7528"""
？,[[8]],[1],0,row_end,5,0,"[""\u6709\u4e00\u70b9"", ""\u7528"", ""\u5462""]","[""<EOR>""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a\u539f\u795e\u300b\u67ab\u4e39\u65b0\u51fa\u7684\u6676\u8776\u8bf1\u6355\u88c5\u7f6e\uff0c\u6709\u6ca1\u6709\u53ef\u80fd\u5b83\u771f\u7684\u4f1a\u6709\u4e00\u70b9\u7528\u5462"""
【,[[0]],[2],0,row_start,0,15,"[""<SOR>""]","[""\u77e5\u4e4e"", ""\u3011"", ""\u6253\u7fbd\u6bdb\u7403""]","""\u6709\u6ca1\u6709\u53ef\u80fd\u5b83\u771f\u7684\u4f1a\u6709\u4e00\u70b9\u7528\u5462\uff1f"""
知乎,"[[1, 2]]",[2],0,middle,1,14,"[""<SOR>"", ""\u3010""]","[""\u3011"", ""\u6253\u7fbd\u6bdb\u7403"", ""\u8d62""]","""\u6709\u6ca1\u6709\u53ef\u80fd\u5b83\u771f\u7684\u4f1a\u6709\u4e00\u70b9\u7528\u5462\uff1f\u3010"""
】,[[3]],[2],0,middle,2,13,"[""<SOR>"", ""\u3010"", ""\u77e5\u4e4e""]","[""\u6253\u7fbd\u6bdb\u7403"", ""\u8d62"", ""\u4e86""]","""\u6709\u6ca1\u6709\u53ef\u80fd\u5b83\u771f\u7684\u4f1a\u6709\u4e00\u70b9\u7528\u5462\uff1f\u3010\u77e5\u4e4e"""
打羽毛球,"[[4, 5, 6, 7]]",[2],0,middle,3,12,"[""\u3010"", ""\u77e5\u4e4e"", ""\u3011""]","[""\u8d62"", ""\u4e86"", ""\u9886\u5bfc""]","""\u6709\u6ca1\u6709\u53ef\u80fd\u5b83\u771f\u7684\u4f1a\u6709\u4e00\u70b9\u7528\u5462\uff1f\u3010\u77e5\u4e4e\u3011"""
赢,[[8]],[2],0,middle,4,11,"[""\u77e5\u4e4e"", ""\u3011"", ""\u6253\u7fbd\u6bdb\u7403""]","[""\u4e86"", ""\u9886\u5bfc"", ""\uff0c""]","""\u6709\u6ca1\u6709\u53ef\u80fd\u5b83\u771f\u7684\u4f1a\u6709\u4e00\u70b9\u7528\u5462\uff1f\u3010\u77e5\u4e4e\u3011\u6253\u7fbd\u6bdb\u7403"""
了,[[9]],[2],0,middle,5,10,"[""\u3011"", ""\u6253\u7fbd\u6bdb\u7403"", ""\u8d62""]","[""\u9886\u5bfc"", ""\uff0c"", ""\u9886\u5bfc""]","""\u6709\u6ca1\u6709\u53ef\u80fd\u5b83\u771f\u7684\u4f1a\u6709\u4e00\u70b9\u7528\u5462\uff1f\u3010\u77e5\u4e4e\u3011\u6253\u7fbd\u6bdb\u7403\u8d62"""
领导,"[[10, 11]]",[2],0,middle,6,9,"[""\u6253\u7fbd\u6bdb\u7403"", ""\u8d62"", ""\u4e86""]","[""\uff0c"", ""\u9886\u5bfc"", ""\u5bf9\u6211\u8bf4""]","""\u6709\u6ca1\u6709\u53ef\u80fd\u5b83\u771f\u7684\u4f1a\u6709\u4e00\u70b9\u7528\u5462\uff1f\u3010\u77e5\u4e4e\u3011\u6253\u7fbd\u6bdb\u7403\u8d62\u4e86"""
，,[[12]],[2],0,middle,7,8,"[""\u8d62"", ""\u4e86"", ""\u9886\u5bfc""]","[""\u9886\u5bfc"", ""\u5bf9\u6211\u8bf4"", ""\u300c""]","""\u6709\u6ca1\u6709\u53ef\u80fd\u5b83\u771f\u7684\u4f1a\u6709\u4e00\u70b9\u7528\u5462\uff1f\u3010\u77e5\u4e4e\u3011\u6253\u7fbd\u6bdb\u7403\u8d62\u4e86\u9886\u5bfc"""
领导,"[[13, 14]]",[2],0,middle,8,7,"[""\u4e86"", ""\u9886\u5bfc"", ""\uff0c""]","[""\u5bf9\u6211\u8bf4"", ""\u300c"", ""\u770b\u6765""]","""\u3010\u77e5\u4e4e\u3011\u6253\u7fbd\u6bdb\u7403\u8d62\u4e86\u9886\u5bfc\uff0c"""
对我说,"[[15, 16, 17]]",[2],0,middle,9,6,"[""\u9886\u5bfc"", ""\uff0c"", ""\u9886\u5bfc""]","[""\u300c"", ""\u770b\u6765"", ""\u6211\u662f\u771f\u7684""]","""\u3010\u77e5\u4e4e\u3011\u6253\u7fbd\u6bdb\u7403\u8d62\u4e86\u9886\u5bfc\uff0c\u9886\u5bfc"""
「,[[18]],[2],0,middle,10,5,"[""\uff0c"", ""\u9886\u5bfc"", ""\u5bf9\u6211\u8bf4""]","[""\u770b\u6765"", ""\u6211\u662f\u771f\u7684"", ""\u8001""]","""\u3010\u77e5\u4e4e\u3011\u6253\u7fbd\u6bdb\u7403\u8d62\u4e86\u9886\u5bfc\uff0c\u9886\u5bfc\u5bf9\u6211\u8bf4"""
看来,"[[19, 20]]",[2],0,middle,11,4,"[""\u9886\u5bfc"", ""\u5bf9\u6211\u8bf4"", ""\u300c""]","[""\u6211\u662f\u771f\u7684"", ""\u8001"", ""\u55bd""]","""\u3010\u77e5\u4e4e\u3011\u6253\u7fbd\u6bdb\u7403\u8d62\u4e86\u9886\u5bfc\uff0c\u9886\u5bfc\u5bf9\u6211\u8bf4\u300c"""
我是真的,"[[21, 22, 23, 24]]",[2],0,middle,12,3,"[""\u5bf9\u6211\u8bf4"", ""\u300c"", ""\u770b\u6765""]","[""\u8001"", ""\u55bd"", ""\u4e0d\u4e2d\u7528""]","""\u3010\u77e5\u4e4e\u3011\u6253\u7fbd\u6bdb\u7403\u8d62\u4e86\u9886\u5bfc\uff0c\u9886\u5bfc\u5bf9\u6211\u8bf4\u300c\u770b\u6765"""
老,[[25]],[2],0,middle,13,2,"[""\u300c"", ""\u770b\u6765"", ""\u6211\u662f\u771f\u7684""]","[""\u55bd"", ""\u4e0d\u4e2d\u7528"", ""<EOR>""]","""\u3010\u77e5\u4e4e\u3011\u6253\u7fbd\u6bdb\u7403\u8d62\u4e86\u9886\u5bfc\uff0c\u9886\u5bfc\u5bf9\u6211\u8bf4\u300c\u770b\u6765\u6211\u662f\u771f\u7684"""
喽,[[26]],[2],0,middle,14,1,"[""\u770b\u6765"", ""\u6211\u662f\u771f\u7684"", ""\u8001""]","[""\u4e0d\u4e2d\u7528"", ""<EOR>""]","""\u3010\u77e5\u4e4e\u3011\u6253\u7fbd\u6bdb\u7403\u8d62\u4e86\u9886\u5bfc\uff0c\u9886\u5bfc\u5bf9\u6211\u8bf4\u300c\u770b\u6765\u6211\u662f\u771f\u7684\u8001"""
不中用,"[[27, 28, 29]]",[2],0,row_end,15,0,"[""\u6211\u662f\u771f\u7684"", ""\u8001"", ""\u55bd""]","[""<EOR>""]","""\u3010\u77e5\u4e4e\u3011\u6253\u7fbd\u6bdb\u7403\u8d62\u4e86\u9886\u5bfc\uff0c\u9886\u5bfc\u5bf9\u6211\u8bf4\u300c\u770b\u6765\u6211\u662f\u771f\u7684\u8001\u55bd"""
了,[[0]],[3],0,row_start,0,5,"[""<SOR>""]","[""\u300d"", ""\uff0c"", ""\u8fd9\u65f6""]","""\u3010\u77e5\u4e4e\u3011\u6253\u7fbd\u6bdb\u7403\u8d62\u4e86\u9886\u5bfc\uff0c\u9886\u5bfc\u5bf9\u6211\u8bf4\u300c\u770b\u6765\u6211\u662f\u771f\u7684\u8001\u55bd\u4e0d\u4e2d\u7528"""
」,[[1]],[3],0,middle,1,4,"[""<SOR>"", ""\u4e86""]","[""\uff0c"", ""\u8fd9\u65f6"", ""\u6211\u5e94\u8be5""]","""\u3010\u77e5\u4e4e\u3011\u6253\u7fbd\u6bdb\u7403\u8d62\u4e86\u9886\u5bfc\uff0c\u9886\u5bfc\u5bf9\u6211\u8bf4\u300c\u770b\u6765\u6211\u662f\u771f\u7684\u8001\u55bd\u4e0d\u4e2d\u7528\u4e86"""
，,[[2]],[3],0,middle,2,3,"[""<SOR>"", ""\u4e86"", ""\u300d""]","[""\u8fd9\u65f6"", ""\u6211\u5e94\u8be5"", ""\u600e\u4e48\u529e\uff1f""]","""\u3010\u77e5\u4e4e\u3011\u6253\u7fbd\u6bdb\u7403\u8d62\u4e86\u9886\u5bfc\uff0c\u9886\u5bfc\u5bf9\u6211\u8bf4\u300c\u770b\u6765\u6211\u662f\u771f\u7684\u8001\u55bd\u4e0d\u4e2d\u7528\u4e86\u300d"""
这时,"[[3, 4]]",[3],0,middle,3,2,"[""\u4e86"", ""\u300d"", ""\uff0c""]","[""\u6211\u5e94\u8be5"", ""\u600e\u4e48\u529e\uff1f"", ""<EOR>""]","""\u9886\u5bfc\u5bf9\u6211\u8bf4\u300c\u770b\u6765\u6211\u662f\u771f\u7684\u8001\u55bd\u4e0d\u4e2d\u7528\u4e86\u300d\uff0c"""
我应该,"[[5, 6, 7]]",[3],0,middle,4,1,"[""\u300d"", ""\uff0c"", ""\u8fd9\u65f6""]","[""\u600e\u4e48\u529e\uff1f"", ""<EOR>""]","""\u9886\u5bfc\u5bf9\u6211\u8bf4\u300c\u770b\u6765\u6211\u662f\u771f\u7684\u8001\u55bd\u4e0d\u4e2d\u7528\u4e86\u300d\uff0c\u8fd9\u65f6"""
