tokens,text_unit_component,row,split,row_position,start_dist,end_dist,backward,forward,anterior_passage
【,[[0]],[0],0,passage_start,0,16,"[""<SOR>""]","[""\u77e5\u4e4e"", ""\u3011"", ""\u65e5\u672c""]","""<SOP>"""
知乎,"[[1, 2]]",[0],0,middle,1,15,"[""<SOR>"", ""\u3010""]","[""\u3011"", ""\u65e5\u672c"", ""\u5728""]","""<SOP>\u3010"""
】,[[3]],[0],0,middle,2,14,"[""<SOR>"", ""\u3010"", ""\u77e5\u4e4e""]","[""\u65e5\u672c"", ""\u5728"", ""\u8d28\u7591""]","""<SOP>\u3010\u77e5\u4e4e"""
日本,"[[4, 5]]",[0],0,middle,3,13,"[""\u3010"", ""\u77e5\u4e4e"", ""\u3011""]","[""\u5728"", ""\u8d28\u7591"", ""\u58f0""]","""<SOP>\u3010\u77e5\u4e4e\u3011"""
在,[[6]],[0],0,middle,4,12,"[""\u77e5\u4e4e"", ""\u3011"", ""\u65e5\u672c""]","[""\u8d28\u7591"", ""\u58f0"", ""\u4e2d""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u65e5\u672c"""
质疑,"[[7, 8]]",[0],0,middle,5,11,"[""\u3011"", ""\u65e5\u672c"", ""\u5728""]","[""\u58f0"", ""\u4e2d"", ""\u5ba3\u5e03""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u65e5\u672c\u5728"""
声,[[9]],[0],0,middle,6,10,"[""\u65e5\u672c"", ""\u5728"", ""\u8d28\u7591""]","[""\u4e2d"", ""\u5ba3\u5e03"", ""8\u670824\u65e5""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u65e5\u672c\u5728\u8d28\u7591"""
中,[[10]],[0],0,middle,7,9,"[""\u5728"", ""\u8d28\u7591"", ""\u58f0""]","[""\u5ba3\u5e03"", ""8\u670824\u65e5"", ""\u8d77\u6838""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u65e5\u672c\u5728\u8d28\u7591\u58f0"""
宣布,"[[11, 12]]",[0],0,middle,8,8,"[""\u8d28\u7591"", ""\u58f0"", ""\u4e2d""]","[""8\u670824\u65e5"", ""\u8d77\u6838"", ""\u6c61\u67d3\u6c34""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u65e5\u672c\u5728\u8d28\u7591\u58f0\u4e2d"""
8月24日,"[[13, 14, 15, 16]]",[0],0,middle,9,7,"[""\u58f0"", ""\u4e2d"", ""\u5ba3\u5e03""]","[""\u8d77\u6838"", ""\u6c61\u67d3\u6c34"", ""\u6392\u6d77""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u65e5\u672c\u5728\u8d28\u7591\u58f0\u4e2d\u5ba3\u5e03"""
起核,"[[17, 18]]",[0],0,middle,10,6,"[""\u4e2d"", ""\u5ba3\u5e03"", ""8\u670824\u65e5""]","[""\u6c61\u67d3\u6c34"", ""\u6392\u6d77"", ""\uff0c""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u65e5\u672c\u5728\u8d28\u7591\u58f0\u4e2d\u5ba3\u5e038\u670824\u65e5"""
污染水,"[[19, 20, 21]]",[0],0,middle,11,5,"[""\u5ba3\u5e03"", ""8\u670824\u65e5"", ""\u8d77\u6838""]","[""\u6392\u6d77"", ""\uff0c"", ""\u8ba1\u5212""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u65e5\u672c\u5728\u8d28\u7591\u58f0\u4e2d\u5ba3\u5e038\u670824\u65e5\u8d77\u6838"""
排海,"[[22, 23]]",[0],0,middle,12,4,"[""8\u670824\u65e5"", ""\u8d77\u6838"", ""\u6c61\u67d3\u6c34""]","[""\uff0c"", ""\u8ba1\u5212"", ""\u6392\u653e""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u65e5\u672c\u5728\u8d28\u7591\u58f0\u4e2d\u5ba3\u5e038\u670824\u65e5\u8d77\u6838\u6c61\u67d3\u6c34"""
，,[[24]],[0],0,middle,13,3,"[""\u8d77\u6838"", ""\u6c61\u67d3\u6c34"", ""\u6392\u6d77""]","[""\u8ba1\u5212"", ""\u6392\u653e"", ""3""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u65e5\u672c\u5728\u8d28\u7591\u58f0\u4e2d\u5ba3\u5e038\u670824\u65e5\u8d77\u6838\u6c61\u67d3\u6c34\u6392\u6d77"""
计划,"[[25, 26]]",[0],0,middle,14,2,"[""\u6c61\u67d3\u6c34"", ""\u6392\u6d77"", ""\uff0c""]","[""\u6392\u653e"", ""3"", ""<EOR>""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u65e5\u672c\u5728\u8d28\u7591\u58f0\u4e2d\u5ba3\u5e038\u670824\u65e5\u8d77\u6838\u6c61\u67d3\u6c34\u6392\u6d77\uff0c"""
排放,"[[27, 28]]",[0],0,middle,15,1,"[""\u6392\u6d77"", ""\uff0c"", ""\u8ba1\u5212""]","[""3"", ""<EOR>""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u65e5\u672c\u5728\u8d28\u7591\u58f0\u4e2d\u5ba3\u5e038\u670824\u65e5\u8d77\u6838\u6c61\u67d3\u6c34\u6392\u6d77\uff0c\u8ba1\u5212"""
3,[[29]],[0],1,row_end,16,0,"[""\uff0c"", ""\u8ba1\u5212"", ""\u6392\u653e""]","[""<EOR>""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u65e5\u672c\u5728\u8d28\u7591\u58f0\u4e2d\u5ba3\u5e038\u670824\u65e5\u8d77\u6838\u6c61\u67d3\u6c34\u6392\u6d77\uff0c\u8ba1\u5212\u6392\u653e"""
