tokens,text_unit_component,row,split,row_position,start_dist,end_dist,backward,forward,anterior_passage
【,[[0]],[0],0,passage_start,0,12,"[""<SOR>""]","[""\u4f60"", ""\u82b1"", ""\u8fc7""]","""<SOP>"""
你,[[1]],[0],0,middle,1,11,"[""<SOR>"", ""\u3010""]","[""\u82b1"", ""\u8fc7"", ""\u591a\u5c11""]","""<SOP>\u3010"""
花,[[2]],[0],0,middle,2,10,"[""<SOR>"", ""\u3010"", ""\u4f60""]","[""\u8fc7"", ""\u591a\u5c11"", ""\u94b1""]","""<SOP>\u3010\u4f60"""
过,[[3]],[0],0,middle,3,9,"[""\u3010"", ""\u4f60"", ""\u82b1""]","[""\u591a\u5c11"", ""\u94b1"", ""\u4e70\u5f69\u7968""]","""<SOP>\u3010\u4f60\u82b1"""
多少,"[[4, 5]]",[0],0,middle,4,8,"[""\u4f60"", ""\u82b1"", ""\u8fc7""]","[""\u94b1"", ""\u4e70\u5f69\u7968"", ""\uff1f""]","""<SOP>\u3010\u4f60\u82b1\u8fc7"""
钱,[[6]],[0],0,middle,5,7,"[""\u82b1"", ""\u8fc7"", ""\u591a\u5c11""]","[""\u4e70\u5f69\u7968"", ""\uff1f"", ""\u3011""]","""<SOP>\u3010\u4f60\u82b1\u8fc7\u591a\u5c11"""
买彩票,"[[7, 8, 9]]",[0],0,middle,6,6,"[""\u8fc7"", ""\u591a\u5c11"", ""\u94b1""]","[""\uff1f"", ""\u3011"", ""#""]","""<SOP>\u3010\u4f60\u82b1\u8fc7\u591a\u5c11\u94b1"""
？,[[10]],[0],0,middle,7,5,"[""\u591a\u5c11"", ""\u94b1"", ""\u4e70\u5f69\u7968""]","[""\u3011"", ""#"", ""\u540e\u6d6a""]","""<SOP>\u3010\u4f60\u82b1\u8fc7\u591a\u5c11\u94b1\u4e70\u5f69\u7968"""
】,[[11]],[0],0,middle,8,4,"[""\u94b1"", ""\u4e70\u5f69\u7968"", ""\uff1f""]","[""#"", ""\u540e\u6d6a"", ""\u5c0f\u6570\u636e""]","""<SOP>\u3010\u4f60\u82b1\u8fc7\u591a\u5c11\u94b1\u4e70\u5f69\u7968\uff1f"""
#,[[12]],[0],0,middle,9,3,"[""\u4e70\u5f69\u7968"", ""\uff1f"", ""\u3011""]","[""\u540e\u6d6a"", ""\u5c0f\u6570\u636e"", ""#""]","""<SOP>\u3010\u4f60\u82b1\u8fc7\u591a\u5c11\u94b1\u4e70\u5f69\u7968\uff1f\u3011"""
后浪,"[[13, 14]]",[0],0,middle,10,2,"[""\uff1f"", ""\u3011"", ""#""]","[""\u5c0f\u6570\u636e"", ""#"", ""<EOR>""]","""<SOP>\u3010\u4f60\u82b1\u8fc7\u591a\u5c11\u94b1\u4e70\u5f69\u7968\uff1f\u3011#"""
小数据,"[[15, 16, 17]]",[0],0,middle,11,1,"[""\u3011"", ""#"", ""\u540e\u6d6a""]","[""#"", ""<EOR>""]","""<SOP>\u3010\u4f60\u82b1\u8fc7\u591a\u5c11\u94b1\u4e70\u5f69\u7968\uff1f\u3011#\u540e\u6d6a"""
#,[[18]],[0],0,row_end,12,0,"[""#"", ""\u540e\u6d6a"", ""\u5c0f\u6570\u636e""]","[""<EOR>""]","""<SOP>\u3010\u4f60\u82b1\u8fc7\u591a\u5c11\u94b1\u4e70\u5f69\u7968\uff1f\u3011#\u540e\u6d6a\u5c0f\u6570\u636e"""
