tokens,text_unit_component,row,split,row_position,start_dist,end_dist,backward,forward,anterior_passage
    ,"[[0, 1]]",[0],0,passage_start,0,10,"[""<SOR>""]","[""1986\u5e74"", ""\uff0c"", ""\u5207\u5c14\u8bfa\u8d1d\u5229\u6838\u7535\u7ad9""]","""<SOP>"""
1986年,"[[2, 3, 4]]",[0],0,middle,1,9,"[""<SOR>"", ""    ""]","[""\uff0c"", ""\u5207\u5c14\u8bfa\u8d1d\u5229\u6838\u7535\u7ad9"", ""\u7206\u70b8""]","""<SOP>    """
，,[[5]],[0],0,middle,2,8,"[""<SOR>"", ""    "", ""1986\u5e74""]","[""\u5207\u5c14\u8bfa\u8d1d\u5229\u6838\u7535\u7ad9"", ""\u7206\u70b8"", ""\u3002""]","""<SOP>    1986\u5e74"""
切尔诺贝利核电站,"[[6, 7, 8, 9, 10, 11, 12, 13]]",[0],0,middle,3,7,"[""    "", ""1986\u5e74"", ""\uff0c""]","[""\u7206\u70b8"", ""\u3002"", ""\u4e09\u4f4d""]","""1986\u5e74\uff0c"""
爆炸,"[[14, 15]]",[0],0,middle,4,6,"[""1986\u5e74"", ""\uff0c"", ""\u5207\u5c14\u8bfa\u8d1d\u5229\u6838\u7535\u7ad9""]","[""\u3002"", ""\u4e09\u4f4d"", ""\u5de5\u7a0b\u5e08""]","""1986\u5e74\uff0c\u5207\u5c14\u8bfa\u8d1d\u5229\u6838\u7535\u7ad9"""
。,[[16]],[0],0,middle,5,5,"[""\uff0c"", ""\u5207\u5c14\u8bfa\u8d1d\u5229\u6838\u7535\u7ad9"", ""\u7206\u70b8""]","[""\u4e09\u4f4d"", ""\u5de5\u7a0b\u5e08"", ""\u8d1d\u65af\u5e15\u6d1b\u592b""]","""1986\u5e74\uff0c\u5207\u5c14\u8bfa\u8d1d\u5229\u6838\u7535\u7ad9\u7206\u70b8"""
三位,"[[17, 18]]",[0],0,middle,6,4,"[""\u5207\u5c14\u8bfa\u8d1d\u5229\u6838\u7535\u7ad9"", ""\u7206\u70b8"", ""\u3002""]","[""\u5de5\u7a0b\u5e08"", ""\u8d1d\u65af\u5e15\u6d1b\u592b"", ""\u3001""]","""\u5207\u5c14\u8bfa\u8d1d\u5229\u6838\u7535\u7ad9\u7206\u70b8\u3002"""
工程师,"[[19, 20, 21]]",[0],0,middle,7,3,"[""\u7206\u70b8"", ""\u3002"", ""\u4e09\u4f4d""]","[""\u8d1d\u65af\u5e15\u6d1b\u592b"", ""\u3001"", ""\u963f\u7eb3""]","""\u5207\u5c14\u8bfa\u8d1d\u5229\u6838\u7535\u7ad9\u7206\u70b8\u3002\u4e09\u4f4d"""
贝斯帕洛夫,"[[22, 23, 24, 25, 26]]",[0],0,middle,8,2,"[""\u3002"", ""\u4e09\u4f4d"", ""\u5de5\u7a0b\u5e08""]","[""\u3001"", ""\u963f\u7eb3"", ""<EOR>""]","""\u5207\u5c14\u8bfa\u8d1d\u5229\u6838\u7535\u7ad9\u7206\u70b8\u3002\u4e09\u4f4d\u5de5\u7a0b\u5e08"""
、,[[27]],[0],0,middle,9,1,"[""\u4e09\u4f4d"", ""\u5de5\u7a0b\u5e08"", ""\u8d1d\u65af\u5e15\u6d1b\u592b""]","[""\u963f\u7eb3"", ""<EOR>""]","""\u5207\u5c14\u8bfa\u8d1d\u5229\u6838\u7535\u7ad9\u7206\u70b8\u3002\u4e09\u4f4d\u5de5\u7a0b\u5e08\u8d1d\u65af\u5e15\u6d1b\u592b"""
