tokens,text_unit_component,row,split,row_position,start_dist,end_dist,backward,forward,anterior_passage
    ,"[[0, 1]]",[0],0,passage_start,0,16,"[""<SOR>""]","[""\u5f57\u661f\u5ba2\u673a"", ""\u7a7a\u4e2d\u89e3\u4f53"", ""\uff0c""]","""<SOP>"""
彗星客机,"[[2, 3, 4, 5]]",[0],0,middle,1,15,"[""<SOR>"", ""    ""]","[""\u7a7a\u4e2d\u89e3\u4f53"", ""\uff0c"", ""\u201c""]","""<SOP>    """
空中解体,"[[6, 7, 8, 9]]",[0],0,middle,2,14,"[""<SOR>"", ""    "", ""\u5f57\u661f\u5ba2\u673a""]","[""\uff0c"", ""\u201c"", ""\u5176""]","""<SOP>    \u5f57\u661f\u5ba2\u673a"""
，,[[10]],[0],0,middle,3,13,"[""    "", ""\u5f57\u661f\u5ba2\u673a"", ""\u7a7a\u4e2d\u89e3\u4f53""]","[""\u201c"", ""\u5176"", ""\u539f\u56e0""]","""<SOP>    \u5f57\u661f\u5ba2\u673a\u7a7a\u4e2d\u89e3\u4f53"""
“,[[11]],[0],0,middle,4,12,"[""\u5f57\u661f\u5ba2\u673a"", ""\u7a7a\u4e2d\u89e3\u4f53"", ""\uff0c""]","[""\u5176"", ""\u539f\u56e0"", ""\u4ec5\u4ec5""]","""\u5f57\u661f\u5ba2\u673a\u7a7a\u4e2d\u89e3\u4f53\uff0c"""
其,[[12]],[0],0,middle,5,11,"[""\u7a7a\u4e2d\u89e3\u4f53"", ""\uff0c"", ""\u201c""]","[""\u539f\u56e0"", ""\u4ec5\u4ec5"", ""\u662f""]","""\u5f57\u661f\u5ba2\u673a\u7a7a\u4e2d\u89e3\u4f53\uff0c\u201c"""
原因,"[[13, 14]]",[0],0,middle,6,10,"[""\uff0c"", ""\u201c"", ""\u5176""]","[""\u4ec5\u4ec5"", ""\u662f"", ""\u7a97\u6237""]","""\u5f57\u661f\u5ba2\u673a\u7a7a\u4e2d\u89e3\u4f53\uff0c\u201c\u5176"""
仅仅,"[[15, 16]]",[0],0,middle,7,9,"[""\u201c"", ""\u5176"", ""\u539f\u56e0""]","[""\u662f"", ""\u7a97\u6237"", ""\u7684""]","""\u5f57\u661f\u5ba2\u673a\u7a7a\u4e2d\u89e3\u4f53\uff0c\u201c\u5176\u539f\u56e0"""
是,[[17]],[0],0,middle,8,8,"[""\u5176"", ""\u539f\u56e0"", ""\u4ec5\u4ec5""]","[""\u7a97\u6237"", ""\u7684"", ""\u5f62\u72b6""]","""\u5f57\u661f\u5ba2\u673a\u7a7a\u4e2d\u89e3\u4f53\uff0c\u201c\u5176\u539f\u56e0\u4ec5\u4ec5"""
窗户,"[[18, 19]]",[0],0,middle,9,7,"[""\u539f\u56e0"", ""\u4ec5\u4ec5"", ""\u662f""]","[""\u7684"", ""\u5f62\u72b6"", ""\u662f""]","""\u5f57\u661f\u5ba2\u673a\u7a7a\u4e2d\u89e3\u4f53\uff0c\u201c\u5176\u539f\u56e0\u4ec5\u4ec5\u662f"""
的,[[20]],[0],0,middle,10,6,"[""\u4ec5\u4ec5"", ""\u662f"", ""\u7a97\u6237""]","[""\u5f62\u72b6"", ""\u662f"", ""\u6b63\u65b9\u5f62""]","""\u5f57\u661f\u5ba2\u673a\u7a7a\u4e2d\u89e3\u4f53\uff0c\u201c\u5176\u539f\u56e0\u4ec5\u4ec5\u662f\u7a97\u6237"""
形状,"[[21, 22]]",[0],0,middle,11,5,"[""\u662f"", ""\u7a97\u6237"", ""\u7684""]","[""\u662f"", ""\u6b63\u65b9\u5f62"", ""\u3002""]","""\u5f57\u661f\u5ba2\u673a\u7a7a\u4e2d\u89e3\u4f53\uff0c\u201c\u5176\u539f\u56e0\u4ec5\u4ec5\u662f\u7a97\u6237\u7684"""
是,[[23]],[0],0,middle,12,4,"[""\u7a97\u6237"", ""\u7684"", ""\u5f62\u72b6""]","[""\u6b63\u65b9\u5f62"", ""\u3002"", ""\u201d""]","""\u5f57\u661f\u5ba2\u673a\u7a7a\u4e2d\u89e3\u4f53\uff0c\u201c\u5176\u539f\u56e0\u4ec5\u4ec5\u662f\u7a97\u6237\u7684\u5f62\u72b6"""
正方形,"[[24, 25, 26]]",[0],0,middle,13,3,"[""\u7684"", ""\u5f62\u72b6"", ""\u662f""]","[""\u3002"", ""\u201d"", ""\u770b""]","""\u5f57\u661f\u5ba2\u673a\u7a7a\u4e2d\u89e3\u4f53\uff0c\u201c\u5176\u539f\u56e0\u4ec5\u4ec5\u662f\u7a97\u6237\u7684\u5f62\u72b6\u662f"""
。,[[27]],[0],0,middle,14,2,"[""\u5f62\u72b6"", ""\u662f"", ""\u6b63\u65b9\u5f62""]","[""\u201d"", ""\u770b"", ""<EOR>""]","""\u5f57\u661f\u5ba2\u673a\u7a7a\u4e2d\u89e3\u4f53\uff0c\u201c\u5176\u539f\u56e0\u4ec5\u4ec5\u662f\u7a97\u6237\u7684\u5f62\u72b6\u662f\u6b63\u65b9\u5f62"""
”,[[28]],[0],0,middle,15,1,"[""\u662f"", ""\u6b63\u65b9\u5f62"", ""\u3002""]","[""\u770b"", ""<EOR>""]","""\u201c\u5176\u539f\u56e0\u4ec5\u4ec5\u662f\u7a97\u6237\u7684\u5f62\u72b6\u662f\u6b63\u65b9\u5f62\u3002"""
看,[[29]],[0],1,row_end,16,0,"[""\u6b63\u65b9\u5f62"", ""\u3002"", ""\u201d""]","[""<EOR>""]","""\u201c\u5176\u539f\u56e0\u4ec5\u4ec5\u662f\u7a97\u6237\u7684\u5f62\u72b6\u662f\u6b63\u65b9\u5f62\u3002\u201d"""
(看)到,[[0]],[1],1,row_start,0,19,"[""<SOR>""]","[""\u8fd9\u91cc"", ""\uff0c"", ""\u4e00""]","""\u201c\u5176\u539f\u56e0\u4ec5\u4ec5\u662f\u7a97\u6237\u7684\u5f62\u72b6\u662f\u6b63\u65b9\u5f62\u3002\u201d\u770b"""
这里,"[[1, 2]]",[1],0,middle,1,18,"[""<SOR>"", ""(\u770b)\u5230""]","[""\uff0c"", ""\u4e00"", ""\u53e3""]","""\u201c\u5176\u539f\u56e0\u4ec5\u4ec5\u662f\u7a97\u6237\u7684\u5f62\u72b6\u662f\u6b63\u65b9\u5f62\u3002\u201d\u770b(\u770b)\u5230"""
，,[[3]],[1],0,middle,2,17,"[""<SOR>"", ""(\u770b)\u5230"", ""\u8fd9\u91cc""]","[""\u4e00"", ""\u53e3"", ""\u8001\u8840""]","""\u201c\u5176\u539f\u56e0\u4ec5\u4ec5\u662f\u7a97\u6237\u7684\u5f62\u72b6\u662f\u6b63\u65b9\u5f62\u3002\u201d\u770b(\u770b)\u5230\u8fd9\u91cc"""
一,[[4]],[1],0,middle,3,16,"[""(\u770b)\u5230"", ""\u8fd9\u91cc"", ""\uff0c""]","[""\u53e3"", ""\u8001\u8840"", ""\u55b7""]","""\u201d\u770b(\u770b)\u5230\u8fd9\u91cc\uff0c"""
口,[[5]],[1],0,middle,4,15,"[""\u8fd9\u91cc"", ""\uff0c"", ""\u4e00""]","[""\u8001\u8840"", ""\u55b7"", ""\u5728""]","""\u201d\u770b(\u770b)\u5230\u8fd9\u91cc\uff0c\u4e00"""
老血,"[[6, 7]]",[1],0,middle,5,14,"[""\uff0c"", ""\u4e00"", ""\u53e3""]","[""\u55b7"", ""\u5728"", ""\u5c4f\u5e55""]","""\u201d\u770b(\u770b)\u5230\u8fd9\u91cc\uff0c\u4e00\u53e3"""
喷,[[8]],[1],0,middle,6,13,"[""\u4e00"", ""\u53e3"", ""\u8001\u8840""]","[""\u5728"", ""\u5c4f\u5e55"", ""\u4e0a""]","""\u201d\u770b(\u770b)\u5230\u8fd9\u91cc\uff0c\u4e00\u53e3\u8001\u8840"""
在,[[9]],[1],0,middle,7,12,"[""\u53e3"", ""\u8001\u8840"", ""\u55b7""]","[""\u5c4f\u5e55"", ""\u4e0a"", ""\u3002""]","""\u201d\u770b(\u770b)\u5230\u8fd9\u91cc\uff0c\u4e00\u53e3\u8001\u8840\u55b7"""
屏幕,"[[10, 11]]",[1],0,middle,8,11,"[""\u8001\u8840"", ""\u55b7"", ""\u5728""]","[""\u4e0a"", ""\u3002"", ""\u8fd9""]","""\u201d\u770b(\u770b)\u5230\u8fd9\u91cc\uff0c\u4e00\u53e3\u8001\u8840\u55b7\u5728"""
上,[[12]],[1],0,middle,9,10,"[""\u55b7"", ""\u5728"", ""\u5c4f\u5e55""]","[""\u3002"", ""\u8fd9"", ""\u7bc7""]","""\u201d\u770b(\u770b)\u5230\u8fd9\u91cc\uff0c\u4e00\u53e3\u8001\u8840\u55b7\u5728\u5c4f\u5e55"""
。,[[13]],[1],0,middle,10,9,"[""\u5728"", ""\u5c4f\u5e55"", ""\u4e0a""]","[""\u8fd9"", ""\u7bc7"", ""\u679c\u58f3""]","""\u201d\u770b(\u770b)\u5230\u8fd9\u91cc\uff0c\u4e00\u53e3\u8001\u8840\u55b7\u5728\u5c4f\u5e55\u4e0a"""
这,[[14]],[1],0,middle,11,8,"[""\u5c4f\u5e55"", ""\u4e0a"", ""\u3002""]","[""\u7bc7"", ""\u679c\u58f3"", ""\u6587\u7ae0""]","""\u4e00\u53e3\u8001\u8840\u55b7\u5728\u5c4f\u5e55\u4e0a\u3002"""
篇,[[15]],[1],0,middle,12,7,"[""\u4e0a"", ""\u3002"", ""\u8fd9""]","[""\u679c\u58f3"", ""\u6587\u7ae0"", ""\u7684""]","""\u4e00\u53e3\u8001\u8840\u55b7\u5728\u5c4f\u5e55\u4e0a\u3002\u8fd9"""
果壳,"[[16, 17]]",[1],0,middle,13,6,"[""\u3002"", ""\u8fd9"", ""\u7bc7""]","[""\u6587\u7ae0"", ""\u7684"", ""\u4f5c\u8005""]","""\u4e00\u53e3\u8001\u8840\u55b7\u5728\u5c4f\u5e55\u4e0a\u3002\u8fd9\u7bc7"""
文章,"[[18, 19]]",[1],0,middle,14,5,"[""\u8fd9"", ""\u7bc7"", ""\u679c\u58f3""]","[""\u7684"", ""\u4f5c\u8005"", ""\u6709\u4e9b""]","""\u4e00\u53e3\u8001\u8840\u55b7\u5728\u5c4f\u5e55\u4e0a\u3002\u8fd9\u7bc7\u679c\u58f3"""
的,[[20]],[1],0,middle,15,4,"[""\u7bc7"", ""\u679c\u58f3"", ""\u6587\u7ae0""]","[""\u4f5c\u8005"", ""\u6709\u4e9b"", ""\u8038\u4eba\u542c\u95fb""]","""\u4e00\u53e3\u8001\u8840\u55b7\u5728\u5c4f\u5e55\u4e0a\u3002\u8fd9\u7bc7\u679c\u58f3\u6587\u7ae0"""
