tokens,text_unit_component,row,split,row_position,start_dist,end_dist,backward,forward,anterior_passage
    ,"[[0, 1]]",[0],0,passage_start,0,18,"[""<SOR>""]","[""\u9996\u5148"", ""\u8bf4"", ""\u4e0b""]","""<SOP>"""
首先,"[[2, 3]]",[0],0,middle,1,17,"[""<SOR>"", ""    ""]","[""\u8bf4"", ""\u4e0b"", ""\u4f4d\u7f6e""]","""<SOP>    """
说,[[4]],[0],0,middle,2,16,"[""<SOR>"", ""    "", ""\u9996\u5148""]","[""\u4e0b"", ""\u4f4d\u7f6e"", ""\u662f\u5728""]","""<SOP>    \u9996\u5148"""
下,[[5]],[0],0,middle,3,15,"[""    "", ""\u9996\u5148"", ""\u8bf4""]","[""\u4f4d\u7f6e"", ""\u662f\u5728"", ""\u65b0\u4e1c\u6e90""]","""<SOP>    \u9996\u5148\u8bf4"""
位置,"[[6, 7]]",[0],0,middle,4,14,"[""\u9996\u5148"", ""\u8bf4"", ""\u4e0b""]","[""\u662f\u5728"", ""\u65b0\u4e1c\u6e90"", ""\u5927\u53a6""]","""<SOP>    \u9996\u5148\u8bf4\u4e0b"""
是在,"[[8, 9]]",[0],0,middle,5,13,"[""\u8bf4"", ""\u4e0b"", ""\u4f4d\u7f6e""]","[""\u65b0\u4e1c\u6e90"", ""\u5927\u53a6"", ""\u90a3\u4e2a""]","""<SOP>    \u9996\u5148\u8bf4\u4e0b\u4f4d\u7f6e"""
新东源,"[[10, 11, 12]]",[0],0,middle,6,12,"[""\u4e0b"", ""\u4f4d\u7f6e"", ""\u662f\u5728""]","[""\u5927\u53a6"", ""\u90a3\u4e2a"", ""\u5c0f""]","""<SOP>    \u9996\u5148\u8bf4\u4e0b\u4f4d\u7f6e\u662f\u5728"""
大厦,"[[13, 14]]",[0],0,middle,7,11,"[""\u4f4d\u7f6e"", ""\u662f\u5728"", ""\u65b0\u4e1c\u6e90""]","[""\u90a3\u4e2a"", ""\u5c0f"", ""\u9662\u91cc""]","""<SOP>    \u9996\u5148\u8bf4\u4e0b\u4f4d\u7f6e\u662f\u5728\u65b0\u4e1c\u6e90"""
那个,"[[15, 16]]",[0],0,middle,8,10,"[""\u662f\u5728"", ""\u65b0\u4e1c\u6e90"", ""\u5927\u53a6""]","[""\u5c0f"", ""\u9662\u91cc"", ""\uff0c""]","""<SOP>    \u9996\u5148\u8bf4\u4e0b\u4f4d\u7f6e\u662f\u5728\u65b0\u4e1c\u6e90\u5927\u53a6"""
小,[[17]],[0],0,middle,9,9,"[""\u65b0\u4e1c\u6e90"", ""\u5927\u53a6"", ""\u90a3\u4e2a""]","[""\u9662\u91cc"", ""\uff0c"", ""\u522b""]","""<SOP>    \u9996\u5148\u8bf4\u4e0b\u4f4d\u7f6e\u662f\u5728\u65b0\u4e1c\u6e90\u5927\u53a6\u90a3\u4e2a"""
院里,"[[18, 19]]",[0],0,middle,10,8,"[""\u5927\u53a6"", ""\u90a3\u4e2a"", ""\u5c0f""]","[""\uff0c"", ""\u522b"", ""\u8d70\u8fc7""]","""<SOP>    \u9996\u5148\u8bf4\u4e0b\u4f4d\u7f6e\u662f\u5728\u65b0\u4e1c\u6e90\u5927\u53a6\u90a3\u4e2a\u5c0f"""
，,[[20]],[0],0,middle,11,7,"[""\u90a3\u4e2a"", ""\u5c0f"", ""\u9662\u91cc""]","[""\u522b"", ""\u8d70\u8fc7"", ""\u4e86""]","""<SOP>    \u9996\u5148\u8bf4\u4e0b\u4f4d\u7f6e\u662f\u5728\u65b0\u4e1c\u6e90\u5927\u53a6\u90a3\u4e2a\u5c0f\u9662\u91cc"""
别,[[21]],[0],0,middle,12,6,"[""\u5c0f"", ""\u9662\u91cc"", ""\uff0c""]","[""\u8d70\u8fc7"", ""\u4e86"", ""\u662f""]","""\u9996\u5148\u8bf4\u4e0b\u4f4d\u7f6e\u662f\u5728\u65b0\u4e1c\u6e90\u5927\u53a6\u90a3\u4e2a\u5c0f\u9662\u91cc\uff0c"""
走过,"[[22, 23]]",[0],0,middle,13,5,"[""\u9662\u91cc"", ""\uff0c"", ""\u522b""]","[""\u4e86"", ""\u662f"", ""\u4e2a""]","""\u9996\u5148\u8bf4\u4e0b\u4f4d\u7f6e\u662f\u5728\u65b0\u4e1c\u6e90\u5927\u53a6\u90a3\u4e2a\u5c0f\u9662\u91cc\uff0c\u522b"""
了,[[24]],[0],0,middle,14,4,"[""\uff0c"", ""\u522b"", ""\u8d70\u8fc7""]","[""\u662f"", ""\u4e2a"", ""\u72ec\u7acb""]","""\u9996\u5148\u8bf4\u4e0b\u4f4d\u7f6e\u662f\u5728\u65b0\u4e1c\u6e90\u5927\u53a6\u90a3\u4e2a\u5c0f\u9662\u91cc\uff0c\u522b\u8d70\u8fc7"""
是,[[25]],[0],0,middle,15,3,"[""\u522b"", ""\u8d70\u8fc7"", ""\u4e86""]","[""\u4e2a"", ""\u72ec\u7acb"", ""\u7684""]","""\u9996\u5148\u8bf4\u4e0b\u4f4d\u7f6e\u662f\u5728\u65b0\u4e1c\u6e90\u5927\u53a6\u90a3\u4e2a\u5c0f\u9662\u91cc\uff0c\u522b\u8d70\u8fc7\u4e86"""
