tokens,text_unit_component,row,split,row_position,start_dist,end_dist,backward,forward,anterior_passage
    ,"[[0, 1]]",[0],0,passage_start,0,15,"[""<SOR>""]","[""\u56fd\u5bb6"", ""\u533b\u4fdd\u5c40"", ""\u65e5\u524d""]","""<SOP>"""
国家,"[[2, 3]]",[0],0,middle,1,14,"[""<SOR>"", ""    ""]","[""\u533b\u4fdd\u5c40"", ""\u65e5\u524d"", ""\u53d1\u5e03""]","""<SOP>    """
医保局,"[[4, 5, 6]]",[0],0,middle,2,13,"[""<SOR>"", ""    "", ""\u56fd\u5bb6""]","[""\u65e5\u524d"", ""\u53d1\u5e03"", ""\u6d88\u606f""]","""<SOP>    \u56fd\u5bb6"""
日前,"[[7, 8]]",[0],0,middle,3,12,"[""    "", ""\u56fd\u5bb6"", ""\u533b\u4fdd\u5c40""]","[""\u53d1\u5e03"", ""\u6d88\u606f"", ""\u663e\u793a""]","""<SOP>    \u56fd\u5bb6\u533b\u4fdd\u5c40"""
发布,"[[9, 10]]",[0],0,middle,4,11,"[""\u56fd\u5bb6"", ""\u533b\u4fdd\u5c40"", ""\u65e5\u524d""]","[""\u6d88\u606f"", ""\u663e\u793a"", ""\uff0c""]","""<SOP>    \u56fd\u5bb6\u533b\u4fdd\u5c40\u65e5\u524d"""
消息,"[[11, 12]]",[0],0,middle,5,10,"[""\u533b\u4fdd\u5c40"", ""\u65e5\u524d"", ""\u53d1\u5e03""]","[""\u663e\u793a"", ""\uff0c"", ""\u901a\u8fc7""]","""<SOP>    \u56fd\u5bb6\u533b\u4fdd\u5c40\u65e5\u524d\u53d1\u5e03"""
显示,"[[13, 14]]",[0],0,middle,6,9,"[""\u65e5\u524d"", ""\u53d1\u5e03"", ""\u6d88\u606f""]","[""\uff0c"", ""\u901a\u8fc7"", ""\u533b\u4fdd""]","""<SOP>    \u56fd\u5bb6\u533b\u4fdd\u5c40\u65e5\u524d\u53d1\u5e03\u6d88\u606f"""
，,[[15]],[0],0,middle,7,8,"[""\u53d1\u5e03"", ""\u6d88\u606f"", ""\u663e\u793a""]","[""\u901a\u8fc7"", ""\u533b\u4fdd"", ""\u76ee\u5f55""]","""<SOP>    \u56fd\u5bb6\u533b\u4fdd\u5c40\u65e5\u524d\u53d1\u5e03\u6d88\u606f\u663e\u793a"""
通过,"[[16, 17]]",[0],0,middle,8,7,"[""\u6d88\u606f"", ""\u663e\u793a"", ""\uff0c""]","[""\u533b\u4fdd"", ""\u76ee\u5f55"", ""\u51c6\u5165""]","""\u56fd\u5bb6\u533b\u4fdd\u5c40\u65e5\u524d\u53d1\u5e03\u6d88\u606f\u663e\u793a\uff0c"""
医保,"[[18, 19]]",[0],0,middle,9,6,"[""\u663e\u793a"", ""\uff0c"", ""\u901a\u8fc7""]","[""\u76ee\u5f55"", ""\u51c6\u5165"", ""\u8c08\u5224""]","""\u56fd\u5bb6\u533b\u4fdd\u5c40\u65e5\u524d\u53d1\u5e03\u6d88\u606f\u663e\u793a\uff0c\u901a\u8fc7"""
目录,"[[20, 21]]",[0],0,middle,10,5,"[""\uff0c"", ""\u901a\u8fc7"", ""\u533b\u4fdd""]","[""\u51c6\u5165"", ""\u8c08\u5224"", ""\uff0c""]","""\u56fd\u5bb6\u533b\u4fdd\u5c40\u65e5\u524d\u53d1\u5e03\u6d88\u606f\u663e\u793a\uff0c\u901a\u8fc7\u533b\u4fdd"""
准入,"[[22, 23]]",[0],0,middle,11,4,"[""\u901a\u8fc7"", ""\u533b\u4fdd"", ""\u76ee\u5f55""]","[""\u8c08\u5224"", ""\uff0c"", ""\u5df2""]","""\u56fd\u5bb6\u533b\u4fdd\u5c40\u65e5\u524d\u53d1\u5e03\u6d88\u606f\u663e\u793a\uff0c\u901a\u8fc7\u533b\u4fdd\u76ee\u5f55"""
谈判,"[[24, 25]]",[0],0,middle,12,3,"[""\u533b\u4fdd"", ""\u76ee\u5f55"", ""\u51c6\u5165""]","[""\uff0c"", ""\u5df2"", ""\u7d2f\u8ba1""]","""\u56fd\u5bb6\u533b\u4fdd\u5c40\u65e5\u524d\u53d1\u5e03\u6d88\u606f\u663e\u793a\uff0c\u901a\u8fc7\u533b\u4fdd\u76ee\u5f55\u51c6\u5165"""
，,[[26]],[0],0,middle,13,2,"[""\u76ee\u5f55"", ""\u51c6\u5165"", ""\u8c08\u5224""]","[""\u5df2"", ""\u7d2f\u8ba1"", ""<EOR>""]","""\u56fd\u5bb6\u533b\u4fdd\u5c40\u65e5\u524d\u53d1\u5e03\u6d88\u606f\u663e\u793a\uff0c\u901a\u8fc7\u533b\u4fdd\u76ee\u5f55\u51c6\u5165\u8c08\u5224"""
已,[[27]],[0],0,middle,14,1,"[""\u51c6\u5165"", ""\u8c08\u5224"", ""\uff0c""]","[""\u7d2f\u8ba1"", ""<EOR>""]","""\u901a\u8fc7\u533b\u4fdd\u76ee\u5f55\u51c6\u5165\u8c08\u5224\uff0c"""
累计,"[[28, 29]]",[0],0,row_end,15,0,"[""\u8c08\u5224"", ""\uff0c"", ""\u5df2""]","[""<EOR>""]","""\u901a\u8fc7\u533b\u4fdd\u76ee\u5f55\u51c6\u5165\u8c08\u5224\uff0c\u5df2"""
