tokens,text_unit_component,row,split,row_position,start_dist,end_dist,backward,forward,anterior_passage
【,[[0]],[0],0,passage_start,0,18,"[""<SOR>""]","[""\u77e5\u4e4e"", ""\u3011"", ""\u65e5\u672c""]","""<SOP>"""
知乎,"[[1, 2]]",[0],0,middle,1,17,"[""<SOR>"", ""\u3010""]","[""\u3011"", ""\u65e5\u672c"", ""\u5728""]","""<SOP>\u3010"""
】,[[3]],[0],0,middle,2,16,"[""<SOR>"", ""\u3010"", ""\u77e5\u4e4e""]","[""\u65e5\u672c"", ""\u5728"", ""\u8d28\u7591""]","""<SOP>\u3010\u77e5\u4e4e"""
日本,"[[4, 5]]",[0],0,middle,3,15,"[""\u3010"", ""\u77e5\u4e4e"", ""\u3011""]","[""\u5728"", ""\u8d28\u7591"", ""\u58f0""]","""<SOP>\u3010\u77e5\u4e4e\u3011"""
在,[[6]],[0],0,middle,4,14,"[""\u77e5\u4e4e"", ""\u3011"", ""\u65e5\u672c""]","[""\u8d28\u7591"", ""\u58f0"", ""\u4e2d""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u65e5\u672c"""
质疑,"[[7, 8]]",[0],0,middle,5,13,"[""\u3011"", ""\u65e5\u672c"", ""\u5728""]","[""\u58f0"", ""\u4e2d"", ""\u5ba3\u5e03""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u65e5\u672c\u5728"""
声,[[9]],[0],0,middle,6,12,"[""\u65e5\u672c"", ""\u5728"", ""\u8d28\u7591""]","[""\u4e2d"", ""\u5ba3\u5e03"", ""8\u6708""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u65e5\u672c\u5728\u8d28\u7591"""
中,[[10]],[0],0,middle,7,11,"[""\u5728"", ""\u8d28\u7591"", ""\u58f0""]","[""\u5ba3\u5e03"", ""8\u6708"", ""24\u65e5""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u65e5\u672c\u5728\u8d28\u7591\u58f0"""
宣布,"[[11, 12]]",[0],0,middle,8,10,"[""\u8d28\u7591"", ""\u58f0"", ""\u4e2d""]","[""8\u6708"", ""24\u65e5"", ""\u8d77""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u65e5\u672c\u5728\u8d28\u7591\u58f0\u4e2d"""
8月,"[[13, 14]]",[0],0,middle,9,9,"[""\u58f0"", ""\u4e2d"", ""\u5ba3\u5e03""]","[""24\u65e5"", ""\u8d77"", ""\u6838""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u65e5\u672c\u5728\u8d28\u7591\u58f0\u4e2d\u5ba3\u5e03"""
