tokens,text_unit_component,row,split,row_position,start_dist,end_dist,backward,forward,anterior_passage
【,[[0]],[0],0,passage_start,0,13,"[""<SOR>""]","[""#"", ""\u53f6\u6c38\u9752"", ""\u88ab\u5224""]","""<SOP>"""
#,[[1]],[0],0,middle,1,12,"[""<SOR>"", ""\u3010""]","[""\u53f6\u6c38\u9752"", ""\u88ab\u5224"", ""\u6284\u88ad""]","""<SOP>\u3010"""
叶永青,"[[2, 3, 4]]",[0],0,middle,2,11,"[""<SOR>"", ""\u3010"", ""#""]","[""\u88ab\u5224"", ""\u6284\u88ad"", ""\u6bd4\u5229\u65f6""]","""<SOP>\u3010#"""
被判,"[[5, 6]]",[0],0,middle,3,10,"[""\u3010"", ""#"", ""\u53f6\u6c38\u9752""]","[""\u6284\u88ad"", ""\u6bd4\u5229\u65f6"", ""\u753b\u5bb6""]","""<SOP>\u3010#\u53f6\u6c38\u9752"""
抄袭,"[[7, 8]]",[0],0,middle,4,9,"[""#"", ""\u53f6\u6c38\u9752"", ""\u88ab\u5224""]","[""\u6bd4\u5229\u65f6"", ""\u753b\u5bb6"", ""\u897f\u5c14\u4e07""]","""<SOP>\u3010#\u53f6\u6c38\u9752\u88ab\u5224"""
比利时,"[[9, 10, 11]]",[0],0,middle,5,8,"[""\u53f6\u6c38\u9752"", ""\u88ab\u5224"", ""\u6284\u88ad""]","[""\u753b\u5bb6"", ""\u897f\u5c14\u4e07"", ""#""]","""<SOP>\u3010#\u53f6\u6c38\u9752\u88ab\u5224\u6284\u88ad"""
画家,"[[12, 13]]",[0],0,middle,6,7,"[""\u88ab\u5224"", ""\u6284\u88ad"", ""\u6bd4\u5229\u65f6""]","[""\u897f\u5c14\u4e07"", ""#"", ""\uff0c""]","""<SOP>\u3010#\u53f6\u6c38\u9752\u88ab\u5224\u6284\u88ad\u6bd4\u5229\u65f6"""
西尔万,"[[14, 15, 16]]",[0],0,middle,7,6,"[""\u6284\u88ad"", ""\u6bd4\u5229\u65f6"", ""\u753b\u5bb6""]","[""#"", ""\uff0c"", ""\u8d54\u507f""]","""<SOP>\u3010#\u53f6\u6c38\u9752\u88ab\u5224\u6284\u88ad\u6bd4\u5229\u65f6\u753b\u5bb6"""
#,[[17]],[0],0,middle,8,5,"[""\u6bd4\u5229\u65f6"", ""\u753b\u5bb6"", ""\u897f\u5c14\u4e07""]","[""\uff0c"", ""\u8d54\u507f"", ""500\u4e07""]","""<SOP>\u3010#\u53f6\u6c38\u9752\u88ab\u5224\u6284\u88ad\u6bd4\u5229\u65f6\u753b\u5bb6\u897f\u5c14\u4e07"""
，,[[18]],[0],0,middle,9,4,"[""\u753b\u5bb6"", ""\u897f\u5c14\u4e07"", ""#""]","[""\u8d54\u507f"", ""500\u4e07"", ""\u5143""]","""<SOP>\u3010#\u53f6\u6c38\u9752\u88ab\u5224\u6284\u88ad\u6bd4\u5229\u65f6\u753b\u5bb6\u897f\u5c14\u4e07#"""
赔偿,"[[19, 20]]",[0],0,middle,10,3,"[""\u897f\u5c14\u4e07"", ""#"", ""\uff0c""]","[""500\u4e07"", ""\u5143"", ""\u3011""]","""<SOP>\u3010#\u53f6\u6c38\u9752\u88ab\u5224\u6284\u88ad\u6bd4\u5229\u65f6\u753b\u5bb6\u897f\u5c14\u4e07#\uff0c"""
500万,"[[21, 22, 23]]",[0],0,middle,11,2,"[""#"", ""\uff0c"", ""\u8d54\u507f""]","[""\u5143"", ""\u3011"", ""<EOR>""]","""<SOP>\u3010#\u53f6\u6c38\u9752\u88ab\u5224\u6284\u88ad\u6bd4\u5229\u65f6\u753b\u5bb6\u897f\u5c14\u4e07#\uff0c\u8d54\u507f"""
元,[[24]],[0],0,middle,12,1,"[""\uff0c"", ""\u8d54\u507f"", ""500\u4e07""]","[""\u3011"", ""<EOR>""]","""<SOP>\u3010#\u53f6\u6c38\u9752\u88ab\u5224\u6284\u88ad\u6bd4\u5229\u65f6\u753b\u5bb6\u897f\u5c14\u4e07#\uff0c\u8d54\u507f500\u4e07"""
】,[[25]],[0],0,row_end,13,0,"[""\u8d54\u507f"", ""500\u4e07"", ""\u5143""]","[""<EOR>""]","""<SOP>\u3010#\u53f6\u6c38\u9752\u88ab\u5224\u6284\u88ad\u6bd4\u5229\u65f6\u753b\u5bb6\u897f\u5c14\u4e07#\uff0c\u8d54\u507f500\u4e07\u5143"""
