tokens,text_unit_component,row,split,row_position,start_dist,end_dist,backward,forward,anterior_passage
    ,"[[0, 1]]",[0],0,passage_start,0,15,"[""<SOR>""]","[""8\u6708"", ""22\u65e5"", ""\uff0c""]","""<SOP>"""
8月,"[[2, 3]]",[0],0,middle,1,14,"[""<SOR>"", ""    ""]","[""22\u65e5"", ""\uff0c"", ""\u636e""]","""<SOP>    """
22日,"[[4, 5]]",[0],0,middle,2,13,"[""<SOR>"", ""    "", ""8\u6708""]","[""\uff0c"", ""\u636e"", ""\u592e\u89c6""]","""<SOP>    8\u6708"""
，,[[6]],[0],0,middle,3,12,"[""    "", ""8\u6708"", ""22\u65e5""]","[""\u636e"", ""\u592e\u89c6"", ""\u65b0\u95fb""]","""<SOP>    8\u670822\u65e5"""
据,[[7]],[0],0,middle,4,11,"[""8\u6708"", ""22\u65e5"", ""\uff0c""]","[""\u592e\u89c6"", ""\u65b0\u95fb"", ""\u62a5\u9053""]","""8\u670822\u65e5\uff0c"""
央视,"[[8, 9]]",[0],0,middle,5,10,"[""22\u65e5"", ""\uff0c"", ""\u636e""]","[""\u65b0\u95fb"", ""\u62a5\u9053"", ""\uff0c""]","""8\u670822\u65e5\uff0c\u636e"""
新闻,"[[10, 11]]",[0],0,middle,6,9,"[""\uff0c"", ""\u636e"", ""\u592e\u89c6""]","[""\u62a5\u9053"", ""\uff0c"", ""\u603b\u53f0""]","""8\u670822\u65e5\uff0c\u636e\u592e\u89c6"""
报道,"[[12, 13]]",[0],0,middle,7,8,"[""\u636e"", ""\u592e\u89c6"", ""\u65b0\u95fb""]","[""\uff0c"", ""\u603b\u53f0"", ""\u8bb0\u8005""]","""8\u670822\u65e5\uff0c\u636e\u592e\u89c6\u65b0\u95fb"""
，,[[14]],[0],0,middle,8,7,"[""\u592e\u89c6"", ""\u65b0\u95fb"", ""\u62a5\u9053""]","[""\u603b\u53f0"", ""\u8bb0\u8005"", ""\u76ee\u51fb""]","""8\u670822\u65e5\uff0c\u636e\u592e\u89c6\u65b0\u95fb\u62a5\u9053"""
总台,"[[15, 16]]",[0],0,middle,9,6,"[""\u65b0\u95fb"", ""\u62a5\u9053"", ""\uff0c""]","[""\u8bb0\u8005"", ""\u76ee\u51fb"", ""\uff0c""]","""\u636e\u592e\u89c6\u65b0\u95fb\u62a5\u9053\uff0c"""
记者,"[[17, 18]]",[0],0,middle,10,5,"[""\u62a5\u9053"", ""\uff0c"", ""\u603b\u53f0""]","[""\u76ee\u51fb"", ""\uff0c"", ""\u5929\u6d25\u5e02""]","""\u636e\u592e\u89c6\u65b0\u95fb\u62a5\u9053\uff0c\u603b\u53f0"""
目击,"[[19, 20]]",[0],0,middle,11,4,"[""\uff0c"", ""\u603b\u53f0"", ""\u8bb0\u8005""]","[""\uff0c"", ""\u5929\u6d25\u5e02"", ""\u4f4d\u4e8e""]","""\u636e\u592e\u89c6\u65b0\u95fb\u62a5\u9053\uff0c\u603b\u53f0\u8bb0\u8005"""
，,[[21]],[0],0,middle,12,3,"[""\u603b\u53f0"", ""\u8bb0\u8005"", ""\u76ee\u51fb""]","[""\u5929\u6d25\u5e02"", ""\u4f4d\u4e8e"", ""\u5357\u5f00\u533a""]","""\u636e\u592e\u89c6\u65b0\u95fb\u62a5\u9053\uff0c\u603b\u53f0\u8bb0\u8005\u76ee\u51fb"""
