tokens,text_unit_component,row,split,row_position,start_dist,end_dist,backward,forward,anterior_passage
    ,"[[0, 1]]",[0],0,passage_start,0,21,"[""<SOR>""]","[""\u201c"", ""\u6211"", ""\u66fe\u7ecf""]","""<SOP>"""
“,[[2]],[0],0,middle,1,20,"[""<SOR>"", ""    ""]","[""\u6211"", ""\u66fe\u7ecf"", ""\u5728""]","""<SOP>    """
我,[[3]],[0],0,middle,2,19,"[""<SOR>"", ""    "", ""\u201c""]","[""\u66fe\u7ecf"", ""\u5728"", ""\u4e66""]","""<SOP>    \u201c"""
曾经,"[[4, 5]]",[0],0,middle,3,18,"[""    "", ""\u201c"", ""\u6211""]","[""\u5728"", ""\u4e66"", ""\u91cc""]","""<SOP>    \u201c\u6211"""
在,[[6]],[0],0,middle,4,17,"[""\u201c"", ""\u6211"", ""\u66fe\u7ecf""]","[""\u4e66"", ""\u91cc"", ""\u542c""]","""<SOP>    \u201c\u6211\u66fe\u7ecf"""
书,[[7]],[0],0,middle,5,16,"[""\u6211"", ""\u66fe\u7ecf"", ""\u5728""]","[""\u91cc"", ""\u542c"", ""\u8fc7""]","""<SOP>    \u201c\u6211\u66fe\u7ecf\u5728"""
里,[[8]],[0],0,middle,6,15,"[""\u66fe\u7ecf"", ""\u5728"", ""\u4e66""]","[""\u542c"", ""\u8fc7"", ""\uff0c""]","""<SOP>    \u201c\u6211\u66fe\u7ecf\u5728\u4e66"""
听,[[9]],[0],0,middle,7,14,"[""\u5728"", ""\u4e66"", ""\u91cc""]","[""\u8fc7"", ""\uff0c"", ""\u897f""]","""<SOP>    \u201c\u6211\u66fe\u7ecf\u5728\u4e66\u91cc"""
过,[[10]],[0],0,middle,8,13,"[""\u4e66"", ""\u91cc"", ""\u542c""]","[""\uff0c"", ""\u897f"", ""\u8352""]","""<SOP>    \u201c\u6211\u66fe\u7ecf\u5728\u4e66\u91cc\u542c"""
，,[[11]],[0],0,middle,9,12,"[""\u91cc"", ""\u542c"", ""\u8fc7""]","[""\u897f"", ""\u8352"", ""\u7684""]","""<SOP>    \u201c\u6211\u66fe\u7ecf\u5728\u4e66\u91cc\u542c\u8fc7"""
西,[[12]],[0],0,middle,10,11,"[""\u542c"", ""\u8fc7"", ""\uff0c""]","[""\u8352"", ""\u7684"", ""\u79cb""]","""\u201c\u6211\u66fe\u7ecf\u5728\u4e66\u91cc\u542c\u8fc7\uff0c"""
荒,[[13]],[0],0,middle,11,10,"[""\u8fc7"", ""\uff0c"", ""\u897f""]","[""\u7684"", ""\u79cb"", ""\u6602\u626c""]","""\u201c\u6211\u66fe\u7ecf\u5728\u4e66\u91cc\u542c\u8fc7\uff0c\u897f"""
的,[[14]],[0],0,middle,12,9,"[""\uff0c"", ""\u897f"", ""\u8352""]","[""\u79cb"", ""\u6602\u626c"", ""\u58ee\u9614""]","""\u201c\u6211\u66fe\u7ecf\u5728\u4e66\u91cc\u542c\u8fc7\uff0c\u897f\u8352"""
秋,[[15]],[0],0,middle,13,8,"[""\u897f"", ""\u8352"", ""\u7684""]","[""\u6602\u626c"", ""\u58ee\u9614"", ""\uff0c""]","""\u201c\u6211\u66fe\u7ecf\u5728\u4e66\u91cc\u542c\u8fc7\uff0c\u897f\u8352\u7684"""
昂扬,"[[16, 17]]",[0],0,middle,14,7,"[""\u8352"", ""\u7684"", ""\u79cb""]","[""\u58ee\u9614"", ""\uff0c"", ""\u53ef\u89c1""]","""\u201c\u6211\u66fe\u7ecf\u5728\u4e66\u91cc\u542c\u8fc7\uff0c\u897f\u8352\u7684\u79cb"""
壮阔,"[[18, 19]]",[0],0,middle,15,6,"[""\u7684"", ""\u79cb"", ""\u6602\u626c""]","[""\uff0c"", ""\u53ef\u89c1"", ""\u957f\u6cb3""]","""\u201c\u6211\u66fe\u7ecf\u5728\u4e66\u91cc\u542c\u8fc7\uff0c\u897f\u8352\u7684\u79cb\u6602\u626c"""
，,[[20]],[0],0,middle,16,5,"[""\u79cb"", ""\u6602\u626c"", ""\u58ee\u9614""]","[""\u53ef\u89c1"", ""\u957f\u6cb3"", ""\u843d\u65e5""]","""\u201c\u6211\u66fe\u7ecf\u5728\u4e66\u91cc\u542c\u8fc7\uff0c\u897f\u8352\u7684\u79cb\u6602\u626c\u58ee\u9614"""
可见,"[[21, 22]]",[0],0,middle,17,4,"[""\u6602\u626c"", ""\u58ee\u9614"", ""\uff0c""]","[""\u957f\u6cb3"", ""\u843d\u65e5"", ""\uff0c""]","""\u897f\u8352\u7684\u79cb\u6602\u626c\u58ee\u9614\uff0c"""
长河,"[[23, 24]]",[0],0,middle,18,3,"[""\u58ee\u9614"", ""\uff0c"", ""\u53ef\u89c1""]","[""\u843d\u65e5"", ""\uff0c"", ""\u5927\u6f20""]","""\u897f\u8352\u7684\u79cb\u6602\u626c\u58ee\u9614\uff0c\u53ef\u89c1"""
落日,"[[25, 26]]",[0],0,middle,19,2,"[""\uff0c"", ""\u53ef\u89c1"", ""\u957f\u6cb3""]","[""\uff0c"", ""\u5927\u6f20"", ""<EOR>""]","""\u897f\u8352\u7684\u79cb\u6602\u626c\u58ee\u9614\uff0c\u53ef\u89c1\u957f\u6cb3"""
，,[[27]],[0],0,middle,20,1,"[""\u53ef\u89c1"", ""\u957f\u6cb3"", ""\u843d\u65e5""]","[""\u5927\u6f20"", ""<EOR>""]","""\u897f\u8352\u7684\u79cb\u6602\u626c\u58ee\u9614\uff0c\u53ef\u89c1\u957f\u6cb3\u843d\u65e5"""
大漠,"[[28, 29]]",[0],0,row_end,21,0,"[""\u957f\u6cb3"", ""\u843d\u65e5"", ""\uff0c""]","[""<EOR>""]","""\u53ef\u89c1\u957f\u6cb3\u843d\u65e5\uff0c"""
孤,[[0]],[1],0,row_start,0,20,"[""<SOR>""]","[""\u70df"", ""\u3002"", ""\u5176\u5b9e""]","""\u53ef\u89c1\u957f\u6cb3\u843d\u65e5\uff0c\u5927\u6f20"""
烟,[[1]],[1],0,middle,1,19,"[""<SOR>"", ""\u5b64""]","[""\u3002"", ""\u5176\u5b9e"", ""\uff0c""]","""\u53ef\u89c1\u957f\u6cb3\u843d\u65e5\uff0c\u5927\u6f20\u5b64"""
。,[[2]],[1],0,middle,2,18,"[""<SOR>"", ""\u5b64"", ""\u70df""]","[""\u5176\u5b9e"", ""\uff0c"", ""\u4e0d\u53ea\u662f""]","""\u53ef\u89c1\u957f\u6cb3\u843d\u65e5\uff0c\u5927\u6f20\u5b64\u70df"""
其实,"[[3, 4]]",[1],0,middle,3,17,"[""\u5b64"", ""\u70df"", ""\u3002""]","[""\uff0c"", ""\u4e0d\u53ea\u662f"", ""\u897f\u8352""]","""\u5927\u6f20\u5b64\u70df\u3002"""
，,[[5]],[1],0,middle,4,16,"[""\u70df"", ""\u3002"", ""\u5176\u5b9e""]","[""\u4e0d\u53ea\u662f"", ""\u897f\u8352"", ""\uff0c""]","""\u5927\u6f20\u5b64\u70df\u3002\u5176\u5b9e"""
不只是,"[[6, 7, 8]]",[1],0,middle,5,15,"[""\u3002"", ""\u5176\u5b9e"", ""\uff0c""]","[""\u897f\u8352"", ""\uff0c"", ""\u6574\u4e2a""]","""\u5176\u5b9e\uff0c"""
西荒,"[[9, 10]]",[1],0,middle,6,14,"[""\u5176\u5b9e"", ""\uff0c"", ""\u4e0d\u53ea\u662f""]","[""\uff0c"", ""\u6574\u4e2a"", ""\u4e91\u8352""]","""\u5176\u5b9e\uff0c\u4e0d\u53ea\u662f"""
，,[[11]],[1],0,middle,7,13,"[""\uff0c"", ""\u4e0d\u53ea\u662f"", ""\u897f\u8352""]","[""\u6574\u4e2a"", ""\u4e91\u8352"", ""\uff0c""]","""\u5176\u5b9e\uff0c\u4e0d\u53ea\u662f\u897f\u8352"""
整个,"[[12, 13]]",[1],0,middle,8,12,"[""\u4e0d\u53ea\u662f"", ""\u897f\u8352"", ""\uff0c""]","[""\u4e91\u8352"", ""\uff0c"", ""\u6211""]","""\u4e0d\u53ea\u662f\u897f\u8352\uff0c"""
云荒,"[[14, 15]]",[1],0,middle,9,11,"[""\u897f\u8352"", ""\uff0c"", ""\u6574\u4e2a""]","[""\uff0c"", ""\u6211"", ""\u90fd""]","""\u4e0d\u53ea\u662f\u897f\u8352\uff0c\u6574\u4e2a"""
，,[[16]],[1],0,middle,10,10,"[""\uff0c"", ""\u6574\u4e2a"", ""\u4e91\u8352""]","[""\u6211"", ""\u90fd"", ""\u60f3""]","""\u4e0d\u53ea\u662f\u897f\u8352\uff0c\u6574\u4e2a\u4e91\u8352"""
我,[[17]],[1],0,middle,11,9,"[""\u6574\u4e2a"", ""\u4e91\u8352"", ""\uff0c""]","[""\u90fd"", ""\u60f3"", ""\u53bb""]","""\u6574\u4e2a\u4e91\u8352\uff0c"""
都,[[18]],[1],0,middle,12,8,"[""\u4e91\u8352"", ""\uff0c"", ""\u6211""]","[""\u60f3"", ""\u53bb"", ""\u6e38\u5386""]","""\u6574\u4e2a\u4e91\u8352\uff0c\u6211"""
想,[[19]],[1],0,middle,13,7,"[""\uff0c"", ""\u6211"", ""\u90fd""]","[""\u53bb"", ""\u6e38\u5386"", ""\uff0c""]","""\u6574\u4e2a\u4e91\u8352\uff0c\u6211\u90fd"""
去,[[20]],[1],0,middle,14,6,"[""\u6211"", ""\u90fd"", ""\u60f3""]","[""\u6e38\u5386"", ""\uff0c"", ""\u53bb""]","""\u6574\u4e2a\u4e91\u8352\uff0c\u6211\u90fd\u60f3"""
游历,"[[21, 22]]",[1],0,middle,15,5,"[""\u90fd"", ""\u60f3"", ""\u53bb""]","[""\uff0c"", ""\u53bb"", ""\u770b\u770b""]","""\u6574\u4e2a\u4e91\u8352\uff0c\u6211\u90fd\u60f3\u53bb"""
，,[[23]],[1],0,middle,16,4,"[""\u60f3"", ""\u53bb"", ""\u6e38\u5386""]","[""\u53bb"", ""\u770b\u770b"", ""\u5982""]","""\u6574\u4e2a\u4e91\u8352\uff0c\u6211\u90fd\u60f3\u53bb\u6e38\u5386"""
去,[[24]],[1],0,middle,17,3,"[""\u53bb"", ""\u6e38\u5386"", ""\uff0c""]","[""\u770b\u770b"", ""\u5982"", ""\u4e39\u9752""]","""\u6211\u90fd\u60f3\u53bb\u6e38\u5386\uff0c"""
看看,"[[25, 26]]",[1],0,middle,18,2,"[""\u6e38\u5386"", ""\uff0c"", ""\u53bb""]","[""\u5982"", ""\u4e39\u9752"", ""<EOR>""]","""\u6211\u90fd\u60f3\u53bb\u6e38\u5386\uff0c\u53bb"""
如,[[27]],[1],0,middle,19,1,"[""\uff0c"", ""\u53bb"", ""\u770b\u770b""]","[""\u4e39\u9752"", ""<EOR>""]","""\u6211\u90fd\u60f3\u53bb\u6e38\u5386\uff0c\u53bb\u770b\u770b"""
丹青,"[[28, 29]]",[1],0,row_end,20,0,"[""\u53bb"", ""\u770b\u770b"", ""\u5982""]","[""<EOR>""]","""\u6211\u90fd\u60f3\u53bb\u6e38\u5386\uff0c\u53bb\u770b\u770b\u5982"""
水墨,"[[0, 1]]",[2],0,row_start,0,20,"[""<SOR>""]","[""\u822c"", ""\u79c0\u4e3d"", ""\u7684""]","""\u6211\u90fd\u60f3\u53bb\u6e38\u5386\uff0c\u53bb\u770b\u770b\u5982\u4e39\u9752"""
般,[[2]],[2],0,middle,1,19,"[""<SOR>"", ""\u6c34\u58a8""]","[""\u79c0\u4e3d"", ""\u7684"", ""\u6c5f\u5357""]","""\u6211\u90fd\u60f3\u53bb\u6e38\u5386\uff0c\u53bb\u770b\u770b\u5982\u4e39\u9752\u6c34\u58a8"""
秀丽,"[[3, 4]]",[2],0,middle,2,18,"[""<SOR>"", ""\u6c34\u58a8"", ""\u822c""]","[""\u7684"", ""\u6c5f\u5357"", ""\uff0c""]","""\u6211\u90fd\u60f3\u53bb\u6e38\u5386\uff0c\u53bb\u770b\u770b\u5982\u4e39\u9752\u6c34\u58a8\u822c"""
的,[[5]],[2],0,middle,3,17,"[""\u6c34\u58a8"", ""\u822c"", ""\u79c0\u4e3d""]","[""\u6c5f\u5357"", ""\uff0c"", ""\u88ab""]","""\u6211\u90fd\u60f3\u53bb\u6e38\u5386\uff0c\u53bb\u770b\u770b\u5982\u4e39\u9752\u6c34\u58a8\u822c\u79c0\u4e3d"""
江南,"[[6, 7]]",[2],0,middle,4,16,"[""\u822c"", ""\u79c0\u4e3d"", ""\u7684""]","[""\uff0c"", ""\u88ab"", ""\u767d\u96ea""]","""\u6211\u90fd\u60f3\u53bb\u6e38\u5386\uff0c\u53bb\u770b\u770b\u5982\u4e39\u9752\u6c34\u58a8\u822c\u79c0\u4e3d\u7684"""
，,[[8]],[2],0,middle,5,15,"[""\u79c0\u4e3d"", ""\u7684"", ""\u6c5f\u5357""]","[""\u88ab"", ""\u767d\u96ea"", ""\u8986\u76d6""]","""\u6211\u90fd\u60f3\u53bb\u6e38\u5386\uff0c\u53bb\u770b\u770b\u5982\u4e39\u9752\u6c34\u58a8\u822c\u79c0\u4e3d\u7684\u6c5f\u5357"""
被,[[9]],[2],0,middle,6,14,"[""\u7684"", ""\u6c5f\u5357"", ""\uff0c""]","[""\u767d\u96ea"", ""\u8986\u76d6"", ""\uff0c""]","""\u53bb\u770b\u770b\u5982\u4e39\u9752\u6c34\u58a8\u822c\u79c0\u4e3d\u7684\u6c5f\u5357\uff0c"""
白雪,"[[10, 11]]",[2],0,middle,7,13,"[""\u6c5f\u5357"", ""\uff0c"", ""\u88ab""]","[""\u8986\u76d6"", ""\uff0c"", ""\u6d01\u767d""]","""\u53bb\u770b\u770b\u5982\u4e39\u9752\u6c34\u58a8\u822c\u79c0\u4e3d\u7684\u6c5f\u5357\uff0c\u88ab"""
覆盖,"[[12, 13]]",[2],0,middle,8,12,"[""\uff0c"", ""\u88ab"", ""\u767d\u96ea""]","[""\uff0c"", ""\u6d01\u767d"", ""\u5982""]","""\u53bb\u770b\u770b\u5982\u4e39\u9752\u6c34\u58a8\u822c\u79c0\u4e3d\u7684\u6c5f\u5357\uff0c\u88ab\u767d\u96ea"""
，,[[14]],[2],0,middle,9,11,"[""\u88ab"", ""\u767d\u96ea"", ""\u8986\u76d6""]","[""\u6d01\u767d"", ""\u5982"", ""\u7fbd""]","""\u53bb\u770b\u770b\u5982\u4e39\u9752\u6c34\u58a8\u822c\u79c0\u4e3d\u7684\u6c5f\u5357\uff0c\u88ab\u767d\u96ea\u8986\u76d6"""
洁白,"[[15, 16]]",[2],0,middle,10,10,"[""\u767d\u96ea"", ""\u8986\u76d6"", ""\uff0c""]","[""\u5982"", ""\u7fbd"", ""\u7684""]","""\u88ab\u767d\u96ea\u8986\u76d6\uff0c"""
如,[[17]],[2],0,middle,11,9,"[""\u8986\u76d6"", ""\uff0c"", ""\u6d01\u767d""]","[""\u7fbd"", ""\u7684"", ""\u5317\u91ce""]","""\u88ab\u767d\u96ea\u8986\u76d6\uff0c\u6d01\u767d"""
羽,[[18]],[2],0,middle,12,8,"[""\uff0c"", ""\u6d01\u767d"", ""\u5982""]","[""\u7684"", ""\u5317\u91ce"", ""\uff0c""]","""\u88ab\u767d\u96ea\u8986\u76d6\uff0c\u6d01\u767d\u5982"""
的,[[19]],[2],0,middle,13,7,"[""\u6d01\u767d"", ""\u5982"", ""\u7fbd""]","[""\u5317\u91ce"", ""\uff0c"", ""\u6709""]","""\u88ab\u767d\u96ea\u8986\u76d6\uff0c\u6d01\u767d\u5982\u7fbd"""
北野,"[[20, 21]]",[2],0,middle,14,6,"[""\u5982"", ""\u7fbd"", ""\u7684""]","[""\uff0c"", ""\u6709"", ""\u673a\u4f1a""]","""\u88ab\u767d\u96ea\u8986\u76d6\uff0c\u6d01\u767d\u5982\u7fbd\u7684"""
，,[[22]],[2],0,middle,15,5,"[""\u7fbd"", ""\u7684"", ""\u5317\u91ce""]","[""\u6709"", ""\u673a\u4f1a"", ""\u4e00\u5b9a""]","""\u88ab\u767d\u96ea\u8986\u76d6\uff0c\u6d01\u767d\u5982\u7fbd\u7684\u5317\u91ce"""
有,[[23]],[2],0,middle,16,4,"[""\u7684"", ""\u5317\u91ce"", ""\uff0c""]","[""\u673a\u4f1a"", ""\u4e00\u5b9a"", ""\u8981""]","""\u6d01\u767d\u5982\u7fbd\u7684\u5317\u91ce\uff0c"""
机会,"[[24, 25]]",[2],0,middle,17,3,"[""\u5317\u91ce"", ""\uff0c"", ""\u6709""]","[""\u4e00\u5b9a"", ""\u8981"", ""\u53bb""]","""\u6d01\u767d\u5982\u7fbd\u7684\u5317\u91ce\uff0c\u6709"""
一定,"[[26, 27]]",[2],0,middle,18,2,"[""\uff0c"", ""\u6709"", ""\u673a\u4f1a""]","[""\u8981"", ""\u53bb"", ""<EOR>""]","""\u6d01\u767d\u5982\u7fbd\u7684\u5317\u91ce\uff0c\u6709\u673a\u4f1a"""
要,[[28]],[2],0,middle,19,1,"[""\u6709"", ""\u673a\u4f1a"", ""\u4e00\u5b9a""]","[""\u53bb"", ""<EOR>""]","""\u6d01\u767d\u5982\u7fbd\u7684\u5317\u91ce\uff0c\u6709\u673a\u4f1a\u4e00\u5b9a"""
去,[[29]],[2],0,row_end,20,0,"[""\u673a\u4f1a"", ""\u4e00\u5b9a"", ""\u8981""]","[""<EOR>""]","""\u6d01\u767d\u5982\u7fbd\u7684\u5317\u91ce\uff0c\u6709\u673a\u4f1a\u4e00\u5b9a\u8981"""
看,[[0]],[3],0,row_start,0,3,"[""<SOR>""]","[""\u4e00\u4e0b"", ""\u3002"", ""\u201d""]","""\u6d01\u767d\u5982\u7fbd\u7684\u5317\u91ce\uff0c\u6709\u673a\u4f1a\u4e00\u5b9a\u8981\u53bb"""
一下,"[[1, 2]]",[3],0,middle,1,2,"[""<SOR>"", ""\u770b""]","[""\u3002"", ""\u201d"", ""<EOR>""]","""\u6d01\u767d\u5982\u7fbd\u7684\u5317\u91ce\uff0c\u6709\u673a\u4f1a\u4e00\u5b9a\u8981\u53bb\u770b"""
。,[[3]],[3],0,middle,2,1,"[""<SOR>"", ""\u770b"", ""\u4e00\u4e0b""]","[""\u201d"", ""<EOR>""]","""\u6d01\u767d\u5982\u7fbd\u7684\u5317\u91ce\uff0c\u6709\u673a\u4f1a\u4e00\u5b9a\u8981\u53bb\u770b\u4e00\u4e0b"""
”,[[4]],[3],0,row_end,3,0,"[""\u770b"", ""\u4e00\u4e0b"", ""\u3002""]","[""<EOR>""]","""\u6709\u673a\u4f1a\u4e00\u5b9a\u8981\u53bb\u770b\u4e00\u4e0b\u3002"""
    ,"[[0, 1]]",[4],0,row_start,0,22,"[""<SOR>""]","[""\u4eba\u5fc3"", ""\u4e0d\u662f"", ""\u7b3c""]","""\u6709\u673a\u4f1a\u4e00\u5b9a\u8981\u53bb\u770b\u4e00\u4e0b\u3002\u201d"""
人心,"[[2, 3]]",[4],0,middle,1,21,"[""<SOR>"", ""    ""]","[""\u4e0d\u662f"", ""\u7b3c"", ""\u4e2d""]","""\u201d    """
不是,"[[4, 5]]",[4],0,middle,2,20,"[""<SOR>"", ""    "", ""\u4eba\u5fc3""]","[""\u7b3c"", ""\u4e2d"", ""\u9e1f""]","""\u201d    \u4eba\u5fc3"""
笼,[[6]],[4],0,middle,3,19,"[""    "", ""\u4eba\u5fc3"", ""\u4e0d\u662f""]","[""\u4e2d"", ""\u9e1f"", ""\uff0c""]","""\u201d    \u4eba\u5fc3\u4e0d\u662f"""
中,[[7]],[4],0,middle,4,18,"[""\u4eba\u5fc3"", ""\u4e0d\u662f"", ""\u7b3c""]","[""\u9e1f"", ""\uff0c"", ""\u800c\u662f""]","""\u201d    \u4eba\u5fc3\u4e0d\u662f\u7b3c"""
鸟,[[8]],[4],0,middle,5,17,"[""\u4e0d\u662f"", ""\u7b3c"", ""\u4e2d""]","[""\uff0c"", ""\u800c\u662f"", ""\u539f""]","""\u201d    \u4eba\u5fc3\u4e0d\u662f\u7b3c\u4e2d"""
，,[[9]],[4],0,middle,6,16,"[""\u7b3c"", ""\u4e2d"", ""\u9e1f""]","[""\u800c\u662f"", ""\u539f"", ""\u4e0a""]","""\u201d    \u4eba\u5fc3\u4e0d\u662f\u7b3c\u4e2d\u9e1f"""
而是,"[[10, 11]]",[4],0,middle,7,15,"[""\u4e2d"", ""\u9e1f"", ""\uff0c""]","[""\u539f"", ""\u4e0a"", ""\u8349""]","""\u4eba\u5fc3\u4e0d\u662f\u7b3c\u4e2d\u9e1f\uff0c"""
原,[[12]],[4],0,middle,8,14,"[""\u9e1f"", ""\uff0c"", ""\u800c\u662f""]","[""\u4e0a"", ""\u8349"", ""\uff0c""]","""\u4eba\u5fc3\u4e0d\u662f\u7b3c\u4e2d\u9e1f\uff0c\u800c\u662f"""
上,[[13]],[4],0,middle,9,13,"[""\uff0c"", ""\u800c\u662f"", ""\u539f""]","[""\u8349"", ""\uff0c"", ""\u79cd\u79cd""]","""\u4eba\u5fc3\u4e0d\u662f\u7b3c\u4e2d\u9e1f\uff0c\u800c\u662f\u539f"""
草,[[14]],[4],0,middle,10,12,"[""\u800c\u662f"", ""\u539f"", ""\u4e0a""]","[""\uff0c"", ""\u79cd\u79cd"", ""\u5f80\u4e8b""]","""\u4eba\u5fc3\u4e0d\u662f\u7b3c\u4e2d\u9e1f\uff0c\u800c\u662f\u539f\u4e0a"""
，,[[15]],[4],0,middle,11,11,"[""\u539f"", ""\u4e0a"", ""\u8349""]","[""\u79cd\u79cd"", ""\u5f80\u4e8b"", ""\u5c3d""]","""\u4eba\u5fc3\u4e0d\u662f\u7b3c\u4e2d\u9e1f\uff0c\u800c\u662f\u539f\u4e0a\u8349"""
种种,"[[16, 17]]",[4],0,middle,12,10,"[""\u4e0a"", ""\u8349"", ""\uff0c""]","[""\u5f80\u4e8b"", ""\u5c3d"", ""\u711a""]","""\u800c\u662f\u539f\u4e0a\u8349\uff0c"""
往事,"[[18, 19]]",[4],0,middle,13,9,"[""\u8349"", ""\uff0c"", ""\u79cd\u79cd""]","[""\u5c3d"", ""\u711a"", ""\u4e8e""]","""\u800c\u662f\u539f\u4e0a\u8349\uff0c\u79cd\u79cd"""
尽,[[20]],[4],0,middle,14,8,"[""\uff0c"", ""\u79cd\u79cd"", ""\u5f80\u4e8b""]","[""\u711a"", ""\u4e8e"", ""\u6b64""]","""\u800c\u662f\u539f\u4e0a\u8349\uff0c\u79cd\u79cd\u5f80\u4e8b"""
焚,[[21]],[4],0,middle,15,7,"[""\u79cd\u79cd"", ""\u5f80\u4e8b"", ""\u5c3d""]","[""\u4e8e"", ""\u6b64"", ""\uff0c""]","""\u800c\u662f\u539f\u4e0a\u8349\uff0c\u79cd\u79cd\u5f80\u4e8b\u5c3d"""
于,[[22]],[4],0,middle,16,6,"[""\u5f80\u4e8b"", ""\u5c3d"", ""\u711a""]","[""\u6b64"", ""\uff0c"", ""\u53ea""]","""\u800c\u662f\u539f\u4e0a\u8349\uff0c\u79cd\u79cd\u5f80\u4e8b\u5c3d\u711a"""
此,[[23]],[4],0,middle,17,5,"[""\u5c3d"", ""\u711a"", ""\u4e8e""]","[""\uff0c"", ""\u53ea"", ""\u5f85""]","""\u800c\u662f\u539f\u4e0a\u8349\uff0c\u79cd\u79cd\u5f80\u4e8b\u5c3d\u711a\u4e8e"""
，,[[24]],[4],0,middle,18,4,"[""\u711a"", ""\u4e8e"", ""\u6b64""]","[""\u53ea"", ""\u5f85"", ""\u6625\u98ce""]","""\u800c\u662f\u539f\u4e0a\u8349\uff0c\u79cd\u79cd\u5f80\u4e8b\u5c3d\u711a\u4e8e\u6b64"""
只,[[25]],[4],0,middle,19,3,"[""\u4e8e"", ""\u6b64"", ""\uff0c""]","[""\u5f85"", ""\u6625\u98ce"", ""\u4e00""]","""\u79cd\u79cd\u5f80\u4e8b\u5c3d\u711a\u4e8e\u6b64\uff0c"""
待,[[26]],[4],0,middle,20,2,"[""\u6b64"", ""\uff0c"", ""\u53ea""]","[""\u6625\u98ce"", ""\u4e00"", ""<EOR>""]","""\u79cd\u79cd\u5f80\u4e8b\u5c3d\u711a\u4e8e\u6b64\uff0c\u53ea"""
春风,"[[27, 28]]",[4],0,middle,21,1,"[""\uff0c"", ""\u53ea"", ""\u5f85""]","[""\u4e00"", ""<EOR>""]","""\u79cd\u79cd\u5f80\u4e8b\u5c3d\u711a\u4e8e\u6b64\uff0c\u53ea\u5f85"""
一,[[29]],[4],0,row_end,22,0,"[""\u53ea"", ""\u5f85"", ""\u6625\u98ce""]","[""<EOR>""]","""\u79cd\u79cd\u5f80\u4e8b\u5c3d\u711a\u4e8e\u6b64\uff0c\u53ea\u5f85\u6625\u98ce"""
至,[[0]],[5],0,row_start,0,14,"[""<SOR>""]","[""\uff0c"", ""\u4fbf"", ""\u4f1a""]","""\u79cd\u79cd\u5f80\u4e8b\u5c3d\u711a\u4e8e\u6b64\uff0c\u53ea\u5f85\u6625\u98ce\u4e00"""
