tokens,text_unit_component,row,split,row_position,start_dist,end_dist,backward,forward,anterior_passage
【,[[0]],[0],0,passage_start,0,3,"[""<SOR>""]","[""\u53f0\u7403\u9986"", ""\u8bc4\u4ef7"", ""\u3011""]","""<SOP>"""
台球馆,"[[1, 2, 3]]",[0],0,middle,1,2,"[""<SOR>"", ""\u3010""]","[""\u8bc4\u4ef7"", ""\u3011"", ""<EOR>""]","""<SOP>\u3010"""
评价,"[[4, 5]]",[0],0,middle,2,1,"[""<SOR>"", ""\u3010"", ""\u53f0\u7403\u9986""]","[""\u3011"", ""<EOR>""]","""<SOP>\u3010\u53f0\u7403\u9986"""
】,[[6]],[0],0,row_end,3,0,"[""\u3010"", ""\u53f0\u7403\u9986"", ""\u8bc4\u4ef7""]","[""<EOR>""]","""<SOP>\u3010\u53f0\u7403\u9986\u8bc4\u4ef7"""
    ,"[[0, 1]]",[1],0,row_start,0,18,"[""<SOR>""]","[""\u5730\u5740"", ""\u5728"", ""\u4e1c\u738b\u5e84""]","""<SOP>\u3010\u53f0\u7403\u9986\u8bc4\u4ef7\u3011"""
地址,"[[2, 3]]",[1],0,middle,1,17,"[""<SOR>"", ""    ""]","[""\u5728"", ""\u4e1c\u738b\u5e84"", ""\u5c0f\u533a""]","""<SOP>\u3010\u53f0\u7403\u9986\u8bc4\u4ef7\u3011    """
在,[[4]],[1],0,middle,2,16,"[""<SOR>"", ""    "", ""\u5730\u5740""]","[""\u4e1c\u738b\u5e84"", ""\u5c0f\u533a"", ""\u91cc""]","""<SOP>\u3010\u53f0\u7403\u9986\u8bc4\u4ef7\u3011    \u5730\u5740"""
东王庄,"[[5, 6, 7]]",[1],0,middle,3,15,"[""    "", ""\u5730\u5740"", ""\u5728""]","[""\u5c0f\u533a"", ""\u91cc"", ""\uff0c""]","""<SOP>\u3010\u53f0\u7403\u9986\u8bc4\u4ef7\u3011    \u5730\u5740\u5728"""
小区,"[[8, 9]]",[1],0,middle,4,14,"[""\u5730\u5740"", ""\u5728"", ""\u4e1c\u738b\u5e84""]","[""\u91cc"", ""\uff0c"", ""\u8fdb""]","""<SOP>\u3010\u53f0\u7403\u9986\u8bc4\u4ef7\u3011    \u5730\u5740\u5728\u4e1c\u738b\u5e84"""
里,[[10]],[1],0,middle,5,13,"[""\u5728"", ""\u4e1c\u738b\u5e84"", ""\u5c0f\u533a""]","[""\uff0c"", ""\u8fdb"", ""\u5927\u95e8""]","""<SOP>\u3010\u53f0\u7403\u9986\u8bc4\u4ef7\u3011    \u5730\u5740\u5728\u4e1c\u738b\u5e84\u5c0f\u533a"""
，,[[11]],[1],0,middle,6,12,"[""\u4e1c\u738b\u5e84"", ""\u5c0f\u533a"", ""\u91cc""]","[""\u8fdb"", ""\u5927\u95e8"", ""\u4e4b\u540e""]","""<SOP>\u3010\u53f0\u7403\u9986\u8bc4\u4ef7\u3011    \u5730\u5740\u5728\u4e1c\u738b\u5e84\u5c0f\u533a\u91cc"""
进,[[12]],[1],0,middle,7,11,"[""\u5c0f\u533a"", ""\u91cc"", ""\uff0c""]","[""\u5927\u95e8"", ""\u4e4b\u540e"", ""\u5f80""]","""\u5730\u5740\u5728\u4e1c\u738b\u5e84\u5c0f\u533a\u91cc\uff0c"""
