tokens,text_unit_component,row,split,row_position,start_dist,end_dist,backward,forward,anterior_passage
    ,"[[0, 1]]",[0],0,passage_start,0,18,"[""<SOR>""]","[""\u6606\u660e"", ""\u6ec7\u6c60"", ""\u5cb8\u8fb9""]","""<SOP>"""
昆明,"[[2, 3]]",[0],0,middle,1,17,"[""<SOR>"", ""    ""]","[""\u6ec7\u6c60"", ""\u5cb8\u8fb9"", ""\u7684""]","""<SOP>    """
滇池,"[[4, 5]]",[0],0,middle,2,16,"[""<SOR>"", ""    "", ""\u6606\u660e""]","[""\u5cb8\u8fb9"", ""\u7684"", ""\u767d\u9c7c\u53e3""]","""<SOP>    \u6606\u660e"""
岸边,"[[6, 7]]",[0],0,middle,3,15,"[""    "", ""\u6606\u660e"", ""\u6ec7\u6c60""]","[""\u7684"", ""\u767d\u9c7c\u53e3"", ""\u5de5\u4eba""]","""<SOP>    \u6606\u660e\u6ec7\u6c60"""
的,[[8]],[0],0,middle,4,14,"[""\u6606\u660e"", ""\u6ec7\u6c60"", ""\u5cb8\u8fb9""]","[""\u767d\u9c7c\u53e3"", ""\u5de5\u4eba"", ""\u7597\u517b\u9662""]","""<SOP>    \u6606\u660e\u6ec7\u6c60\u5cb8\u8fb9"""
白鱼口,"[[9, 10, 11]]",[0],0,middle,5,13,"[""\u6ec7\u6c60"", ""\u5cb8\u8fb9"", ""\u7684""]","[""\u5de5\u4eba"", ""\u7597\u517b\u9662"", ""\uff0c""]","""<SOP>    \u6606\u660e\u6ec7\u6c60\u5cb8\u8fb9\u7684"""
工人,"[[12, 13]]",[0],0,middle,6,12,"[""\u5cb8\u8fb9"", ""\u7684"", ""\u767d\u9c7c\u53e3""]","[""\u7597\u517b\u9662"", ""\uff0c"", ""\u6709""]","""<SOP>    \u6606\u660e\u6ec7\u6c60\u5cb8\u8fb9\u7684\u767d\u9c7c\u53e3"""
疗养院,"[[14, 15, 16]]",[0],0,middle,7,11,"[""\u7684"", ""\u767d\u9c7c\u53e3"", ""\u5de5\u4eba""]","[""\uff0c"", ""\u6709"", ""\u5c71""]","""<SOP>    \u6606\u660e\u6ec7\u6c60\u5cb8\u8fb9\u7684\u767d\u9c7c\u53e3\u5de5\u4eba"""
，,[[17]],[0],0,middle,8,10,"[""\u767d\u9c7c\u53e3"", ""\u5de5\u4eba"", ""\u7597\u517b\u9662""]","[""\u6709"", ""\u5c71"", ""\u6709""]","""<SOP>    \u6606\u660e\u6ec7\u6c60\u5cb8\u8fb9\u7684\u767d\u9c7c\u53e3\u5de5\u4eba\u7597\u517b\u9662"""
有,[[18]],[0],0,middle,9,9,"[""\u5de5\u4eba"", ""\u7597\u517b\u9662"", ""\uff0c""]","[""\u5c71"", ""\u6709"", ""\u6c34""]","""\u6606\u660e\u6ec7\u6c60\u5cb8\u8fb9\u7684\u767d\u9c7c\u53e3\u5de5\u4eba\u7597\u517b\u9662\uff0c"""
山,[[19]],[0],0,middle,10,8,"[""\u7597\u517b\u9662"", ""\uff0c"", ""\u6709""]","[""\u6709"", ""\u6c34"", ""\u6709""]","""\u6606\u660e\u6ec7\u6c60\u5cb8\u8fb9\u7684\u767d\u9c7c\u53e3\u5de5\u4eba\u7597\u517b\u9662\uff0c\u6709"""
有,[[20]],[0],0,middle,11,7,"[""\uff0c"", ""\u6709"", ""\u5c71""]","[""\u6c34"", ""\u6709"", ""\u82b1""]","""\u6606\u660e\u6ec7\u6c60\u5cb8\u8fb9\u7684\u767d\u9c7c\u53e3\u5de5\u4eba\u7597\u517b\u9662\uff0c\u6709\u5c71"""
水,[[21]],[0],0,middle,12,6,"[""\u6709"", ""\u5c71"", ""\u6709""]","[""\u6709"", ""\u82b1"", ""\u98ce\u666f""]","""\u6606\u660e\u6ec7\u6c60\u5cb8\u8fb9\u7684\u767d\u9c7c\u53e3\u5de5\u4eba\u7597\u517b\u9662\uff0c\u6709\u5c71\u6709"""
有,[[22]],[0],0,middle,13,5,"[""\u5c71"", ""\u6709"", ""\u6c34""]","[""\u82b1"", ""\u98ce\u666f"", ""\u5b9c\u4eba""]","""\u6606\u660e\u6ec7\u6c60\u5cb8\u8fb9\u7684\u767d\u9c7c\u53e3\u5de5\u4eba\u7597\u517b\u9662\uff0c\u6709\u5c71\u6709\u6c34"""
花,[[23]],[0],0,middle,14,4,"[""\u6709"", ""\u6c34"", ""\u6709""]","[""\u98ce\u666f"", ""\u5b9c\u4eba"", ""\uff0c""]","""\u6606\u660e\u6ec7\u6c60\u5cb8\u8fb9\u7684\u767d\u9c7c\u53e3\u5de5\u4eba\u7597\u517b\u9662\uff0c\u6709\u5c71\u6709\u6c34\u6709"""
风景,"[[24, 25]]",[0],0,middle,15,3,"[""\u6c34"", ""\u6709"", ""\u82b1""]","[""\u5b9c\u4eba"", ""\uff0c"", ""\u8d70""]","""\u6606\u660e\u6ec7\u6c60\u5cb8\u8fb9\u7684\u767d\u9c7c\u53e3\u5de5\u4eba\u7597\u517b\u9662\uff0c\u6709\u5c71\u6709\u6c34\u6709\u82b1"""
宜人,"[[26, 27]]",[0],0,middle,16,2,"[""\u6709"", ""\u82b1"", ""\u98ce\u666f""]","[""\uff0c"", ""\u8d70"", ""<EOR>""]","""\u6606\u660e\u6ec7\u6c60\u5cb8\u8fb9\u7684\u767d\u9c7c\u53e3\u5de5\u4eba\u7597\u517b\u9662\uff0c\u6709\u5c71\u6709\u6c34\u6709\u82b1\u98ce\u666f"""
，,[[28]],[0],0,middle,17,1,"[""\u82b1"", ""\u98ce\u666f"", ""\u5b9c\u4eba""]","[""\u8d70"", ""<EOR>""]","""\u6606\u660e\u6ec7\u6c60\u5cb8\u8fb9\u7684\u767d\u9c7c\u53e3\u5de5\u4eba\u7597\u517b\u9662\uff0c\u6709\u5c71\u6709\u6c34\u6709\u82b1\u98ce\u666f\u5b9c\u4eba"""
走,[[29]],[0],0,row_end,18,0,"[""\u98ce\u666f"", ""\u5b9c\u4eba"", ""\uff0c""]","[""<EOR>""]","""\u6709\u5c71\u6709\u6c34\u6709\u82b1\u98ce\u666f\u5b9c\u4eba\uff0c"""
昆明,"[[0, 1]]",[1],0,row_start,0,18,"[""<SOR>""]","[""\u6700"", ""\u7f8e\u7684"", ""\u9ad8\u6d77""]","""\u6709\u5c71\u6709\u6c34\u6709\u82b1\u98ce\u666f\u5b9c\u4eba\uff0c\u8d70"""
最,[[2]],[1],0,middle,1,17,"[""<SOR>"", ""\u6606\u660e""]","[""\u7f8e\u7684"", ""\u9ad8\u6d77"", ""\u9ad8\u901f""]","""\u6709\u5c71\u6709\u6c34\u6709\u82b1\u98ce\u666f\u5b9c\u4eba\uff0c\u8d70\u6606\u660e"""
美的,"[[3, 4]]",[1],0,middle,2,16,"[""<SOR>"", ""\u6606\u660e"", ""\u6700""]","[""\u9ad8\u6d77"", ""\u9ad8\u901f"", ""\u53ea""]","""\u6709\u5c71\u6709\u6c34\u6709\u82b1\u98ce\u666f\u5b9c\u4eba\uff0c\u8d70\u6606\u660e\u6700"""
高海,"[[5, 6]]",[1],0,middle,3,15,"[""\u6606\u660e"", ""\u6700"", ""\u7f8e\u7684""]","[""\u9ad8\u901f"", ""\u53ea"", ""\u9700""]","""\u6709\u5c71\u6709\u6c34\u6709\u82b1\u98ce\u666f\u5b9c\u4eba\uff0c\u8d70\u6606\u660e\u6700\u7f8e\u7684"""
