tokens,text_unit_component,row,split,row_position,start_dist,end_dist,backward,forward,anterior_passage
【,[[0]],[0],0,passage_start,0,9,"[""<SOR>""]","[""\u7236\u6bcd"", ""\u7684"", ""\u804c\u4e1a""]","""<SOP>"""
父母,"[[1, 2]]",[0],0,middle,1,8,"[""<SOR>"", ""\u3010""]","[""\u7684"", ""\u804c\u4e1a"", ""\u5bf9""]","""<SOP>\u3010"""
的,[[3]],[0],0,middle,2,7,"[""<SOR>"", ""\u3010"", ""\u7236\u6bcd""]","[""\u804c\u4e1a"", ""\u5bf9"", ""\u5c0f\u5b69""]","""<SOP>\u3010\u7236\u6bcd"""
职业,"[[4, 5]]",[0],0,middle,3,6,"[""\u3010"", ""\u7236\u6bcd"", ""\u7684""]","[""\u5bf9"", ""\u5c0f\u5b69"", ""\u5f71\u54cd""]","""<SOP>\u3010\u7236\u6bcd\u7684"""
对,[[6]],[0],0,middle,4,5,"[""\u7236\u6bcd"", ""\u7684"", ""\u804c\u4e1a""]","[""\u5c0f\u5b69"", ""\u5f71\u54cd"", ""\u6709""]","""<SOP>\u3010\u7236\u6bcd\u7684\u804c\u4e1a"""
小孩,"[[7, 8]]",[0],0,middle,5,4,"[""\u7684"", ""\u804c\u4e1a"", ""\u5bf9""]","[""\u5f71\u54cd"", ""\u6709"", ""\u591a\u5927""]","""<SOP>\u3010\u7236\u6bcd\u7684\u804c\u4e1a\u5bf9"""
影响,"[[9, 10]]",[0],0,middle,6,3,"[""\u804c\u4e1a"", ""\u5bf9"", ""\u5c0f\u5b69""]","[""\u6709"", ""\u591a\u5927"", ""\u3011""]","""<SOP>\u3010\u7236\u6bcd\u7684\u804c\u4e1a\u5bf9\u5c0f\u5b69"""
有,[[11]],[0],0,middle,7,2,"[""\u5bf9"", ""\u5c0f\u5b69"", ""\u5f71\u54cd""]","[""\u591a\u5927"", ""\u3011"", ""<EOR>""]","""<SOP>\u3010\u7236\u6bcd\u7684\u804c\u4e1a\u5bf9\u5c0f\u5b69\u5f71\u54cd"""
多大,"[[12, 13]]",[0],0,middle,8,1,"[""\u5c0f\u5b69"", ""\u5f71\u54cd"", ""\u6709""]","[""\u3011"", ""<EOR>""]","""<SOP>\u3010\u7236\u6bcd\u7684\u804c\u4e1a\u5bf9\u5c0f\u5b69\u5f71\u54cd\u6709"""
】,[[14]],[0],0,row_end,9,0,"[""\u5f71\u54cd"", ""\u6709"", ""\u591a\u5927""]","[""<EOR>""]","""<SOP>\u3010\u7236\u6bcd\u7684\u804c\u4e1a\u5bf9\u5c0f\u5b69\u5f71\u54cd\u6709\u591a\u5927"""
    ,"[[0, 1]]",[1],0,row_start,0,17,"[""<SOR>""]","[""\u6211"", ""\u5973\u513f"", ""\u5e7c\u513f\u56ed""]","""<SOP>\u3010\u7236\u6bcd\u7684\u804c\u4e1a\u5bf9\u5c0f\u5b69\u5f71\u54cd\u6709\u591a\u5927\u3011"""
我,[[2]],[1],0,middle,1,16,"[""<SOR>"", ""    ""]","[""\u5973\u513f"", ""\u5e7c\u513f\u56ed"", ""\u7684""]","""<SOP>\u3010\u7236\u6bcd\u7684\u804c\u4e1a\u5bf9\u5c0f\u5b69\u5f71\u54cd\u6709\u591a\u5927\u3011    """
女儿,"[[3, 4]]",[1],0,middle,2,15,"[""<SOR>"", ""    "", ""\u6211""]","[""\u5e7c\u513f\u56ed"", ""\u7684"", ""\u65f6\u5019""]","""<SOP>\u3010\u7236\u6bcd\u7684\u804c\u4e1a\u5bf9\u5c0f\u5b69\u5f71\u54cd\u6709\u591a\u5927\u3011    \u6211"""
幼儿园,"[[5, 6, 7]]",[1],0,middle,3,14,"[""    "", ""\u6211"", ""\u5973\u513f""]","[""\u7684"", ""\u65f6\u5019"", ""\uff0c""]","""<SOP>\u3010\u7236\u6bcd\u7684\u804c\u4e1a\u5bf9\u5c0f\u5b69\u5f71\u54cd\u6709\u591a\u5927\u3011    \u6211\u5973\u513f"""
的,[[8]],[1],0,middle,4,13,"[""\u6211"", ""\u5973\u513f"", ""\u5e7c\u513f\u56ed""]","[""\u65f6\u5019"", ""\uff0c"", ""\u4e0a\u5348""]","""<SOP>\u3010\u7236\u6bcd\u7684\u804c\u4e1a\u5bf9\u5c0f\u5b69\u5f71\u54cd\u6709\u591a\u5927\u3011    \u6211\u5973\u513f\u5e7c\u513f\u56ed"""
时候,"[[9, 10]]",[1],0,middle,5,12,"[""\u5973\u513f"", ""\u5e7c\u513f\u56ed"", ""\u7684""]","[""\uff0c"", ""\u4e0a\u5348"", ""\u548c""]","""<SOP>\u3010\u7236\u6bcd\u7684\u804c\u4e1a\u5bf9\u5c0f\u5b69\u5f71\u54cd\u6709\u591a\u5927\u3011    \u6211\u5973\u513f\u5e7c\u513f\u56ed\u7684"""
，,[[11]],[1],0,middle,6,11,"[""\u5e7c\u513f\u56ed"", ""\u7684"", ""\u65f6\u5019""]","[""\u4e0a\u5348"", ""\u548c"", ""\u5c0f\u670b\u53cb""]","""<SOP>\u3010\u7236\u6bcd\u7684\u804c\u4e1a\u5bf9\u5c0f\u5b69\u5f71\u54cd\u6709\u591a\u5927\u3011    \u6211\u5973\u513f\u5e7c\u513f\u56ed\u7684\u65f6\u5019"""
上午,"[[12, 13]]",[1],0,middle,7,10,"[""\u7684"", ""\u65f6\u5019"", ""\uff0c""]","[""\u548c"", ""\u5c0f\u670b\u53cb"", ""\u5435""]","""\u6211\u5973\u513f\u5e7c\u513f\u56ed\u7684\u65f6\u5019\uff0c"""
和,[[14]],[1],0,middle,8,9,"[""\u65f6\u5019"", ""\uff0c"", ""\u4e0a\u5348""]","[""\u5c0f\u670b\u53cb"", ""\u5435"", ""\u4e86""]","""\u6211\u5973\u513f\u5e7c\u513f\u56ed\u7684\u65f6\u5019\uff0c\u4e0a\u5348"""
小朋友,"[[15, 16, 17]]",[1],0,middle,9,8,"[""\uff0c"", ""\u4e0a\u5348"", ""\u548c""]","[""\u5435"", ""\u4e86"", ""\u67b6""]","""\u6211\u5973\u513f\u5e7c\u513f\u56ed\u7684\u65f6\u5019\uff0c\u4e0a\u5348\u548c"""
吵,[[18]],[1],0,middle,10,7,"[""\u4e0a\u5348"", ""\u548c"", ""\u5c0f\u670b\u53cb""]","[""\u4e86"", ""\u67b6"", ""\uff0c""]","""\u6211\u5973\u513f\u5e7c\u513f\u56ed\u7684\u65f6\u5019\uff0c\u4e0a\u5348\u548c\u5c0f\u670b\u53cb"""
了,[[19]],[1],0,middle,11,6,"[""\u548c"", ""\u5c0f\u670b\u53cb"", ""\u5435""]","[""\u67b6"", ""\uff0c"", ""\u4e0b\u5348""]","""\u6211\u5973\u513f\u5e7c\u513f\u56ed\u7684\u65f6\u5019\uff0c\u4e0a\u5348\u548c\u5c0f\u670b\u53cb\u5435"""
架,[[20]],[1],0,middle,12,5,"[""\u5c0f\u670b\u53cb"", ""\u5435"", ""\u4e86""]","[""\uff0c"", ""\u4e0b\u5348"", ""\u5c0f\u670b\u53cb""]","""\u6211\u5973\u513f\u5e7c\u513f\u56ed\u7684\u65f6\u5019\uff0c\u4e0a\u5348\u548c\u5c0f\u670b\u53cb\u5435\u4e86"""
，,[[21]],[1],0,middle,13,4,"[""\u5435"", ""\u4e86"", ""\u67b6""]","[""\u4e0b\u5348"", ""\u5c0f\u670b\u53cb"", ""\u7684""]","""\u6211\u5973\u513f\u5e7c\u513f\u56ed\u7684\u65f6\u5019\uff0c\u4e0a\u5348\u548c\u5c0f\u670b\u53cb\u5435\u4e86\u67b6"""
下午,"[[22, 23]]",[1],0,middle,14,3,"[""\u4e86"", ""\u67b6"", ""\uff0c""]","[""\u5c0f\u670b\u53cb"", ""\u7684"", ""\u91d1\u9501""]","""\u4e0a\u5348\u548c\u5c0f\u670b\u53cb\u5435\u4e86\u67b6\uff0c"""
小朋友,"[[24, 25, 26]]",[1],0,middle,15,2,"[""\u67b6"", ""\uff0c"", ""\u4e0b\u5348""]","[""\u7684"", ""\u91d1\u9501"", ""<EOR>""]","""\u4e0a\u5348\u548c\u5c0f\u670b\u53cb\u5435\u4e86\u67b6\uff0c\u4e0b\u5348"""
的,[[27]],[1],0,middle,16,1,"[""\uff0c"", ""\u4e0b\u5348"", ""\u5c0f\u670b\u53cb""]","[""\u91d1\u9501"", ""<EOR>""]","""\u4e0a\u5348\u548c\u5c0f\u670b\u53cb\u5435\u4e86\u67b6\uff0c\u4e0b\u5348\u5c0f\u670b\u53cb"""
