tokens,text_unit_component,row,split,row_position,start_dist,end_dist,backward,forward,anterior_passage
【,[[0]],[0],0,passage_start,0,18,"[""<SOR>""]","[""\u77e5\u4e4e"", ""\u3011"", ""\u5982\u4f55""]","""<SOP>"""
知乎,"[[1, 2]]",[0],0,middle,1,17,"[""<SOR>"", ""\u3010""]","[""\u3011"", ""\u5982\u4f55"", ""\u8bc4\u4ef7""]","""<SOP>\u3010"""
】,[[3]],[0],0,middle,2,16,"[""<SOR>"", ""\u3010"", ""\u77e5\u4e4e""]","[""\u5982\u4f55"", ""\u8bc4\u4ef7"", ""\u300a""]","""<SOP>\u3010\u77e5\u4e4e"""
如何,"[[4, 5]]",[0],0,middle,3,15,"[""\u3010"", ""\u77e5\u4e4e"", ""\u3011""]","[""\u8bc4\u4ef7"", ""\u300a"", ""\u539f\u795e""]","""<SOP>\u3010\u77e5\u4e4e\u3011"""
评价,"[[6, 7]]",[0],0,middle,4,14,"[""\u77e5\u4e4e"", ""\u3011"", ""\u5982\u4f55""]","[""\u300a"", ""\u539f\u795e"", ""\u300b""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55"""
《,[[8]],[0],0,middle,5,13,"[""\u3011"", ""\u5982\u4f55"", ""\u8bc4\u4ef7""]","[""\u539f\u795e"", ""\u300b"", ""\u67ab\u4e39""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7"""
原神,"[[9, 10]]",[0],0,middle,6,12,"[""\u5982\u4f55"", ""\u8bc4\u4ef7"", ""\u300a""]","[""\u300b"", ""\u67ab\u4e39"", ""\u65b0""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a"""
》,[[11]],[0],0,middle,7,11,"[""\u8bc4\u4ef7"", ""\u300a"", ""\u539f\u795e""]","[""\u67ab\u4e39"", ""\u65b0"", ""\u51fa""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a\u539f\u795e"""
枫丹,"[[12, 13]]",[0],0,middle,8,10,"[""\u300a"", ""\u539f\u795e"", ""\u300b""]","[""\u65b0"", ""\u51fa"", ""\u7684""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a\u539f\u795e\u300b"""
新,[[14]],[0],0,middle,9,9,"[""\u539f\u795e"", ""\u300b"", ""\u67ab\u4e39""]","[""\u51fa"", ""\u7684"", ""\u6676\u8776""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a\u539f\u795e\u300b\u67ab\u4e39"""
出,[[15]],[0],0,middle,10,8,"[""\u300b"", ""\u67ab\u4e39"", ""\u65b0""]","[""\u7684"", ""\u6676\u8776"", ""\u8bf1\u6355""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a\u539f\u795e\u300b\u67ab\u4e39\u65b0"""
的,[[16]],[0],0,middle,11,7,"[""\u67ab\u4e39"", ""\u65b0"", ""\u51fa""]","[""\u6676\u8776"", ""\u8bf1\u6355"", ""\u88c5\u7f6e""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a\u539f\u795e\u300b\u67ab\u4e39\u65b0\u51fa"""
晶蝶,"[[17, 18]]",[0],0,middle,12,6,"[""\u65b0"", ""\u51fa"", ""\u7684""]","[""\u8bf1\u6355"", ""\u88c5\u7f6e"", ""\uff0c""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a\u539f\u795e\u300b\u67ab\u4e39\u65b0\u51fa\u7684"""
诱捕,"[[19, 20]]",[0],0,middle,13,5,"[""\u51fa"", ""\u7684"", ""\u6676\u8776""]","[""\u88c5\u7f6e"", ""\uff0c"", ""\u6709\u6ca1\u6709""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a\u539f\u795e\u300b\u67ab\u4e39\u65b0\u51fa\u7684\u6676\u8776"""
装置,"[[21, 22]]",[0],0,middle,14,4,"[""\u7684"", ""\u6676\u8776"", ""\u8bf1\u6355""]","[""\uff0c"", ""\u6709\u6ca1\u6709"", ""\u53ef\u80fd""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a\u539f\u795e\u300b\u67ab\u4e39\u65b0\u51fa\u7684\u6676\u8776\u8bf1\u6355"""
，,[[23]],[0],0,middle,15,3,"[""\u6676\u8776"", ""\u8bf1\u6355"", ""\u88c5\u7f6e""]","[""\u6709\u6ca1\u6709"", ""\u53ef\u80fd"", ""\u5b83""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a\u539f\u795e\u300b\u67ab\u4e39\u65b0\u51fa\u7684\u6676\u8776\u8bf1\u6355\u88c5\u7f6e"""
有没有,"[[24, 25, 26]]",[0],0,middle,16,2,"[""\u8bf1\u6355"", ""\u88c5\u7f6e"", ""\uff0c""]","[""\u53ef\u80fd"", ""\u5b83"", ""<EOR>""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a\u539f\u795e\u300b\u67ab\u4e39\u65b0\u51fa\u7684\u6676\u8776\u8bf1\u6355\u88c5\u7f6e\uff0c"""
可能,"[[27, 28]]",[0],0,middle,17,1,"[""\u88c5\u7f6e"", ""\uff0c"", ""\u6709\u6ca1\u6709""]","[""\u5b83"", ""<EOR>""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a\u539f\u795e\u300b\u67ab\u4e39\u65b0\u51fa\u7684\u6676\u8776\u8bf1\u6355\u88c5\u7f6e\uff0c\u6709\u6ca1\u6709"""
它,[[29]],[0],0,row_end,18,0,"[""\uff0c"", ""\u6709\u6ca1\u6709"", ""\u53ef\u80fd""]","[""<EOR>""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a\u539f\u795e\u300b\u67ab\u4e39\u65b0\u51fa\u7684\u6676\u8776\u8bf1\u6355\u88c5\u7f6e\uff0c\u6709\u6ca1\u6709\u53ef\u80fd"""
真的,"[[0, 1]]",[1],0,row_start,0,5,"[""<SOR>""]","[""\u4f1a"", ""\u6709\u4e00\u70b9"", ""\u7528""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a\u539f\u795e\u300b\u67ab\u4e39\u65b0\u51fa\u7684\u6676\u8776\u8bf1\u6355\u88c5\u7f6e\uff0c\u6709\u6ca1\u6709\u53ef\u80fd\u5b83"""
会,[[2]],[1],0,middle,1,4,"[""<SOR>"", ""\u771f\u7684""]","[""\u6709\u4e00\u70b9"", ""\u7528"", ""\u5462""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a\u539f\u795e\u300b\u67ab\u4e39\u65b0\u51fa\u7684\u6676\u8776\u8bf1\u6355\u88c5\u7f6e\uff0c\u6709\u6ca1\u6709\u53ef\u80fd\u5b83\u771f\u7684"""
有一点,"[[3, 4, 5]]",[1],0,middle,2,3,"[""<SOR>"", ""\u771f\u7684"", ""\u4f1a""]","[""\u7528"", ""\u5462"", ""\uff1f""]","""<SOP>\u3010\u77e5\u4e4e\u3011\u5982\u4f55\u8bc4\u4ef7\u300a\u539f\u795e\u300b\u67ab\u4e39\u65b0\u51fa\u7684\u6676\u8776\u8bf1\u6355\u88c5\u7f6e\uff0c\u6709\u6ca1\u6709\u53ef\u80fd\u5b83\u771f\u7684\u4f1a"""
