tokens,text_unit_component,row,split,row_position,start_dist,end_dist,backward,forward,anterior_passage
    ,"[[0, 1]]",[0],0,passage_start,0,19,"[""<SOR>""]","[""\u81fb\u679c\u679c"", ""\u679c\u679c"", ""\uff1a""]","""<SOP>"""
臻果果,"[[2, 3, 4]]",[0],0,middle,1,18,"[""<SOR>"", ""    ""]","[""\u679c\u679c"", ""\uff1a"", ""\u6211""]","""<SOP>    """
果果,"[[5, 6]]",[0],0,middle,2,17,"[""<SOR>"", ""    "", ""\u81fb\u679c\u679c""]","[""\uff1a"", ""\u6211"", ""\u7684""]","""<SOP>    \u81fb\u679c\u679c"""
：,[[7]],[0],0,middle,3,16,"[""    "", ""\u81fb\u679c\u679c"", ""\u679c\u679c""]","[""\u6211"", ""\u7684"", ""\u7709\u6bdb""]","""<SOP>    \u81fb\u679c\u679c\u679c\u679c"""
我,[[8]],[0],0,middle,4,15,"[""\u81fb\u679c\u679c"", ""\u679c\u679c"", ""\uff1a""]","[""\u7684"", ""\u7709\u6bdb"", ""\u771f\u7684""]","""<SOP>    \u81fb\u679c\u679c\u679c\u679c\uff1a"""
的,[[9]],[0],0,middle,5,14,"[""\u679c\u679c"", ""\uff1a"", ""\u6211""]","[""\u7709\u6bdb"", ""\u771f\u7684"", ""\u592a""]","""<SOP>    \u81fb\u679c\u679c\u679c\u679c\uff1a\u6211"""
眉毛,"[[10, 11]]",[0],0,middle,6,13,"[""\uff1a"", ""\u6211"", ""\u7684""]","[""\u771f\u7684"", ""\u592a"", ""\u6d53""]","""<SOP>    \u81fb\u679c\u679c\u679c\u679c\uff1a\u6211\u7684"""
真的,"[[12, 13]]",[0],0,middle,7,12,"[""\u6211"", ""\u7684"", ""\u7709\u6bdb""]","[""\u592a"", ""\u6d53"", ""\u592a""]","""<SOP>    \u81fb\u679c\u679c\u679c\u679c\uff1a\u6211\u7684\u7709\u6bdb"""
太,[[14]],[0],0,middle,8,11,"[""\u7684"", ""\u7709\u6bdb"", ""\u771f\u7684""]","[""\u6d53"", ""\u592a"", ""\u9ed1""]","""<SOP>    \u81fb\u679c\u679c\u679c\u679c\uff1a\u6211\u7684\u7709\u6bdb\u771f\u7684"""
浓,[[15]],[0],0,middle,9,10,"[""\u7709\u6bdb"", ""\u771f\u7684"", ""\u592a""]","[""\u592a"", ""\u9ed1"", ""\u4e86""]","""<SOP>    \u81fb\u679c\u679c\u679c\u679c\uff1a\u6211\u7684\u7709\u6bdb\u771f\u7684\u592a"""
