tokens,text_unit_component,row,split,row_position,start_dist,end_dist,backward,forward,anterior_passage
    ,"[[0, 1]]",[0],0,passage_start,0,12,"[""<SOR>""]","[""1986\u5e74"", ""\uff0c"", ""\u5207\u5c14\u8bfa\u8d1d\u5229""]","""<SOP>"""
1986年,"[[2, 3, 4]]",[0],0,middle,1,11,"[""<SOR>"", ""    ""]","[""\uff0c"", ""\u5207\u5c14\u8bfa\u8d1d\u5229"", ""\u6838\u7535\u7ad9""]","""<SOP>    """
，,[[5]],[0],0,middle,2,10,"[""<SOR>"", ""    "", ""1986\u5e74""]","[""\u5207\u5c14\u8bfa\u8d1d\u5229"", ""\u6838\u7535\u7ad9"", ""\u7206\u70b8""]","""<SOP>    1986\u5e74"""
切尔诺贝利,"[[6, 7, 8, 9, 10]]",[0],0,middle,3,9,"[""    "", ""1986\u5e74"", ""\uff0c""]","[""\u6838\u7535\u7ad9"", ""\u7206\u70b8"", ""\u3002""]","""1986\u5e74\uff0c"""
核电站,"[[11, 12, 13]]",[0],0,middle,4,8,"[""1986\u5e74"", ""\uff0c"", ""\u5207\u5c14\u8bfa\u8d1d\u5229""]","[""\u7206\u70b8"", ""\u3002"", ""\u4e09""]","""1986\u5e74\uff0c\u5207\u5c14\u8bfa\u8d1d\u5229"""
爆炸,"[[14, 15]]",[0],0,middle,5,7,"[""\uff0c"", ""\u5207\u5c14\u8bfa\u8d1d\u5229"", ""\u6838\u7535\u7ad9""]","[""\u3002"", ""\u4e09"", ""\u4f4d""]","""1986\u5e74\uff0c\u5207\u5c14\u8bfa\u8d1d\u5229\u6838\u7535\u7ad9"""
。,[[16]],[0],0,middle,6,6,"[""\u5207\u5c14\u8bfa\u8d1d\u5229"", ""\u6838\u7535\u7ad9"", ""\u7206\u70b8""]","[""\u4e09"", ""\u4f4d"", ""\u5de5\u7a0b\u5e08""]","""1986\u5e74\uff0c\u5207\u5c14\u8bfa\u8d1d\u5229\u6838\u7535\u7ad9\u7206\u70b8"""
三,[[17]],[0],0,middle,7,5,"[""\u6838\u7535\u7ad9"", ""\u7206\u70b8"", ""\u3002""]","[""\u4f4d"", ""\u5de5\u7a0b\u5e08"", ""\u8d1d\u65af\u5e15\u6d1b\u592b""]","""\u5207\u5c14\u8bfa\u8d1d\u5229\u6838\u7535\u7ad9\u7206\u70b8\u3002"""
位,[[18]],[0],0,middle,8,4,"[""\u7206\u70b8"", ""\u3002"", ""\u4e09""]","[""\u5de5\u7a0b\u5e08"", ""\u8d1d\u65af\u5e15\u6d1b\u592b"", ""\u3001""]","""\u5207\u5c14\u8bfa\u8d1d\u5229\u6838\u7535\u7ad9\u7206\u70b8\u3002\u4e09"""
工程师,"[[19, 20, 21]]",[0],0,middle,9,3,"[""\u3002"", ""\u4e09"", ""\u4f4d""]","[""\u8d1d\u65af\u5e15\u6d1b\u592b"", ""\u3001"", ""\u963f\u7eb3""]","""\u5207\u5c14\u8bfa\u8d1d\u5229\u6838\u7535\u7ad9\u7206\u70b8\u3002\u4e09\u4f4d"""
贝斯帕洛夫,"[[22, 23, 24, 25, 26]]",[0],0,middle,10,2,"[""\u4e09"", ""\u4f4d"", ""\u5de5\u7a0b\u5e08""]","[""\u3001"", ""\u963f\u7eb3"", ""<EOR>""]","""\u5207\u5c14\u8bfa\u8d1d\u5229\u6838\u7535\u7ad9\u7206\u70b8\u3002\u4e09\u4f4d\u5de5\u7a0b\u5e08"""
、,[[27]],[0],0,middle,11,1,"[""\u4f4d"", ""\u5de5\u7a0b\u5e08"", ""\u8d1d\u65af\u5e15\u6d1b\u592b""]","[""\u963f\u7eb3"", ""<EOR>""]","""\u5207\u5c14\u8bfa\u8d1d\u5229\u6838\u7535\u7ad9\u7206\u70b8\u3002\u4e09\u4f4d\u5de5\u7a0b\u5e08\u8d1d\u65af\u5e15\u6d1b\u592b"""
阿纳,"[[28, 29]]",[0],1,row_end,12,0,"[""\u5de5\u7a0b\u5e08"", ""\u8d1d\u65af\u5e15\u6d1b\u592b"", ""\u3001""]","[""<EOR>""]","""\u5207\u5c14\u8bfa\u8d1d\u5229\u6838\u7535\u7ad9\u7206\u70b8\u3002\u4e09\u4f4d\u5de5\u7a0b\u5e08\u8d1d\u65af\u5e15\u6d1b\u592b\u3001"""
(阿纳)年科,"[[0, 1]]",[1],1,row_start,0,13,"[""<SOR>""]","[""\u3001"", ""\u5df4\u62c9\u8bfa\u592b"", ""\u4e34\u5371\u53d7\u547d""]","""\u5207\u5c14\u8bfa\u8d1d\u5229\u6838\u7535\u7ad9\u7206\u70b8\u3002\u4e09\u4f4d\u5de5\u7a0b\u5e08\u8d1d\u65af\u5e15\u6d1b\u592b\u3001\u963f\u7eb3"""
、,[[2]],[1],0,middle,1,12,"[""<SOR>"", ""(\u963f\u7eb3)\u5e74\u79d1""]","[""\u5df4\u62c9\u8bfa\u592b"", ""\u4e34\u5371\u53d7\u547d"", ""\uff0c""]","""\u5207\u5c14\u8bfa\u8d1d\u5229\u6838\u7535\u7ad9\u7206\u70b8\u3002\u4e09\u4f4d\u5de5\u7a0b\u5e08\u8d1d\u65af\u5e15\u6d1b\u592b\u3001\u963f\u7eb3(\u963f\u7eb3)\u5e74\u79d1"""
巴拉诺夫,"[[3, 4, 5, 6]]",[1],0,middle,2,11,"[""<SOR>"", ""(\u963f\u7eb3)\u5e74\u79d1"", ""\u3001""]","[""\u4e34\u5371\u53d7\u547d"", ""\uff0c"", ""\u7a7f\u4e0a""]","""\u5207\u5c14\u8bfa\u8d1d\u5229\u6838\u7535\u7ad9\u7206\u70b8\u3002\u4e09\u4f4d\u5de5\u7a0b\u5e08\u8d1d\u65af\u5e15\u6d1b\u592b\u3001\u963f\u7eb3(\u963f\u7eb3)\u5e74\u79d1\u3001"""
临危受命,"[[7, 8, 9, 10]]",[1],0,middle,3,10,"[""(\u963f\u7eb3)\u5e74\u79d1"", ""\u3001"", ""\u5df4\u62c9\u8bfa\u592b""]","[""\uff0c"", ""\u7a7f\u4e0a"", ""\u6f5c\u6c34\u670d""]","""\u5207\u5c14\u8bfa\u8d1d\u5229\u6838\u7535\u7ad9\u7206\u70b8\u3002\u4e09\u4f4d\u5de5\u7a0b\u5e08\u8d1d\u65af\u5e15\u6d1b\u592b\u3001\u963f\u7eb3(\u963f\u7eb3)\u5e74\u79d1\u3001\u5df4\u62c9\u8bfa\u592b"""
，,[[11]],[1],0,middle,4,9,"[""\u3001"", ""\u5df4\u62c9\u8bfa\u592b"", ""\u4e34\u5371\u53d7\u547d""]","[""\u7a7f\u4e0a"", ""\u6f5c\u6c34\u670d"", ""\u4e0e""]","""\u5207\u5c14\u8bfa\u8d1d\u5229\u6838\u7535\u7ad9\u7206\u70b8\u3002\u4e09\u4f4d\u5de5\u7a0b\u5e08\u8d1d\u65af\u5e15\u6d1b\u592b\u3001\u963f\u7eb3(\u963f\u7eb3)\u5e74\u79d1\u3001\u5df4\u62c9\u8bfa\u592b\u4e34\u5371\u53d7\u547d"""
穿上,"[[12, 13]]",[1],0,middle,5,8,"[""\u5df4\u62c9\u8bfa\u592b"", ""\u4e34\u5371\u53d7\u547d"", ""\uff0c""]","[""\u6f5c\u6c34\u670d"", ""\u4e0e"", ""\u7b80\u5355""]","""\u4e09\u4f4d\u5de5\u7a0b\u5e08\u8d1d\u65af\u5e15\u6d1b\u592b\u3001\u963f\u7eb3(\u963f\u7eb3)\u5e74\u79d1\u3001\u5df4\u62c9\u8bfa\u592b\u4e34\u5371\u53d7\u547d\uff0c"""
潜水服,"[[14, 15, 16]]",[1],0,middle,6,7,"[""\u4e34\u5371\u53d7\u547d"", ""\uff0c"", ""\u7a7f\u4e0a""]","[""\u4e0e"", ""\u7b80\u5355"", ""\u7684""]","""\u4e09\u4f4d\u5de5\u7a0b\u5e08\u8d1d\u65af\u5e15\u6d1b\u592b\u3001\u963f\u7eb3(\u963f\u7eb3)\u5e74\u79d1\u3001\u5df4\u62c9\u8bfa\u592b\u4e34\u5371\u53d7\u547d\uff0c\u7a7f\u4e0a"""
与,[[17]],[1],0,middle,7,6,"[""\uff0c"", ""\u7a7f\u4e0a"", ""\u6f5c\u6c34\u670d""]","[""\u7b80\u5355"", ""\u7684"", ""\u547c\u5438\u5668""]","""\u4e09\u4f4d\u5de5\u7a0b\u5e08\u8d1d\u65af\u5e15\u6d1b\u592b\u3001\u963f\u7eb3(\u963f\u7eb3)\u5e74\u79d1\u3001\u5df4\u62c9\u8bfa\u592b\u4e34\u5371\u53d7\u547d\uff0c\u7a7f\u4e0a\u6f5c\u6c34\u670d"""
简单,"[[18, 19]]",[1],0,middle,8,5,"[""\u7a7f\u4e0a"", ""\u6f5c\u6c34\u670d"", ""\u4e0e""]","[""\u7684"", ""\u547c\u5438\u5668"", ""\uff0c""]","""\u4e09\u4f4d\u5de5\u7a0b\u5e08\u8d1d\u65af\u5e15\u6d1b\u592b\u3001\u963f\u7eb3(\u963f\u7eb3)\u5e74\u79d1\u3001\u5df4\u62c9\u8bfa\u592b\u4e34\u5371\u53d7\u547d\uff0c\u7a7f\u4e0a\u6f5c\u6c34\u670d\u4e0e"""
