index,username,iteration,phase,time,gaze_x,gaze_y,speed,matrix_x,matrix_y
0,0905-10-wzx,4,cali,1693914026.8794832,failed,failed,2.0,13,4
0,0905-10-wzx,4,cali,1693914026.9278448,907.1570612197687,514.9624850720613,2.0,13,4
1,0905-10-wzx,4,cali,1693914026.9591188,907.1155307231373,515.9067693562661,1.0,13,4
2,0905-10-wzx,4,cali,1693914026.9911776,908.0234444625096,515.9232264919152,1.0,13,4
3,0905-10-wzx,4,cali,1693914027.023159,907.9397858044501,517.8095983758499,2.0,13,4
4,0905-10-wzx,4,cali,1693914027.0553577,908.8048604534366,518.7681123643222,1.4142135623730951,13,4
5,0905-10-wzx,4,cali,1693914027.0875125,908.8048604534366,518.7681123643222,0.0,13,4
6,0905-10-wzx,4,cali,1693914027.1195097,908.7627651905239,519.7094823970034,1.0,13,4
7,0905-10-wzx,4,cali,1693914027.1524954,908.7207020548475,520.6501339731273,1.0,13,4
8,0905-10-wzx,4,cali,1693914027.1835144,908.7207020548475,520.6501339731273,0.0,13,4
9,0905-10-wzx,4,cali,1693914027.199487,908.7207020548475,520.6501339731273,0.0,13,4
10,0905-10-wzx,4,cali,1693914027.2314866,908.7627651905239,519.7094823970034,1.0,13,4
11,0905-10-wzx,4,cali,1693914027.2637506,907.8562548935608,519.6930897609112,1.0,13,4
12,0905-10-wzx,4,cali,1693914027.2951157,907.8562548935608,519.6930897609112,0.0,13,4
13,0905-10-wzx,4,cali,1693914027.3274162,907.8562548935608,519.6930897609112,0.0,13,4
14,0905-10-wzx,4,cali,1693914027.3596594,907.8562548935608,519.6930897609112,0.0,13,4
15,0905-10-wzx,4,cali,1693914027.3909647,908.7627651905239,519.7094823970034,1.0,13,4
16,0905-10-wzx,4,cali,1693914027.423884,908.7207020548475,520.6501339731273,1.0,13,4
17,0905-10-wzx,4,cali,1693914027.4552183,908.7207020548475,520.6501339731273,0.0,13,4
18,0905-10-wzx,4,cali,1693914027.4713042,909.5844718406487,521.6064282513776,1.4142135623730951,13,4
19,0905-10-wzx,4,cali,1693914027.5034015,909.5844718406487,521.6064282513776,0.0,13,4
20,0905-10-wzx,4,cali,1693914027.534966,909.5421278956737,522.5456294289871,1.0,13,4
21,0905-10-wzx,4,cali,1693914027.5671346,909.4998162304422,523.4841146323765,1.0,13,4
22,0905-10-wzx,4,cali,1693914027.5992548,909.4575368080566,524.4218846799386,1.0,13,4
23,0905-10-wzx,4,cali,1693914027.6316843,909.4152895916758,525.3589403888193,1.0,13,4
24,0905-10-wzx,4,cali,1693914027.663034,909.330891629846,527.2309120529027,2.0,13,4
25,0905-10-wzx,4,cali,1693914027.6952848,909.2887408109941,528.1658296361846,1.0,13,4
26,0905-10-wzx,4,cali,1693914027.7275722,909.2466220513429,529.1000361369495,1.0,13,4
27,0905-10-wzx,4,cali,1693914027.7435746,909.2045353143312,530.0335323661449,1.0,13,4
28,0905-10-wzx,4,cali,1693914027.7758863,909.1624805634522,530.9663191334856,1.0,13,4
29,0905-10-wzx,4,cali,1693914027.807047,909.0784668743458,532.8297675153145,2.0,13,4
30,0905-10-wzx,4,cali,1693914027.839264,909.0784668743458,532.8297675153145,0.0,13,4
31,0905-10-wzx,4,cali,1693914027.8715274,909.0784668743458,532.8297675153145,0.0,13,4
32,0905-10-wzx,4,cali,1693914027.9034305,908.176788217553,532.8135973027229,1.0,13,4
33,0905-10-wzx,4,cali,1693914027.9355595,908.176788217553,532.8135973027229,0.0,13,4
34,0905-10-wzx,4,cali,1693914027.967718,908.176788217553,532.8135973027229,0.0,13,4
35,0905-10-wzx,4,cali,1693914027.98374,907.275090989881,532.7974267570911,1.0,13,4
36,0905-10-wzx,4,cali,1693914028.0157125,907.3163977017613,531.8660250143872,1.0,13,4
0,0905-10-wzx,4,cali,1693914028.6878176,failed,failed,2.23606797749979,0,0
0,0905-10-wzx,4,cali,1693914028.7514555,376.3705199100763,295.9807776986,2.8284271247461903,0,0
1,0905-10-wzx,4,cali,1693914028.783565,376.1943023601809,294.8584591151749,1.0,0,0
2,0905-10-wzx,4,cali,1693914028.7998111,375.0202822471553,293.7147123011553,1.4142135623730951,0,0
3,0905-10-wzx,4,cali,1693914028.8309932,374.8433513784657,292.5904965746889,1.0,0,0
4,0905-10-wzx,4,cali,1693914028.8630302,373.6677566621108,291.44480714920036,1.4142135623730951,0,0
5,0905-10-wzx,4,cali,1693914028.8953078,373.6677566621108,291.44480714920036,0.0,0,0
6,0905-10-wzx,4,cali,1693914028.9273367,373.8452545837947,292.56998391750784,1.0,0,0
7,0905-10-wzx,4,cali,1693914028.9595952,373.8452545837947,292.56998391750784,0.0,0,0
8,0905-10-wzx,4,cali,1693914028.9909258,373.0249036744988,293.67372911857797,1.4142135623730951,0,0
9,0905-10-wzx,4,cali,1693914029.0230756,373.0249036744988,293.67372911857797,0.0,0,0
10,0905-10-wzx,4,cali,1693914029.0551276,373.0249036744988,293.67372911857797,0.0,0,0
11,0905-10-wzx,4,cali,1693914029.0711062,373.0249036744988,293.67372911857797,0.0,0,0
12,0905-10-wzx,4,cali,1693914029.1032877,373.0249036744988,293.67372911857797,0.0,0,0
13,0905-10-wzx,4,cali,1693914029.1353292,373.0249036744988,293.67372911857797,0.0,0,0
14,0905-10-wzx,4,cali,1693914029.1673007,373.0249036744988,293.67372911857797,0.0,0,0
15,0905-10-wzx,4,cali,1693914029.199503,372.02718049046143,293.65323683106243,1.0,0,0
16,0905-10-wzx,4,cali,1693914029.2316475,371.8489931430085,292.5289572086785,1.0,0,0
17,0905-10-wzx,4,cali,1693914029.2637224,371.8489931430085,292.5289572086785,0.0,0,0
18,0905-10-wzx,4,cali,1693914029.2956514,371.67065684630245,291.40373778550406,1.0,0,0
19,0905-10-wzx,4,cali,1693914029.3276513,371.67065684630245,291.40373778550406,0.0,0,0
20,0905-10-wzx,4,cali,1693914029.3436515,371.67065684630245,291.40373778550406,0.0,0,0
21,0905-10-wzx,4,cali,1693914029.3756585,371.4921714135022,290.27757738265797,1.0,0,0
22,0905-10-wzx,4,cali,1693914029.4076807,371.3135366574538,289.15047481928633,1.0,0,0
23,0905-10-wzx,4,cali,1693914029.4396818,370.95581842543083,286.89343847766355,2.0,0,0
24,0905-10-wzx,4,cali,1693914029.471682,369.7760493373059,285.7428598768362,1.4142135623730951,0,0
25,0905-10-wzx,4,cali,1693914029.5029192,369.59639407420786,284.61195532299746,1.0,0,0
26,0905-10-wzx,4,cali,1693914029.5351624,369.59639407420786,284.61195532299746,0.0,0,0
27,0905-10-wzx,4,cali,1693914029.5672958,369.4165881924339,283.4801026458276,1.0,0,0
28,0905-10-wzx,4,cali,1693914029.599447,369.4165881924339,283.4801026458276,0.0,0,0
29,0905-10-wzx,4,cali,1693914029.6154776,369.4165881924339,283.4801026458276,0.0,0,0
30,0905-10-wzx,4,cali,1693914029.647468,368.41503715719546,283.4594166952723,1.0,0,0
31,0905-10-wzx,4,cali,1693914029.6797645,368.41503715719546,283.4594166952723,0.0,0,0
32,0905-10-wzx,4,cali,1693914029.7118733,368.41503715719546,283.4594166952723,0.0,0,0
33,0905-10-wzx,4,cali,1693914029.7430756,368.23465840151823,282.3265931433701,1.0,0,0
34,0905-10-wzx,4,cali,1693914029.775417,368.23465840151823,282.3265931433701,0.0,0,0
35,0905-10-wzx,4,cali,1693914029.807563,367.2326625090867,282.30588516321455,1.0,0,0
36,0905-10-wzx,4,cali,1693914029.8395686,367.2326625090867,282.30588516321455,0.0,0,0
0,0905-10-wzx,4,cali,1693914030.495218,failed,failed,1.0,29,0
0,0905-10-wzx,4,cali,1693914030.5595582,1587.2487044041516,305.2898885091169,1.4142135623730951,29,0
1,0905-10-wzx,4,cali,1693914030.5916927,1587.2487044041516,305.2898885091169,0.0,29,0
2,0905-10-wzx,4,cali,1693914030.623623,1587.5752972641435,304.1803828109838,1.0,29,0
3,0905-10-wzx,4,cali,1693914030.655595,1587.5752972641435,304.1803828109838,0.0,29,0
4,0905-10-wzx,4,cali,1693914030.6875937,1586.9260868313715,303.04973547889233,1.4142135623730951,29,0
5,0905-10-wzx,4,cali,1693914030.703594,1587.9021607091756,303.06995787767744,1.0,29,0
6,0905-10-wzx,4,cali,1693914030.7355936,1587.9021607091756,303.06995787767744,0.0,29,0
7,0905-10-wzx,4,cali,1693914030.7675934,1588.229295075661,301.958612566333,1.0,29,0
8,0905-10-wzx,4,cali,1693914030.7996185,1588.229295075661,301.958612566333,0.0,29,0
9,0905-10-wzx,4,cali,1693914030.8317084,1587.9021607091756,303.06995787767744,1.0,29,0
10,0905-10-wzx,4,cali,1693914030.8637018,1587.9021607091756,303.06995787767744,0.0,29,0
11,0905-10-wzx,4,cali,1693914030.894915,1586.9260868313715,303.04973547889233,1.0,29,0
12,0905-10-wzx,4,cali,1693914030.9269152,1586.9260868313715,303.04973547889233,0.0,29,0
13,0905-10-wzx,4,cali,1693914030.959064,1586.9260868313715,303.04973547889233,0.0,29,0
14,0905-10-wzx,4,cali,1693914030.9752092,1586.9260868313715,303.04973547889233,0.0,29,0
15,0905-10-wzx,4,cali,1693914031.0075223,1585.9499910217442,303.0295126257214,1.0,29,0
16,0905-10-wzx,4,cali,1693914031.0399146,1585.9499910217442,303.0295126257214,0.0,29,0
17,0905-10-wzx,4,cali,1693914031.0713189,1585.9499910217442,303.0295126257214,0.0,29,0
18,0905-10-wzx,4,cali,1693914031.1032686,1585.299805077004,301.89788139043793,1.4142135623730951,29,0
19,0905-10-wzx,4,cali,1693914031.135293,1585.299805077004,301.89788139043793,0.0,29,0
20,0905-10-wzx,4,cali,1693914031.167583,1585.6260071448294,300.78555185691994,1.0,29,0
21,0905-10-wzx,4,cali,1693914031.19895,1585.6260071448294,300.78555185691994,0.0,29,0
22,0905-10-wzx,4,cali,1693914031.2312105,1584.6490653548494,300.76528632038514,1.0,29,0
23,0905-10-wzx,4,cali,1693914031.2471254,1584.3232645089656,301.8776367550122,1.0,29,0
24,0905-10-wzx,4,cali,1693914031.295221,1584.3232645089656,301.8776367550122,0.0,29,0
25,0905-10-wzx,4,cali,1693914031.3112268,1583.9977336040622,302.9890655561609,1.0,29,0
26,0905-10-wzx,4,cali,1693914031.3435109,1583.9977336040622,302.9890655561609,0.0,29,0
27,0905-10-wzx,4,cali,1693914031.375542,1583.0215719945295,302.9688413397408,1.0,29,0
28,0905-10-wzx,4,cali,1693914031.4075346,1583.0215719945295,302.9688413397408,0.0,29,0
29,0905-10-wzx,4,cali,1693914031.4398346,1582.6967112768953,304.07937049882946,1.0,29,0
30,0905-10-wzx,4,cali,1693914031.471197,1582.6967112768953,304.07937049882946,0.0,29,0
31,0905-10-wzx,4,cali,1693914031.5032628,1582.3721195014932,305.188980284864,1.0,29,0
32,0905-10-wzx,4,cali,1693914031.5193546,1581.396736827989,305.16879728066846,1.0,29,0
33,0905-10-wzx,4,cali,1693914031.5516243,1581.0728136038476,306.2775096268708,1.0,29,0
34,0905-10-wzx,4,cali,1693914031.5831149,1581.0728136038476,306.2775096268708,0.0,29,0
35,0905-10-wzx,4,cali,1693914031.6150908,1581.0728136038476,306.2775096268708,0.0,29,0
36,0905-10-wzx,4,cali,1693914031.6475594,1581.0728136038476,306.2775096268708,0.0,29,0
0,0905-10-wzx,4,cali,1693914032.303538,failed,failed,2.0,19,1
0,0905-10-wzx,4,cali,1693914032.367005,1164.914661732924,331.95678852754537,1.4142135623730951,19,1
1,0905-10-wzx,4,cali,1693914032.3990128,1164.7643473114615,333.04513582206823,1.0,19,1
2,0905-10-wzx,4,cali,1693914032.431304,1165.7357180908305,333.0648297300432,1.0,19,1
3,0905-10-wzx,4,cali,1693914032.4632936,1165.5851302721305,334.15226418882617,1.0,19,1
